simulation,selected_columns
0,"7,42,13,38,48,33,3,46"
1,"14,9,28,7,29,5,1,32"
2,"9,41,12,1,2,30,42,13"
3,"49,16,24,21,0,15,31,29"
4,"14,24,15,26,49,10,43,40"
5,"3,42,17,35,2,20,14,39"
6,"38,28,34,17,26,16,8,5"
7,"20,22,3,38,46,35,36,12"
8,"31,35,41,42,20,25,45,17"
9,"35,22,38,17,46,24,4,31"
10,"12,15,26,25,42,40,0,6"
11,"13,24,4,7,46,39,35,25"
12,"36,10,33,9,40,43,0,41"
13,"25,19,23,5,41,37,21,16"
14,"22,1,19,7,49,32,8,47"
15,"0,24,27,45,13,16,12,43"
16,"37,33,20,38,31,47,9,18"
17,"30,19,29,11,43,15,2,34"
18,"31,2,5,30,16,47,41,28"
19,"18,14,6,12,11,48,38,40"
20,"20,36,1,49,29,31,35,6"
21,"48,34,1,45,41,16,29,35"
22,"26,7,46,31,43,6,25,22"
23,"29,40,34,25,10,2,16,5"
24,"46,40,12,31,47,1,20,25"
25,"29,6,49,30,27,8,34,2"
26,"22,11,4,25,44,45,13,42"
27,"26,47,27,3,37,29,39,19"
28,"39,14,34,22,11,26,6,13"
29,"28,49,31,7,4,44,35,39"
30,"29,13,30,28,16,12,31,39"
31,"19,5,16,25,38,9,21,29"
32,"7,5,12,14,28,32,26,13"
33,"44,18,43,33,21,45,48,37"
34,"38,19,2,29,48,30,35,37"
35,"8,40,43,10,39,12,31,18"
36,"34,40,26,2,49,0,18,29"
37,"11,40,39,0,15,2,36,16"
38,"8,32,39,40,15,25,29,35"
39,"19,26,2,11,3,4,1,34"
40,"9,33,31,27,3,38,8,48"
41,"4,46,33,31,35,30,19,26"
42,"45,35,32,42,2,20,26,22"
43,"9,34,15,49,22,27,3,2"
44,"48,38,9,11,45,16,19,28"
45,"22,45,42,6,36,39,9,19"
46,"11,44,35,49,47,38,37,24"
47,"28,17,25,15,7,4,27,20"
48,"9,31,11,10,24,19,32,28"
49,"13,15,4,3,47,9,37,12"
50,"40,49,39,2,35,33,17,11"
51,"9,40,16,46,34,36,18,25"
52,"35,13,4,41,10,45,0,36"
53,"16,47,42,31,15,3,1,32"
54,"33,37,1,24,0,6,14,30"
55,"18,31,10,23,45,36,20,30"
56,"7,10,29,13,24,22,32,36"
57,"35,34,24,42,48,41,8,1"
58,"42,7,27,8,6,17,26,34"
59,"23,17,13,9,18,47,44,20"
60,"41,6,19,2,7,42,3,14"
61,"43,46,15,34,0,48,12,39"
62,"20,14,10,4,15,0,7,11"
63,"9,15,23,8,13,11,26,17"
64,"0,43,3,5,42,25,48,27"
65,"17,48,49,26,38,30,4,5"
66,"38,23,0,44,30,49,22,34"
67,"24,10,44,8,48,41,32,5"
68,"31,21,16,11,40,35,38,18"
69,"27,41,2,13,20,32,1,16"
70,"15,28,38,2,12,19,39,26"
71,"21,27,35,8,10,3,48,1"
72,"44,25,30,7,13,19,24,8"
73,"36,20,27,10,5,6,26,35"
74,"8,42,1,44,24,10,28,49"
75,"5,4,25,14,3,8,13,2"
76,"20,10,4,28,46,34,33,44"
77,"12,35,23,46,6,44,2,42"
78,"44,32,36,18,23,47,43,41"
79,"28,24,29,38,4,48,31,0"
80,"20,29,7,37,35,5,30,12"
81,"33,8,20,41,3,5,32,7"
82,"10,5,17,11,23,37,9,47"
83,"34,3,43,40,22,11,26,4"
84,"27,21,4,42,9,25,15,30"
85,"34,44,25,21,37,9,17,6"
86,"23,10,19,1,3,11,2,22"
87,"2,9,38,31,21,18,34,17"
88,"22,19,49,36,15,20,40,27"
89,"23,49,45,11,25,7,13,28"
90,"32,48,43,7,39,36,14,29"
91,"11,49,0,34,48,2,42,23"
92,"49,5,28,32,39,47,40,13"
93,"27,37,11,31,26,43,19,9"
94,"24,44,34,7,20,2,49,18"
95,"37,28,6,29,44,34,8,4"
96,"30,14,40,9,8,29,31,32"
97,"16,46,41,45,8,39,18,3"
98,"1,9,26,22,42,44,17,35"
99,"32,5,41,10,9,7,36,49"
100,"11,5,29,31,27,35,6,15"
101,"15,38,12,13,26,9,0,22"
102,"3,47,8,29,42,40,6,10"
103,"9,39,6,10,22,0,28,30"
