simulation,selected_columns
0,"5,4,29,6,23,10,42,20,37,15,36,13,0,21"
1,"27,12,39,0,24,16,22,21,36,45,20,37,23,26"
2,"12,35,34,24,27,7,28,16,32,14,46,19,0,5"
3,"49,19,20,30,43,39,34,1,33,8,42,16,7,38"
4,"8,22,16,19,15,2,37,11,25,27,30,43,46,21"
5,"27,45,0,4,11,43,25,8,35,20,6,18,13,37"
6,"41,23,7,22,24,46,40,13,39,38,0,28,1,36"
7,"39,5,45,16,36,24,23,47,22,37,11,33,8,14"
8,"30,21,4,12,11,42,1,43,33,44,47,17,35,3"
9,"15,40,5,33,27,12,24,14,21,47,34,35,17,41"
10,"2,16,20,22,27,46,36,18,48,49,1,43,17,12"
11,"3,49,5,6,16,43,7,12,33,25,14,17,4,13"
12,"16,34,37,5,48,47,9,0,11,43,14,20,26,27"
13,"26,41,31,16,38,22,34,0,25,18,29,8,42,28"
14,"44,31,40,15,7,10,39,41,46,27,5,8,19,12"
15,"9,44,5,24,33,23,17,14,48,6,31,21,29,36"
16,"40,32,20,39,17,10,49,12,15,31,11,26,29,45"
17,"38,39,4,6,43,27,47,46,1,41,19,23,34,10"
18,"7,28,5,47,2,22,9,20,19,6,8,43,26,46"
19,"48,6,29,10,32,34,35,22,31,7,0,15,33,44"
20,"42,25,22,43,7,10,5,13,1,14,24,18,30,3"
21,"48,7,38,42,14,3,33,24,43,15,11,19,18,12"
22,"13,7,47,33,18,1,32,44,4,3,22,21,40,24"
23,"31,13,19,9,43,32,30,23,41,8,14,2,36,44"
24,"35,15,28,2,40,24,13,32,42,7,3,39,5,16"
25,"19,13,40,34,2,28,48,22,5,29,20,1,33,0"
26,"32,28,15,16,47,24,22,17,1,11,44,39,26,40"
27,"8,0,15,6,29,43,11,36,5,9,20,10,41,44"
28,"31,17,5,3,33,16,30,45,7,25,32,47,12,0"
29,"6,17,10,43,44,24,7,26,32,25,31,36,23,47"
30,"23,20,26,27,31,4,11,47,36,44,16,40,29,30"
31,"6,8,36,41,27,7,9,22,10,43,39,48,46,12"
