simulation,selected_columns
0,"15,28"
1,"27,40"
2,"36,30"
3,"49,17"
4,"4,16"
5,"45,26"
6,"14,6"
7,"7,43"
8,"16,26"
9,"8,17"
10,"47,30"
11,"30,12"
12,"11,16"
13,"14,26"
14,"19,8"
15,"45,31"
16,"10,29"
17,"49,29"
18,"3,45"
19,"32,49"
20,"34,5"
21,"29,17"
22,"37,36"
23,"43,44"
24,"30,18"
25,"42,40"
26,"31,13"
27,"37,46"
28,"10,49"
29,"36,11"
30,"34,30"
31,"8,20"
32,"19,28"
33,"36,32"
34,"49,46"
35,"38,30"
36,"21,28"
37,"7,20"
38,"44,46"
39,"4,10"
40,"12,10"
41,"25,17"
42,"35,16"
43,"33,43"
44,"34,37"
45,"47,37"
46,"18,24"
47,"47,25"
48,"35,37"
49,"11,1"
50,"47,19"
51,"21,18"
52,"25,22"
53,"39,11"
54,"17,41"
55,"24,22"
56,"32,36"
57,"31,43"
58,"16,36"
59,"6,37"
60,"30,27"
61,"33,12"
62,"3,34"
63,"48,5"
64,"20,39"
65,"43,34"
66,"41,29"
67,"21,6"
68,"33,47"
69,"3,24"
70,"48,43"
71,"39,17"
72,"44,8"
73,"39,9"
74,"35,0"
75,"42,25"
76,"32,6"
77,"12,13"
78,"39,37"
79,"9,5"
80,"29,44"
81,"29,31"
82,"32,8"
83,"41,42"
84,"41,21"
85,"37,23"
86,"42,29"
87,"33,30"
88,"5,0"
89,"14,24"
90,"11,8"
91,"32,49"
92,"36,37"
93,"48,49"
94,"47,42"
95,"42,19"
96,"22,48"
97,"34,32"
98,"22,6"
99,"48,31"
100,"1,21"
101,"46,7"
102,"9,12"
103,"21,23"
104,"44,16"
105,"36,6"
106,"19,46"
107,"45,32"
108,"41,33"
109,"8,36"
110,"41,2"
111,"11,5"
112,"23,8"
113,"36,14"
114,"24,6"
115,"42,26"
116,"12,48"
117,"44,18"
118,"38,5"
119,"12,11"
120,"21,29"
121,"9,35"
122,"32,44"
123,"13,42"
124,"46,39"
125,"44,17"
126,"6,30"
127,"21,36"
128,"28,32"
129,"30,43"
130,"6,12"
131,"49,29"
132,"41,12"
133,"6,27"
134,"29,9"
135,"1,34"
136,"7,38"
137,"30,29"
138,"39,22"
139,"7,5"
140,"45,16"
141,"15,28"
142,"45,22"
143,"17,37"
144,"38,36"
145,"14,5"
146,"27,7"
147,"13,47"
148,"26,47"
149,"11,47"
150,"12,16"
151,"22,34"
152,"8,3"
153,"48,47"
154,"20,38"
155,"14,49"
156,"22,32"
157,"37,18"
158,"41,11"
159,"10,5"
160,"43,42"
161,"22,32"
162,"43,21"
163,"8,11"
164,"20,46"
165,"6,21"
166,"30,12"
167,"6,5"
168,"48,3"
169,"2,20"
170,"17,23"
171,"1,2"
172,"19,27"
173,"1,4"
174,"39,4"
175,"25,45"
176,"38,49"
177,"28,19"
178,"12,2"
179,"31,2"
180,"18,13"
181,"17,33"
182,"25,4"
183,"18,35"
184,"43,12"
185,"47,3"
186,"25,45"
187,"26,34"
188,"21,25"
189,"24,29"
190,"33,9"
191,"25,11"
192,"47,1"
193,"37,35"
194,"22,15"
195,"36,28"
196,"9,2"
197,"34,27"
198,"23,19"
199,"14,18"
