simulation,selected_columns
0,"0,5,44,19,35,33"
1,"22,5,40,44,45,2"
2,"6,34,33,21,22,25"
3,"46,17,45,28,29,49"
4,"16,31,14,17,26,18"
5,"21,34,11,5,40,20"
6,"29,20,0,17,36,37"
7,"19,25,34,27,29,13"
8,"17,38,45,21,49,46"
9,"17,20,8,37,13,36"
10,"12,35,27,18,9,38"
11,"3,17,39,19,20,10"
12,"35,6,27,36,15,19"
13,"49,9,41,36,2,14"
14,"34,46,32,42,26,2"
15,"45,26,46,12,28,20"
16,"24,31,35,13,20,39"
17,"12,2,31,13,48,7"
18,"40,35,5,36,33,12"
19,"35,15,49,9,20,42"
20,"6,18,34,22,32,35"
21,"13,23,44,2,35,46"
22,"23,33,46,17,12,2"
23,"2,34,20,12,32,17"
24,"28,37,48,31,9,40"
25,"33,17,20,4,27,24"
26,"7,13,28,46,5,4"
27,"42,38,9,1,17,20"
28,"7,17,35,47,28,36"
29,"46,33,49,15,16,36"
30,"25,22,47,43,17,24"
31,"45,6,41,9,25,17"
32,"38,4,34,3,32,2"
33,"6,38,29,30,37,3"
34,"41,49,8,24,44,17"
35,"41,2,22,10,8,39"
36,"28,44,15,35,14,41"
37,"49,35,38,42,48,27"
38,"31,37,15,40,34,43"
39,"22,32,16,46,7,11"
40,"37,25,27,21,8,46"
41,"41,6,18,23,3,47"
42,"14,1,40,44,37,17"
43,"45,41,1,2,33,36"
44,"27,3,11,26,10,19"
45,"47,42,28,9,11,30"
46,"34,21,18,16,5,49"
47,"21,16,44,1,7,14"
48,"25,40,0,9,7,19"
49,"2,31,9,25,21,24"
50,"38,7,0,23,27,33"
51,"31,17,20,19,1,13"
52,"13,27,22,34,30,37"
53,"28,40,47,22,39,17"
54,"17,41,0,24,13,15"
55,"28,37,43,33,42,25"
56,"24,12,30,42,40,8"
57,"14,46,17,47,9,2"
58,"47,34,49,8,3,13"
59,"27,10,42,41,16,37"
60,"47,39,37,35,44,46"
61,"15,26,5,34,44,17"
62,"35,19,27,10,1,18"
63,"12,41,19,2,10,11"
64,"44,46,12,27,4,0"
65,"18,45,10,1,28,3"
66,"2,40,5,49,45,18"
67,"27,49,40,33,47,8"
68,"49,30,4,38,46,9"
69,"27,47,40,33,41,37"
70,"20,48,4,15,7,2"
71,"6,48,24,19,23,30"
72,"44,0,29,22,45,26"
73,"21,9,7,14,38,15"
74,"1,19,2,46,28,43"
75,"47,10,23,40,43,12"
76,"25,20,48,40,44,31"
77,"45,6,39,13,43,10"
78,"23,9,11,41,12,34"
79,"25,7,9,34,46,26"
80,"46,14,19,15,22,36"
81,"0,20,44,7,14,40"
82,"10,20,26,44,19,22"
83,"43,14,2,8,34,39"
84,"15,6,24,8,25,10"
85,"27,18,11,3,41,29"
86,"8,12,20,42,16,32"
87,"31,32,24,46,34,45"
88,"45,44,39,18,2,24"
89,"46,47,20,11,38,5"
90,"11,5,32,20,31,3"
91,"17,32,12,39,4,44"
92,"25,24,48,10,19,33"
93,"29,23,21,22,0,19"
94,"36,40,4,1,39,43"
95,"2,34,31,32,29,18"
96,"7,16,1,40,5,43"
97,"13,27,30,48,44,33"
98,"44,1,23,14,19,28"
99,"46,3,36,19,48,10"
100,"10,25,32,6,27,13"
101,"9,42,13,3,48,14"
102,"43,6,18,48,23,40"
103,"36,31,11,47,2,17"
104,"39,35,26,29,46,6"
105,"9,10,6,36,18,43"
106,"33,4,16,12,27,39"
107,"46,41,0,37,10,17"
108,"27,38,37,26,34,12"
109,"4,44,28,41,49,31"
110,"39,16,32,45,48,29"
111,"31,13,12,21,17,2"
112,"41,39,17,28,18,21"
