simulation,selected_columns
0,"40,37,14,7,45,16,38,30,31,35,39,29"
1,"1,38,9,7,27,48,39,14,6,28,32,42"
2,"47,25,5,28,2,11,9,19,10,24,34,7"
3,"18,29,16,43,14,34,28,20,48,22,44,0"
4,"40,47,49,31,2,35,44,26,34,37,13,36"
5,"8,2,38,27,11,6,47,36,29,17,44,16"
6,"30,44,3,39,5,35,17,48,26,47,29,25"
7,"32,36,11,44,26,41,28,49,14,16,21,8"
8,"43,2,16,1,19,21,15,47,7,44,31,48"
9,"27,14,0,15,49,36,42,38,5,18,47,16"
10,"21,2,38,40,22,7,28,18,45,25,15,23"
11,"13,23,3,37,30,27,41,42,47,39,38,28"
12,"2,33,35,27,43,13,7,16,26,21,0,8"
13,"36,24,48,19,20,23,30,0,47,22,21,1"
14,"26,29,44,17,42,43,1,36,8,46,11,7"
15,"11,39,47,9,21,42,41,48,26,6,2,40"
16,"20,34,38,33,29,40,6,12,11,43,2,25"
17,"15,13,22,39,30,42,35,14,38,17,20,1"
18,"30,22,0,42,38,16,20,5,26,36,39,43"
19,"19,46,1,34,4,5,8,40,6,25,16,38"
20,"7,11,15,9,39,8,33,12,3,20,30,43"
21,"16,39,27,37,4,21,35,30,43,20,42,49"
22,"40,49,28,31,13,9,38,4,14,5,1,0"
23,"39,37,1,12,10,29,14,34,5,15,7,11"
24,"31,18,6,4,44,13,34,24,43,9,19,32"
25,"36,18,16,38,8,20,22,32,46,3,30,35"
26,"40,47,18,41,19,28,22,21,38,27,12,20"
27,"17,47,20,12,9,49,4,15,28,13,39,31"
28,"11,44,19,20,16,9,29,8,43,38,37,3"
29,"42,29,25,27,13,41,10,26,14,21,19,46"
30,"8,4,5,47,3,29,45,0,44,22,12,13"
31,"46,45,37,43,31,30,40,41,9,8,19,36"
32,"7,6,23,19,39,26,12,42,13,21,38,24"
33,"20,23,2,6,46,9,37,4,24,49,0,33"
34,"25,33,39,17,11,4,9,22,47,41,24,45"
35,"15,14,9,25,38,8,7,5,23,3,35,37"
36,"19,17,40,18,7,16,44,2,24,3,34,11"
37,"27,46,31,37,41,32,38,24,28,10,7,34"
38,"40,15,39,29,21,22,12,25,4,34,43,0"
39,"3,6,13,35,28,9,40,7,39,38,32,34"
40,"45,35,5,11,18,7,42,25,20,41,34,4"
41,"36,16,29,26,5,24,8,7,9,25,0,20"
42,"4,14,7,12,22,15,35,44,46,34,2,38"
43,"42,5,19,13,26,14,11,27,34,40,10,33"
44,"37,19,34,6,1,33,21,4,46,18,17,43"
45,"25,41,17,42,6,43,13,38,1,3,47,10"
46,"9,11,29,10,3,44,8,0,2,24,39,5"
47,"9,46,43,30,34,45,0,12,18,32,38,39"
48,"11,47,28,27,10,42,17,29,38,20,13,36"
49,"26,17,48,43,15,47,6,4,49,7,23,0"
50,"32,37,2,1,19,22,17,10,4,39,24,42"
51,"2,47,38,25,34,41,32,35,42,8,21,27"
52,"21,11,36,16,24,32,13,19,17,18,6,31"
