simulation,selected_columns
0,"62,215,181,202,242,203,192,94,158,15,2,97,161,65,64,187,145"
1,"192,5,209,235,14,204,130,169,158,15,53,202,49,144,170,79,27"
2,"197,210,122,67,15,18,188,106,17,94,200,126,220,79,47,74,216"
3,"135,152,162,83,109,118,245,126,113,71,193,88,103,1,138,102,95"
4,"15,79,3,110,145,224,83,120,155,22,5,96,161,182,31,9,157"
5,"147,31,114,170,24,128,33,111,79,38,0,22,35,52,133,193,219"
6,"19,183,149,141,115,69,162,106,65,207,1,206,155,147,58,240,118"
7,"71,3,249,203,156,190,224,204,122,89,222,172,12,147,185,134,30"
8,"237,36,183,17,202,186,73,127,172,74,171,218,40,48,29,22,107"
9,"96,232,164,67,228,188,15,108,78,121,45,77,127,206,62,214,114"
10,"140,96,160,58,122,237,236,17,136,95,34,116,113,63,88,194,24"
11,"152,174,241,32,20,30,221,185,214,195,173,104,149,81,114,55,99"
12,"92,8,131,102,213,55,32,62,170,79,191,239,99,130,234,169,229"
13,"24,209,198,65,104,111,175,243,1,0,133,237,53,204,240,192,249"
14,"221,233,155,113,105,205,135,157,40,84,198,46,187,38,132,231,64"
15,"114,98,66,189,159,142,116,246,118,83,7,158,59,22,31,67,244"
16,"103,163,225,57,128,231,191,104,185,232,86,32,58,196,243,89,20"
17,"94,142,5,63,114,44,183,155,246,226,49,14,126,224,161,231,208"
18,"10,168,91,148,29,231,195,135,23,19,130,2,249,131,86,206,0"
19,"31,116,52,211,177,106,32,185,117,123,30,95,70,37,220,20,168"
20,"25,81,199,122,145,79,77,210,73,106,152,1,165,114,101,215,188"
21,"172,223,8,12,33,188,122,138,169,104,194,46,173,88,154,22,113"
22,"223,110,29,58,203,139,149,192,3,189,215,79,44,177,121,170,102"
23,"160,211,215,140,77,25,209,151,248,75,133,189,79,204,12,195,51"
24,"94,109,60,13,58,248,237,123,15,163,216,225,152,39,59,238,10"
25,"142,229,134,15,60,111,197,93,182,97,37,39,66,113,35,226,208"
26,"24,94,103,80,18,170,20,107,53,205,41,67,235,91,158,97,140"
27,"108,106,168,150,31,180,112,11,60,196,59,192,154,128,71,181,30"
28,"104,93,197,234,27,223,101,172,122,249,31,57,188,220,240,100,84"
29,"15,213,156,32,49,205,158,64,111,16,164,174,33,199,161,218,67"
30,"169,200,214,215,39,90,79,78,32,205,113,40,196,180,81,226,248"
31,"203,7,101,113,174,17,226,216,5,67,213,231,66,214,86,62,234"
32,"183,115,155,144,177,193,205,137,64,118,92,15,180,47,98,18,219"
33,"205,239,152,94,38,75,120,21,96,65,29,236,221,77,237,226,109"
34,"60,57,231,121,244,212,102,101,167,109,153,161,98,131,217,179,54"
35,"49,232,128,213,184,73,57,125,90,72,112,134,122,91,206,173,37"
36,"65,81,77,163,183,115,233,42,221,173,206,63,64,89,75,149,243"
37,"3,119,180,219,192,98,204,58,140,221,216,168,230,207,67,89,56"
38,"98,97,5,136,205,142,187,63,229,214,115,18,209,127,4,232,128"
39,"52,201,157,225,234,140,41,169,85,61,142,50,67,66,145,71,68"
40,"187,236,210,211,175,32,100,111,108,196,140,110,45,177,233,71,159"
41,"211,49,173,247,70,112,128,5,137,147,27,71,219,12,142,74,11"
42,"15,157,97,199,172,190,112,71,102,12,166,128,96,60,239,216,175"
43,"43,229,14,172,103,140,66,201,41,186,39,17,213,214,21,65,45"
44,"7,245,112,65,214,74,28,181,60,58,173,149,52,209,164,184,237"
45,"204,139,237,88,206,179,150,22,109,110,228,63,160,221,186,205,78"
46,"199,72,95,28,4,55,49,231,117,174,206,176,224,220,56,158,202"
47,"68,230,23,22,234,197,51,110,85,100,26,69,201,16,161,202,208"
48,"134,199,77,78,85,41,68,171,206,195,211,63,189,42,21,91,82"
49,"84,38,50,205,143,246,48,89,187,67,55,107,19,184,126,75,12"
50,"17,159,189,238,125,110,44,115,152,164,42,67,104,2,180,20,190"
51,"146,82,200,62,53,148,101,205,17,3,141,131,124,241,213,138,0"
52,"216,45,21,3,4,200,190,149,97,108,186,73,112,51,120,70,182"
53,"185,223,208,89,5,130,9,29,44,70,34,172,177,137,161,97,31"
54,"48,36,28,1,191,207,195,178,8,16,218,72,3,125,235,150,60"
55,"240,111,245,194,81,203,189,156,122,109,34,209,211,11,96,212,214"
56,"163,211,121,214,196,209,202,191,150,184,125,38,236,0,43,25,221"
57,"166,86,117,116,106,80,75,131,18,152,227,96,79,46,44,3,50"
58,"220,48,45,1,37,181,143,86,175,170,163,117,244,103,228,11,234"
59,"7,63,201,122,136,224,132,93,82,116,47,94,130,206,187,71,41"
60,"52,132,193,99,148,240,110,34,163,16,39,76,112,28,14,176,153"
61,"163,215,179,58,210,27,182,247,144,19,118,154,185,86,45,119,9"
62,"196,244,28,78,217,95,91,190,122,33,149,161,224,32,0,59,128"
63,"77,57,13,213,11,4,135,194,231,182,204,121,24,209,5,116,122"
64,"218,249,206,240,49,72,32,247,216,38,161,114,131,196,60,83,18"
65,"148,238,101,90,215,152,240,172,60,242,28,233,73,136,162,203,188"
66,"246,236,235,57,13,98,10,5,146,3,230,42,6,187,104,229,77"
67,"172,189,52,199,195,84,127,162,24,222,18,173,57,152,166,68,49"
68,"114,43,230,68,219,99,193,82,79,96,102,149,41,64,158,233,107"
69,"28,106,53,188,29,143,73,108,144,146,182,227,78,248,18,191,205"
70,"227,49,241,166,23,240,113,205,91,244,1,89,52,204,45,132,37"
71,"161,222,88,152,242,6,110,239,19,94,103,89,34,73,85,227,17"
72,"228,95,105,162,163,46,149,141,173,230,38,192,49,247,123,53,136"
73,"98,24,164,212,14,213,86,50,153,185,29,155,104,112,95,159,42"
74,"128,53,222,35,200,19,24,4,30,81,192,210,148,78,180,131,248"
75,"173,150,98,78,237,33,14,115,23,238,57,240,48,2,119,71,161"
76,"242,175,85,52,108,180,164,145,206,183,197,62,165,106,166,240,43"
77,"131,144,9,64,33,146,29,11,227,163,145,155,50,152,183,98,248"
78,"71,137,68,176,183,63,85,60,40,100,192,220,91,50,212,6,112"
79,"221,2,212,193,65,57,165,42,12,199,175,7,20,26,76,118,145"
80,"59,55,164,110,165,48,0,62,176,32,68,15,20,66,67,201,92"
81,"70,47,73,220,176,233,69,19,247,31,34,121,124,245,82,134,246"
82,"188,102,125,23,151,214,93,27,123,124,169,230,25,213,64,225,198"
83,"129,232,55,64,179,147,181,249,214,7,142,220,105,222,77,152,128"
84,"38,222,213,154,71,87,120,185,182,214,14,126,104,81,134,112,85"
85,"213,211,93,177,122,190,140,63,233,39,165,210,149,77,4,8,196"
86,"170,159,207,74,123,70,100,203,211,172,53,184,107,157,219,217,191"
87,"162,125,192,227,215,241,16,193,89,178,150,93,49,74,147,42,164"
88,"51,82,208,73,138,202,98,118,164,72,115,112,203,83,148,93,190"
89,"69,205,29,206,45,203,107,158,163,119,47,190,151,21,186,116,122"
90,"96,8,174,143,245,123,54,106,30,117,77,153,178,244,97,66,11"
91,"113,159,106,248,23,24,196,60,27,126,102,206,49,140,18,168,82"
92,"182,151,176,140,178,139,11,165,172,112,24,155,147,160,245,8,1"
93,"245,216,123,9,32,151,66,30,169,4,84,221,238,205,157,22,193"
94,"122,203,80,157,231,116,236,237,105,191,95,212,138,244,69,106,53"
95,"7,79,232,163,186,224,61,17,181,238,66,228,208,226,98,72,240"
96,"241,106,177,183,223,97,134,49,128,194,35,98,102,117,1,103,243"
97,"38,248,78,167,220,93,62,105,209,198,130,18,65,112,5,83,45"
98,"11,146,245,22,172,138,89,139,169,199,226,86,141,119,225,216,62"
99,"25,194,39,242,169,236,64,144,163,12,98,197,89,146,35,191,107"
100,"47,173,181,163,21,145,78,192,39,45,200,41,94,139,216,64,108"
101,"210,183,229,77,16,184,193,143,89,105,5,154,110,180,115,148,192"
102,"79,163,90,178,48,162,198,86,117,228,244,218,176,166,91,126,128"
103,"9,88,216,57,222,107,128,235,158,167,210,154,35,14,62,40,41"
104,"167,5,6,19,99,190,151,225,37,150,209,148,119,129,221,48,29"
105,"152,154,62,48,61,148,125,149,97,37,71,160,85,217,89,16,75"
106,"146,20,179,230,180,96,192,79,136,25,126,234,174,247,153,141,100"
107,"174,80,0,199,141,10,212,216,171,95,106,220,160,243,63,200,76"
108,"159,151,122,241,140,186,15,36,75,155,35,173,106,239,18,86,103"
109,"214,131,151,205,171,107,225,218,212,174,29,181,200,0,180,165,197"
110,"166,64,150,123,244,107,125,31,201,198,159,106,168,56,109,124,58"
111,"246,210,174,138,102,194,170,229,155,249,118,129,162,213,12,48,8"
112,"114,192,130,211,106,112,11,40,34,204,4,178,135,202,137,230,81"
113,"126,145,6,138,135,223,187,103,43,229,139,198,61,153,87,85,199"
114,"141,88,200,240,34,26,245,94,222,213,231,204,212,215,145,117,238"
115,"19,164,185,197,46,162,214,158,76,118,37,95,42,180,227,166,178"
116,"224,207,98,137,120,244,97,178,146,72,27,14,136,116,74,42,170"
117,"48,31,217,147,87,175,167,143,113,134,110,68,9,141,178,247,122"
118,"109,184,224,31,85,196,10,183,238,191,55,123,1,125,117,149,151"
119,"161,128,163,142,28,59,199,10,196,90,91,112,52,122,81,242,57"
120,"5,18,159,160,216,245,96,81,241,46,178,137,135,147,121,200,124"
121,"80,143,135,188,207,199,185,139,122,228,7,213,22,149,48,173,54"
122,"7,138,101,88,246,27,3,5,114,187,127,38,151,87,30,91,113"
123,"89,90,72,201,104,84,98,93,208,143,202,205,79,142,47,19,145"
124,"169,74,59,84,236,191,245,153,216,62,180,25,220,158,167,172,66"
125,"144,242,158,174,177,234,112,149,238,87,202,32,71,101,0,117,67"
126,"131,243,205,108,96,16,101,57,0,198,197,141,201,81,146,90,64"
127,"246,4,167,90,119,34,239,126,157,86,154,150,161,12,185,43,64"
128,"137,103,19,0,62,114,237,77,25,107,142,119,234,228,229,134,81"
129,"44,52,134,209,171,5,97,125,158,21,175,185,11,227,16,48,223"
130,"165,95,236,100,185,153,48,197,98,227,127,217,18,137,66,223,39"
131,"170,224,17,199,27,196,49,14,42,35,124,234,178,16,185,208,149"
132,"84,206,19,157,101,163,137,143,68,18,113,224,145,159,114,148,198"
133,"155,178,41,86,195,77,68,217,212,194,117,147,213,60,169,235,94"
134,"161,205,70,191,117,52,244,123,72,85,54,151,114,2,153,103,14"
135,"66,13,179,177,193,235,174,226,240,112,158,59,3,201,163,64,86"
136,"54,167,228,178,221,94,68,142,204,183,214,197,179,70,10,205,91"
137,"203,7,130,189,185,114,240,82,90,120,112,170,192,35,76,55,92"
138,"196,126,12,80,197,67,101,222,76,60,140,106,46,123,103,135,217"
139,"8,228,63,47,136,62,201,30,59,101,207,74,13,208,17,41,151"
140,"229,74,184,79,169,28,5,192,200,63,21,106,127,161,130,248,216"
141,"46,206,49,239,193,157,97,33,243,110,212,115,57,148,26,47,199"
