simulation,selected_columns
0,"215,204,142,201,157,136,56,164,184,137,139,95"
1,"185,225,19,50,223,132,129,187,154,115,198,33"
2,"57,89,116,130,4,186,239,53,43,230,204,81"
3,"48,213,156,195,168,178,154,10,230,60,231,243"
4,"111,210,103,144,42,22,183,178,119,62,214,17"
5,"176,45,223,215,86,219,144,114,237,153,96,226"
6,"4,217,97,86,72,5,187,168,85,235,171,167"
7,"64,123,76,81,53,30,44,13,4,216,223,117"
8,"174,5,154,149,39,211,71,242,88,41,19,177"
9,"84,100,179,112,229,169,215,237,3,19,59,48"
10,"40,78,43,29,167,114,203,122,227,17,204,34"
11,"69,164,231,157,228,28,83,22,246,162,174,127"
12,"165,201,137,69,104,205,24,60,229,113,144,172"
13,"54,157,123,206,151,154,24,53,177,221,96,144"
14,"42,15,160,37,85,145,55,69,158,80,182,177"
15,"26,140,46,234,59,2,135,32,107,224,72,85"
16,"14,105,78,44,168,211,146,56,40,187,66,58"
17,"144,16,132,210,149,60,160,239,75,112,86,109"
18,"109,223,234,164,71,27,20,79,230,196,134,6"
19,"109,75,9,27,234,221,107,117,66,161,15,52"
20,"5,128,245,152,76,226,235,11,194,6,21,28"
21,"137,26,119,39,157,139,229,202,95,121,171,67"
22,"9,62,16,141,194,50,12,30,18,161,244,34"
23,"32,81,230,123,86,207,20,155,121,134,92,219"
24,"220,190,240,139,34,229,194,224,136,124,164,183"
25,"194,219,78,84,115,81,129,189,240,38,156,224"
26,"151,195,165,109,7,152,138,226,185,162,155,197"
27,"146,214,98,166,16,107,55,99,42,176,31,37"
28,"239,54,35,185,235,161,92,139,20,70,96,143"
29,"217,70,206,150,39,203,10,174,49,198,239,77"
30,"46,114,77,238,58,158,26,7,212,12,220,232"
31,"68,203,170,64,198,181,171,4,47,67,161,83"
32,"150,159,131,25,27,122,218,77,237,151,203,143"
33,"159,203,123,85,77,147,40,82,152,188,249,169"
34,"189,181,184,47,95,32,34,215,45,221,90,91"
35,"23,233,79,120,12,104,197,129,56,24,108,36"
36,"85,38,25,108,26,42,158,44,133,239,165,131"
37,"67,64,177,179,224,162,218,124,51,120,176,86"
38,"36,78,40,193,116,127,99,232,181,134,30,191"
39,"88,60,236,128,5,182,23,43,217,216,143,137"
40,"44,133,38,83,7,81,59,188,75,25,66,33"
41,"182,27,68,149,87,120,119,219,97,235,125,74"
42,"12,20,74,154,21,194,93,207,188,65,193,211"
43,"58,12,139,45,70,155,116,127,164,73,68,168"
44,"105,149,31,220,249,49,96,194,27,104,187,161"
45,"68,110,98,32,12,179,9,44,45,168,182,233"
46,"147,148,238,39,102,140,208,56,154,126,123,229"
47,"38,193,62,127,249,142,212,5,95,104,78,77"
48,"229,25,10,177,190,210,185,42,158,24,35,165"
49,"170,66,9,112,69,184,135,42,14,190,127,108"
50,"110,212,199,113,179,225,172,245,49,81,155,73"
51,"107,150,35,155,190,5,159,39,220,79,170,154"
52,"190,62,64,10,175,93,172,100,102,7,201,94"
53,"118,63,207,130,58,51,155,221,120,71,173,7"
54,"87,8,16,75,220,17,137,88,242,133,239,35"
55,"229,16,220,61,64,205,101,24,231,15,219,202"
56,"229,200,44,32,169,53,77,119,189,83,76,98"
57,"213,29,179,110,123,0,72,238,113,97,5,114"
58,"43,148,47,231,206,90,242,116,138,31,110,180"
59,"147,69,130,162,211,159,10,244,133,206,197,89"
60,"69,140,83,195,52,100,15,94,151,223,199,184"
61,"22,10,141,238,30,111,216,70,223,215,143,227"
62,"179,229,35,203,51,189,205,15,123,181,200,115"
63,"34,153,8,107,17,247,175,158,130,228,22,191"
64,"109,74,46,38,163,9,34,54,94,169,239,215"
65,"224,3,121,91,206,132,208,204,64,57,124,227"
66,"40,19,67,31,148,191,201,214,186,140,220,229"
67,"107,116,108,111,136,29,210,180,207,144,132,152"
68,"226,199,155,53,134,169,249,116,2,93,142,88"
69,"148,105,207,133,156,13,121,30,29,16,94,5"
70,"143,61,146,87,7,29,73,89,38,220,100,12"
71,"58,181,49,136,153,196,52,18,202,12,143,71"
72,"38,199,216,75,128,225,139,166,40,169,2,9"
73,"149,146,116,15,86,224,59,126,215,207,138,81"
74,"163,114,132,37,213,184,209,249,30,138,20,118"
75,"118,8,105,117,187,39,248,3,184,91,76,154"
76,"14,200,149,4,112,222,40,221,8,111,7,117"
77,"13,28,86,164,108,211,139,206,4,152,34,61"
78,"149,17,108,127,115,196,32,200,3,164,9,194"
79,"244,75,212,25,211,92,188,153,63,155,230,219"
80,"8,130,223,167,187,107,6,183,144,94,219,102"
81,"44,186,194,60,240,140,247,190,133,55,121,238"
82,"41,85,29,58,147,24,195,143,173,201,139,32"
83,"142,105,128,120,216,62,166,201,38,57,230,162"
84,"80,236,133,195,145,71,221,242,22,211,68,214"
85,"44,87,3,212,184,218,190,158,162,94,201,83"
86,"205,109,136,182,184,190,168,199,237,118,153,222"
87,"85,154,31,182,165,167,86,20,59,108,71,111"
88,"25,78,187,166,177,198,210,40,214,161,237,43"
89,"124,130,25,49,152,20,74,29,81,143,73,79"
90,"22,119,31,101,162,229,38,143,67,93,151,86"
91,"209,201,78,184,194,84,24,123,193,6,14,125"
92,"161,219,119,59,191,172,55,14,211,96,48,235"
93,"140,248,38,233,223,39,172,191,12,113,109,117"
94,"80,97,160,195,41,123,10,50,109,91,175,3"
95,"2,234,20,37,174,190,77,32,22,13,26,247"
96,"39,193,83,140,29,52,222,14,43,72,74,92"
97,"38,182,207,46,159,81,125,217,188,105,119,82"
98,"236,107,221,103,38,0,88,112,154,198,4,63"
99,"97,39,170,123,247,128,243,59,248,31,85,194"
100,"136,129,201,164,63,172,9,187,41,71,55,199"
101,"10,177,22,192,152,82,45,227,200,193,226,99"
102,"116,178,155,221,218,19,80,184,239,215,13,125"
103,"44,238,130,52,86,156,116,12,178,233,174,75"
104,"82,48,182,217,54,37,200,154,126,81,133,131"
105,"42,119,241,15,174,181,226,196,125,238,131,105"
106,"137,140,165,48,0,234,164,55,111,7,232,90"
107,"56,100,187,86,75,44,35,128,90,206,223,74"
108,"225,80,186,190,81,249,162,128,203,230,136,123"
109,"43,89,243,0,46,83,91,10,7,190,170,149"
110,"220,115,228,131,112,107,1,18,98,2,236,167"
111,"136,49,154,3,111,120,63,179,149,43,46,147"
112,"230,180,225,175,136,28,215,156,59,140,38,145"
113,"199,41,4,212,198,213,186,82,168,113,166,52"
114,"81,42,49,4,123,89,92,40,112,38,160,221"
115,"32,210,98,246,220,31,28,133,87,56,101,35"
116,"28,1,152,215,99,83,212,124,143,187,88,171"
117,"214,91,99,120,180,197,182,45,114,121,76,72"
118,"155,230,6,4,156,57,142,215,179,30,196,176"
119,"9,69,211,167,2,157,66,121,226,12,171,28"
120,"39,91,118,84,4,237,236,169,233,196,69,55"
121,"124,77,115,99,117,214,136,229,223,233,197,237"
122,"206,71,165,35,127,18,197,96,215,13,93,70"
123,"136,46,27,234,74,153,197,6,241,115,132,244"
124,"121,202,64,98,68,78,179,89,36,112,150,246"
125,"129,7,230,8,112,149,58,187,152,249,88,214"
126,"138,114,185,128,216,58,112,238,107,86,134,3"
127,"212,38,236,122,7,17,219,124,91,157,156,33"
128,"221,9,83,89,106,168,130,1,242,109,128,81"
129,"186,179,183,248,17,11,134,235,201,41,112,84"
130,"23,2,246,36,174,54,6,141,219,32,138,239"
131,"19,222,210,179,16,67,107,33,100,78,141,25"
132,"77,101,102,140,143,229,93,131,109,23,83,78"
133,"141,108,30,133,186,229,16,176,36,182,196,203"
134,"195,105,113,83,1,110,5,189,72,212,56,87"
135,"169,25,102,192,75,37,218,148,138,28,63,77"
136,"12,68,151,78,196,247,44,61,215,113,36,81"
137,"97,8,245,61,129,160,144,10,230,102,59,34"
138,"130,199,51,209,91,24,48,176,4,46,141,186"
139,"201,204,107,176,121,192,25,110,45,212,54,15"
140,"3,93,10,156,213,67,42,147,159,166,245,145"
141,"5,2,180,125,246,219,212,146,172,144,109,244"
142,"184,225,228,241,29,4,75,122,77,219,70,65"
143,"8,188,176,38,0,154,156,35,227,7,94,248"
144,"202,200,162,137,236,152,132,229,39,204,244,77"
145,"9,230,185,192,118,130,238,105,133,52,182,167"
146,"68,141,146,1,205,18,129,34,132,184,97,160"
147,"116,18,8,149,43,221,183,102,171,35,179,206"
148,"17,89,122,28,156,10,59,110,243,176,145,223"
149,"167,102,156,82,60,215,1,174,191,114,7,192"
150,"219,28,156,35,3,211,232,105,54,180,89,27"
151,"119,183,236,140,115,227,135,179,237,126,129,86"
152,"231,134,164,90,185,86,220,160,131,233,230,128"
153,"60,45,238,68,241,9,82,71,73,234,31,109"
154,"31,20,149,159,78,44,172,27,60,58,130,82"
155,"69,211,200,158,65,245,219,215,136,139,223,0"
156,"177,243,198,215,112,208,199,203,59,82,114,135"
157,"73,147,51,162,176,55,146,167,63,105,31,201"
158,"126,207,27,138,225,213,18,177,192,165,109,151"
159,"200,59,217,30,185,86,194,138,46,220,118,108"
160,"62,208,147,88,22,219,24,146,148,136,218,11"
161,"232,85,117,45,163,62,179,248,20,145,180,36"
162,"192,23,200,17,210,72,217,202,241,87,73,50"
163,"76,2,63,221,60,26,126,245,18,80,47,236"
164,"64,22,101,238,91,200,9,115,33,199,46,152"
165,"200,120,149,12,28,72,117,95,65,133,170,161"
166,"117,215,183,200,185,141,11,122,81,203,34,234"
167,"6,68,159,239,46,88,245,126,226,175,203,85"
168,"88,60,69,18,205,44,146,110,26,219,198,17"
169,"188,178,182,51,38,157,191,90,53,70,0,109"
170,"196,195,222,29,78,10,34,185,199,3,46,107"
171,"89,155,140,43,10,195,164,4,73,32,68,168"
172,"12,10,180,224,24,213,215,222,30,38,42,229"
173,"199,219,118,49,188,8,152,206,220,130,221,83"
174,"60,105,27,225,124,200,26,194,186,237,247,116"
175,"214,80,145,88,181,95,216,56,54,19,108,27"
176,"60,218,90,208,214,49,223,183,128,112,238,155"
177,"69,22,224,144,244,72,46,213,192,169,79,11"
178,"47,215,117,200,145,235,133,178,161,229,241,70"
179,"36,32,12,247,119,157,110,92,20,98,186,50"
180,"248,235,122,201,165,222,62,78,74,23,211,202"
