simulation,selected_columns
0,"210,115"
1,"236,241"
2,"24,11"
3,"208,45"
4,"50,245"
5,"143,245"
6,"87,231"
7,"50,45"
8,"106,121"
9,"63,174"
10,"227,158"
11,"75,236"
12,"84,34"
13,"196,182"
14,"25,72"
15,"160,5"
16,"15,161"
17,"229,112"
18,"7,144"
19,"131,206"
20,"94,27"
21,"4,77"
22,"144,236"
23,"88,181"
24,"18,73"
25,"131,147"
26,"245,131"
27,"30,95"
28,"167,44"
29,"29,149"
30,"106,245"
31,"154,42"
32,"107,132"
33,"147,57"
34,"118,198"
35,"33,185"
36,"138,161"
37,"169,154"
38,"243,241"
39,"9,182"
40,"109,93"
41,"34,32"
42,"221,42"
43,"127,52"
44,"94,88"
45,"160,186"
46,"148,12"
47,"243,184"
48,"191,29"
49,"241,16"
50,"180,228"
51,"126,68"
52,"2,55"
53,"137,143"
54,"170,86"
55,"1,150"
56,"174,234"
57,"87,167"
58,"201,232"
59,"164,218"
60,"220,167"
61,"34,120"
62,"81,18"
63,"207,228"
64,"37,9"
65,"10,116"
66,"169,216"
67,"76,150"
68,"118,49"
69,"103,92"
70,"44,129"
71,"102,110"
72,"188,43"
73,"43,94"
74,"175,109"
75,"72,3"
76,"25,116"
77,"213,245"
78,"53,225"
79,"25,80"
80,"176,212"
81,"189,36"
82,"189,141"
83,"247,141"
84,"167,31"
85,"62,59"
86,"157,116"
87,"103,32"
88,"14,132"
89,"122,192"
90,"200,47"
91,"160,3"
92,"77,32"
93,"114,84"
94,"227,197"
95,"232,46"
96,"9,52"
97,"142,248"
98,"119,83"
99,"160,16"
100,"118,194"
101,"6,174"
102,"236,234"
103,"21,246"
104,"14,189"
105,"156,225"
106,"206,114"
107,"110,45"
108,"142,240"
109,"136,130"
110,"137,8"
111,"162,179"
112,"238,150"
113,"135,17"
114,"201,43"
115,"0,120"
116,"31,229"
117,"156,212"
118,"75,172"
119,"190,236"
120,"147,22"
121,"152,49"
122,"21,40"
123,"213,111"
124,"208,39"
125,"239,40"
126,"186,171"
127,"97,116"
128,"72,67"
129,"162,134"
130,"135,103"
131,"226,162"
132,"189,153"
133,"37,81"
134,"15,215"
135,"193,21"
136,"180,42"
137,"200,176"
138,"162,47"
139,"43,136"
140,"202,84"
141,"237,200"
142,"231,79"
143,"188,219"
144,"198,43"
145,"87,128"
146,"120,79"
147,"77,172"
148,"27,188"
149,"27,159"
150,"22,249"
151,"221,76"
152,"190,46"
153,"126,243"
154,"99,46"
155,"34,173"
156,"25,71"
157,"111,107"
158,"30,130"
159,"21,123"
160,"155,100"
161,"163,134"
162,"17,153"
163,"73,41"
164,"87,164"
165,"154,247"
166,"134,72"
167,"196,56"
168,"177,132"
169,"248,53"
170,"226,26"
171,"151,89"
172,"193,34"
173,"2,162"
174,"55,137"
175,"208,127"
176,"185,216"
177,"185,178"
178,"37,157"
179,"185,92"
180,"165,75"
181,"149,94"
182,"1,160"
183,"189,120"
184,"21,36"
185,"235,113"
186,"246,58"
187,"195,73"
188,"89,86"
189,"144,171"
190,"127,46"
191,"141,58"
192,"18,195"
193,"103,208"
194,"27,159"
195,"174,115"
196,"100,214"
197,"189,231"
198,"60,214"
199,"144,236"
