simulation,selected_columns
0,"212,91,95,196,126,194,171,243,188,211,16,114,186,221"
1,"186,183,209,148,56,127,90,248,30,10,156,89,205,131"
2,"72,13,23,8,33,102,63,156,65,94,83,181,96,121"
3,"148,77,137,140,105,99,57,70,68,160,213,88,122,123"
4,"41,98,178,54,226,170,192,59,153,7,156,12,162,225"
5,"168,3,127,145,166,72,31,239,186,204,98,234,160,92"
6,"103,201,232,150,11,31,160,10,73,79,100,71,56,61"
7,"37,191,204,162,209,61,52,63,156,80,130,118,11,59"
8,"219,82,148,150,49,81,126,170,199,244,110,231,232,100"
9,"80,54,246,59,107,52,171,117,191,85,32,10,132,53"
10,"80,14,234,84,158,44,131,71,195,45,90,143,223,5"
11,"170,157,150,38,72,97,137,73,242,207,167,143,101,113"
12,"170,101,176,71,72,39,140,107,233,153,84,99,215,80"
13,"191,242,59,112,208,72,65,56,230,120,199,204,96,159"
14,"24,167,246,48,30,185,183,22,199,100,109,61,151,158"
15,"230,128,21,42,25,236,116,122,141,67,5,193,10,2"
16,"149,133,81,102,169,181,13,139,47,203,225,200,12,215"
17,"209,19,35,187,147,15,60,162,192,3,164,113,244,149"
18,"16,151,88,224,196,228,180,161,49,10,48,87,111,216"
19,"11,210,62,126,30,65,21,86,234,246,88,205,134,6"
20,"225,24,128,49,88,164,240,136,147,62,178,122,146,17"
21,"19,54,61,231,182,58,217,3,178,156,200,184,60,201"
22,"54,21,19,183,188,212,120,211,104,194,13,244,2,14"
23,"103,199,242,131,102,109,89,153,45,161,36,28,142,154"
24,"241,98,130,194,126,64,247,232,74,77,30,92,87,10"
25,"72,196,23,202,46,244,175,178,60,168,149,71,145,243"
26,"53,41,231,10,236,52,142,64,162,89,238,123,90,193"
27,"124,66,58,249,12,122,102,38,34,52,208,14,153,144"
28,"78,28,209,105,57,99,190,26,243,161,180,111,72,73"
29,"91,160,0,84,148,118,29,131,170,3,85,19,112,11"
30,"93,63,249,210,19,5,134,197,8,190,12,50,180,39"
31,"46,146,47,206,7,239,245,84,22,213,27,177,54,80"
32,"105,107,241,33,196,65,86,55,145,25,200,213,148,240"
33,"148,183,213,207,73,78,220,175,162,111,196,49,164,57"
34,"227,117,82,165,75,170,79,37,86,224,208,62,153,141"
35,"91,85,152,249,82,145,43,140,10,79,42,113,18,139"
36,"146,62,124,134,209,161,103,176,130,4,162,34,242,196"
37,"16,68,109,198,18,8,182,139,77,186,246,185,157,107"
38,"37,235,13,75,127,79,14,200,87,186,173,81,128,244"
39,"55,189,8,1,149,128,206,170,173,54,183,80,97,79"
40,"42,10,248,120,147,167,205,57,230,122,146,108,124,185"
41,"211,25,203,139,35,168,26,156,3,24,231,201,209,230"
42,"165,99,114,121,95,106,92,157,175,240,26,134,231,15"
43,"212,193,227,248,167,137,124,28,238,169,103,243,147,50"
44,"54,200,113,138,41,151,16,94,52,12,65,76,105,142"
45,"82,161,71,3,73,77,139,68,146,171,190,16,246,35"
46,"129,211,177,149,55,13,196,38,22,25,40,112,234,218"
47,"173,132,194,31,57,134,27,94,69,41,179,169,182,19"
48,"146,115,153,228,139,185,215,62,24,67,186,77,245,144"
49,"125,71,136,201,0,205,70,135,168,119,41,77,18,47"
50,"247,6,19,197,172,12,51,111,188,70,104,220,11,153"
