simulation,selected_columns
0,"164,110,16,79"
1,"116,226,161,93"
2,"174,65,83,128"
3,"248,57,75,64"
4,"11,86,121,71"
5,"50,91,160,161"
6,"112,243,141,156"
7,"171,41,179,75"
8,"153,29,66,194"
9,"184,101,122,121"
10,"151,67,148,190"
11,"97,235,94,194"
12,"33,67,186,143"
13,"7,4,155,0"
14,"190,180,229,206"
15,"206,0,93,170"
16,"197,1,17,42"
17,"161,7,244,157"
18,"38,120,190,28"
19,"197,159,195,139"
20,"153,68,210,137"
21,"19,144,247,12"
22,"11,164,76,180"
23,"46,165,89,22"
24,"165,67,96,35"
25,"48,245,213,14"
26,"37,162,122,28"
27,"24,106,128,27"
28,"127,42,158,50"
29,"109,13,165,225"
30,"128,0,115,75"
31,"0,98,236,85"
32,"75,61,169,37"
33,"184,65,183,3"
34,"120,207,246,205"
35,"219,81,106,217"
36,"115,10,145,153"
37,"61,50,86,200"
38,"13,197,48,19"
39,"176,64,95,237"
40,"41,187,202,175"
41,"1,60,63,197"
42,"89,28,64,121"
43,"35,126,31,155"
44,"196,91,136,124"
45,"219,241,210,127"
46,"145,248,240,185"
47,"97,100,227,87"
48,"78,159,138,45"
49,"168,167,153,71"
50,"0,4,96,3"
51,"32,100,86,195"
52,"133,59,162,134"
53,"241,130,162,183"
54,"67,47,198,70"
55,"10,162,65,167"
56,"57,145,36,208"
57,"209,166,44,236"
58,"39,195,146,17"
59,"178,192,224,198"
60,"99,94,240,196"
61,"162,200,203,16"
62,"83,26,238,138"
63,"74,174,189,69"
64,"74,20,196,245"
65,"219,156,179,190"
66,"153,86,67,200"
67,"1,221,127,219"
68,"87,128,205,47"
69,"29,206,231,96"
70,"11,173,111,38"
71,"127,175,185,108"
72,"199,93,196,29"
73,"164,194,188,224"
74,"104,61,184,150"
75,"137,157,22,190"
76,"143,233,35,113"
77,"119,60,78,124"
78,"78,76,133,28"
79,"239,144,115,202"
80,"213,139,19,52"
81,"109,178,158,197"
82,"91,200,160,54"
83,"237,160,112,84"
84,"200,209,197,155"
85,"86,55,163,124"
86,"183,209,93,47"
87,"70,81,65,46"
88,"143,38,69,78"
89,"133,72,204,240"
90,"223,146,0,17"
91,"111,94,206,195"
92,"41,157,161,104"
93,"65,221,21,152"
94,"182,81,138,115"
95,"122,213,205,174"
96,"146,71,154,217"
97,"60,160,191,184"
98,"61,75,178,139"
99,"143,72,9,229"
100,"90,102,215,20"
101,"12,86,125,93"
102,"53,75,136,206"
103,"116,168,41,133"
104,"246,182,118,40"
105,"110,87,242,40"
106,"81,226,228,106"
107,"238,35,16,175"
108,"2,53,230,47"
109,"111,182,95,74"
110,"47,137,143,188"
111,"51,176,79,170"
112,"56,145,54,96"
113,"67,173,190,105"
114,"30,247,234,25"
115,"15,196,69,38"
116,"47,147,179,143"
117,"153,222,94,34"
118,"79,195,114,166"
119,"45,15,173,200"
120,"23,52,153,100"
121,"188,36,136,39"
122,"82,135,116,247"
123,"225,150,202,121"
124,"224,20,217,6"
125,"169,238,115,34"
126,"37,170,7,145"
127,"35,33,51,172"
128,"129,20,86,26"
129,"220,68,137,147"
130,"154,36,206,123"
131,"11,214,25,14"
132,"103,100,101,116"
133,"87,198,146,67"
134,"20,62,246,42"
135,"87,204,218,16"
136,"66,97,154,106"
137,"234,103,237,9"
138,"78,211,0,69"
139,"160,215,58,177"
140,"197,44,127,147"
141,"49,56,127,204"
142,"98,194,81,23"
143,"20,32,33,187"
144,"173,117,177,207"
145,"233,21,26,103"
146,"209,199,205,168"
147,"204,76,42,135"
148,"150,188,92,239"
149,"72,227,168,159"
150,"88,125,196,117"
151,"198,89,93,189"
152,"64,37,200,244"
153,"2,204,81,14"
154,"181,184,243,90"
155,"40,184,137,19"
156,"56,107,230,71"
157,"12,204,35,150"
158,"103,118,48,208"
159,"182,31,166,148"
160,"48,38,104,15"
161,"13,88,215,139"
162,"192,143,111,96"
163,"199,171,126,212"
164,"78,77,73,132"
165,"101,193,51,141"
166,"219,130,125,66"
167,"175,158,93,72"
168,"117,244,108,217"
169,"248,7,51,121"
170,"129,199,172,85"
171,"101,78,162,135"
172,"227,150,60,168"
173,"87,229,90,143"
174,"164,171,133,126"
175,"7,188,10,121"
176,"79,174,214,95"
177,"123,31,21,232"
178,"176,130,106,239"
179,"15,170,206,236"
180,"77,66,104,184"
181,"137,207,154,70"
182,"59,158,163,201"
183,"155,10,56,179"
184,"123,60,173,95"
185,"213,237,61,62"
186,"137,110,79,199"
187,"73,68,43,175"
188,"62,143,176,224"
189,"34,237,160,163"
190,"93,223,147,31"
191,"33,223,177,1"
192,"65,85,170,176"
193,"39,105,87,10"
194,"109,223,175,157"
195,"205,120,245,131"
196,"7,85,23,12"
197,"68,140,104,31"
198,"150,94,139,242"
199,"244,153,195,37"
