simulation,selected_columns
0,"141,122,229,43,143,36,12,235,67"
1,"232,90,168,180,249,200,209,100,34"
2,"61,194,73,95,209,144,242,141,153"
3,"194,93,60,32,72,103,101,10,80"
4,"66,141,119,68,64,243,125,144,203"
5,"195,97,185,71,47,206,141,114,174"
6,"15,89,75,14,158,233,201,107,218"
7,"223,205,180,165,80,154,72,63,221"
8,"206,141,167,116,67,224,17,66,150"
9,"61,201,193,207,217,79,69,47,227"
10,"135,44,104,14,60,248,151,10,197"
11,"214,227,166,164,165,100,191,99,185"
12,"92,212,79,239,170,97,29,41,85"
13,"96,62,154,22,166,58,210,169,63"
14,"37,170,190,196,211,1,45,14,157"
15,"23,27,61,247,212,220,10,116,38"
16,"69,216,154,139,118,218,242,110,220"
17,"46,223,41,155,238,56,179,93,25"
18,"5,20,126,79,209,103,80,142,146"
19,"12,4,167,76,248,247,117,93,110"
20,"245,31,77,234,219,48,96,179,110"
21,"163,44,189,191,204,48,116,64,209"
22,"161,220,246,112,229,139,213,187,127"
23,"199,85,28,59,202,213,152,138,224"
24,"191,179,32,1,20,186,21,84,86"
25,"27,116,45,87,63,180,135,50,224"
26,"225,15,72,224,223,173,136,102,239"
27,"33,26,145,114,129,77,62,232,164"
28,"240,20,24,23,38,59,81,182,209"
29,"154,77,158,26,118,218,90,227,110"
30,"79,109,73,95,136,88,221,167,26"
31,"67,61,214,165,162,243,133,205,125"
32,"5,128,147,96,138,90,224,98,14"
33,"67,208,235,114,160,165,64,53,62"
34,"141,155,38,53,178,231,194,19,63"
35,"124,54,167,161,202,90,175,53,115"
36,"158,156,130,11,135,241,15,68,201"
37,"98,99,107,247,228,82,166,241,129"
38,"48,189,88,244,182,107,183,139,207"
39,"100,227,134,212,200,202,173,116,244"
40,"14,54,205,231,108,25,213,234,236"
41,"214,199,1,78,227,172,179,242,98"
42,"163,94,12,47,135,225,122,8,152"
43,"171,185,32,161,141,233,84,60,208"
44,"100,3,191,122,108,24,102,84,50"
45,"131,65,222,116,113,101,87,45,117"
46,"132,218,211,87,89,186,29,48,220"
47,"201,148,181,61,215,223,47,132,168"
48,"220,134,65,209,199,231,192,166,18"
49,"161,146,99,25,28,136,191,167,42"
50,"138,83,106,149,132,186,69,65,50"
51,"45,243,6,171,197,75,95,113,64"
52,"164,30,135,116,241,5,23,121,161"
53,"18,192,130,235,126,243,238,108,120"
54,"148,179,242,7,45,84,28,202,223"
55,"32,48,130,224,170,176,212,247,93"
56,"165,110,211,113,100,12,221,162,125"
57,"1,7,239,58,62,210,67,184,245"
58,"85,60,219,241,152,228,94,211,184"
59,"213,167,215,24,134,83,55,190,232"
60,"179,42,193,167,30,17,194,221,172"
61,"233,187,73,153,142,17,43,19,208"
62,"103,152,51,209,196,240,180,77,78"
63,"61,176,7,37,158,249,55,187,149"
64,"26,12,35,187,210,62,39,177,110"
65,"74,40,196,156,226,47,129,148,65"
66,"248,105,106,140,214,200,244,99,222"
67,"137,72,34,227,215,184,78,175,31"
68,"141,44,167,130,152,121,131,31,230"
69,"56,78,150,192,48,119,59,234,217"
70,"84,148,53,123,186,248,174,17,101"
71,"203,45,188,160,84,148,28,17,147"
72,"111,30,9,141,40,211,204,146,98"
73,"238,159,12,230,145,211,192,6,115"
74,"17,33,204,104,106,111,10,113,25"
75,"214,88,154,246,64,171,57,212,74"
76,"26,105,163,77,8,117,98,113,91"
77,"165,150,10,214,238,155,170,139,136"
78,"244,125,183,77,205,158,143,99,237"
79,"17,232,175,91,133,170,90,142,164"
80,"126,7,4,25,244,77,38,147,138"
81,"66,232,198,37,74,25,188,77,16"
82,"197,163,195,232,238,85,34,14,151"
83,"218,56,153,109,246,3,26,80,243"
84,"102,82,11,44,128,163,77,76,13"
85,"58,48,193,14,113,70,31,18,248"
86,"31,220,88,175,1,149,56,23,123"
87,"161,77,119,33,116,212,68,246,249"
88,"132,53,39,102,38,92,44,211,119"
89,"221,184,171,26,217,212,38,54,75"
90,"246,183,179,131,54,87,154,100,172"
91,"22,81,26,140,44,165,79,20,171"
92,"50,191,181,222,194,22,72,209,212"
93,"144,172,169,29,231,225,165,185,248"
94,"99,153,240,20,213,169,189,167,150"
95,"98,111,78,189,201,247,58,229,99"
96,"93,221,5,134,158,1,195,65,18"
97,"205,119,91,157,32,98,216,175,242"
98,"6,161,202,52,97,194,170,24,175"
99,"131,239,34,165,228,81,233,98,82"
100,"34,205,156,117,29,102,230,166,5"
101,"30,237,205,148,80,194,160,10,138"
102,"9,110,203,234,238,99,106,226,243"
103,"173,34,249,32,29,100,224,55,212"
104,"166,187,0,14,150,73,13,33,101"
105,"172,33,131,29,195,138,11,13,202"
106,"76,95,48,136,216,118,92,117,31"
107,"78,81,248,171,86,157,193,213,173"
108,"164,179,30,176,223,63,3,195,217"
109,"129,201,244,214,92,208,207,147,233"
110,"54,123,89,76,94,7,197,234,32"
111,"224,192,162,174,86,155,1,134,33"
112,"6,161,83,10,209,88,141,31,168"
113,"64,78,53,55,104,135,199,105,238"
114,"169,194,148,225,175,190,20,124,9"
115,"248,135,198,187,244,152,21,11,201"
116,"189,37,47,144,64,96,212,211,112"
117,"140,17,240,192,48,29,189,154,150"
118,"183,39,17,28,132,24,42,146,101"
119,"119,242,156,81,161,25,67,146,56"
120,"5,239,52,211,74,46,75,199,213"
121,"86,246,90,171,18,194,217,34,150"
122,"10,11,196,88,83,110,242,213,113"
123,"212,31,99,78,154,64,223,80,152"
124,"153,215,213,65,78,64,94,155,38"
125,"179,145,104,54,149,139,201,112,248"
126,"71,137,225,190,72,44,156,144,132"
127,"183,26,205,0,1,208,44,45,135"
128,"69,131,27,168,175,214,197,6,136"
129,"169,211,74,29,28,246,58,148,70"
130,"208,109,21,235,174,213,187,49,162"
131,"120,3,212,206,248,104,8,143,176"
132,"155,157,136,68,192,49,107,149,36"
133,"188,152,185,160,38,190,199,208,96"
134,"81,208,103,172,124,169,136,16,104"
135,"134,190,65,218,82,135,75,188,242"
136,"70,77,50,175,185,57,73,140,130"
137,"123,214,96,246,73,27,149,80,204"
138,"229,39,160,88,112,95,205,51,75"
139,"20,233,242,153,0,45,22,149,85"
140,"127,163,118,50,76,123,51,148,20"
141,"143,211,145,210,119,62,56,4,109"
142,"32,85,183,15,77,215,190,124,230"
143,"19,37,127,129,31,110,172,100,155"
144,"63,176,126,70,96,64,182,95,51"
145,"57,19,73,237,180,60,120,35,226"
