simulation,selected_columns
0,"15,25,36,34,14,8,47,17,6,40,12,11,39,30,24,19,0,2,10,43"
1,"34,25,45,31,44,39,0,28,10,2,41,36,5,30,8,18,3,6,15,42"
2,"4,11,15,38,44,37,30,36,12,3,32,33,2,45,48,20,24,47,23,43"
3,"4,36,24,25,20,37,30,15,13,0,7,8,16,6,9,26,18,1,46,40"
4,"0,1,23,49,34,15,8,16,21,35,24,19,12,27,25,45,13,42,7,33"
5,"15,3,9,1,10,34,25,37,7,12,44,8,20,33,14,24,32,49,23,30"
6,"14,38,37,45,13,6,15,35,2,25,21,10,27,11,32,39,8,19,18,36"
7,"48,16,18,28,39,9,37,20,46,38,27,19,33,24,43,22,3,4,17,5"
8,"46,30,47,15,13,32,16,12,6,33,26,7,0,24,35,29,4,39,18,43"
9,"45,18,44,5,7,11,29,30,34,41,39,27,19,20,13,32,16,25,26,17"
10,"23,34,20,42,27,33,2,16,9,38,29,45,0,13,5,19,17,21,40,14"
11,"27,31,44,49,45,18,47,25,8,34,29,12,15,37,41,46,19,16,17,33"
12,"9,33,10,40,36,25,28,5,38,26,7,43,1,27,19,49,15,4,42,12"
13,"36,19,47,44,14,27,41,0,39,22,45,6,43,8,49,3,29,40,13,34"
14,"16,36,14,6,10,29,2,12,45,13,32,33,11,18,17,41,47,40,39,48"
15,"6,45,22,17,32,36,24,48,15,34,27,13,5,38,9,0,7,30,14,49"
16,"17,45,22,40,47,19,25,49,11,24,23,4,37,39,13,8,32,29,14,27"
17,"21,39,16,44,20,48,11,29,5,32,47,27,34,19,25,23,10,0,30,2"
18,"18,17,9,14,13,27,38,24,2,19,6,21,33,45,16,26,46,3,11,29"
19,"36,22,44,10,40,35,47,1,4,42,48,3,30,9,49,37,20,29,13,33"
20,"35,36,34,26,3,6,15,2,45,1,43,7,37,20,11,21,9,33,13,10"
21,"4,25,40,26,44,29,36,28,32,47,18,45,10,19,43,33,34,5,3,37"
22,"39,20,0,1,25,34,27,6,42,33,3,48,30,12,10,24,13,32,38,45"
23,"47,10,0,11,5,25,8,20,31,19,37,29,49,17,28,41,44,26,12,21"
24,"3,45,23,37,0,12,20,6,13,18,11,1,9,32,31,24,49,16,41,30"
25,"12,22,42,39,17,15,10,30,6,46,23,44,38,43,40,26,27,29,11,20"
26,"7,47,4,14,40,28,23,10,34,44,41,1,31,39,36,3,27,24,2,16"
27,"33,34,32,17,19,6,49,37,22,38,26,45,13,40,23,9,11,5,7,39"
28,"8,35,14,23,43,21,16,22,32,18,17,29,25,1,37,44,4,48,39,12"
29,"39,46,3,41,43,47,36,7,26,19,9,29,44,42,4,6,17,25,33,34"
30,"11,4,9,5,49,35,18,30,12,25,44,22,21,43,13,41,28,26,27,37"
31,"28,34,46,23,12,48,19,14,40,42,36,10,0,11,5,44,37,7,27,6"
32,"47,8,18,36,10,6,9,41,49,39,3,22,29,12,34,30,40,42,33,2"
33,"36,37,39,47,25,1,9,29,34,40,4,11,0,14,21,24,12,45,23,31"
34,"43,20,5,42,15,13,32,9,14,10,28,38,1,29,46,25,18,23,3,45"
35,"42,2,17,37,31,36,38,0,1,47,39,3,5,28,32,46,20,41,11,13"
36,"25,43,38,39,28,2,32,21,42,44,14,24,13,45,10,46,6,31,9,5"
37,"27,1,32,15,31,11,47,29,21,3,35,12,7,34,8,37,46,9,38,30"
38,"37,17,40,24,14,0,25,18,42,19,12,2,48,36,26,1,23,32,46,9"
39,"19,24,34,14,2,48,47,26,21,8,30,45,10,5,31,36,18,3,22,38"
40,"2,20,32,40,33,9,34,49,43,46,11,29,39,42,30,45,26,37,1,22"
41,"46,47,21,33,19,35,30,3,41,22,20,38,32,12,9,11,23,45,5,42"
42,"33,13,14,10,24,45,47,34,37,43,11,18,12,42,8,1,38,0,29,39"
43,"21,18,3,20,2,19,0,38,30,1,40,23,35,6,28,13,8,10,47,27"
44,"21,35,32,13,41,26,34,28,42,48,17,7,29,1,0,23,24,2,40,3"
45,"43,29,38,0,48,5,7,24,6,40,32,47,11,30,21,33,36,27,23,28"
46,"9,5,23,47,42,33,35,27,44,25,19,36,45,4,0,28,29,3,46,17"
47,"39,43,31,40,48,26,42,25,41,3,37,38,44,49,16,10,33,13,24,45"
48,"19,9,27,3,32,0,2,39,6,44,42,11,46,48,16,15,43,18,41,34"
49,"48,17,33,23,14,31,42,28,38,18,6,9,3,47,45,11,15,24,36,30"
50,"33,5,41,23,26,3,21,17,29,24,2,35,20,6,13,8,9,40,18,14"
51,"42,22,35,43,37,36,23,11,30,0,18,13,6,24,14,38,10,16,46,40"
