simulation,selected_columns
0,"6,22,8,27,25,30"
1,"28,38,3,27,14,23"
2,"33,3,31,26,13,7"
3,"4,27,12,32,10,41"
4,"10,48,35,42,23,0"
5,"22,31,11,14,38,47"
6,"6,41,21,28,47,24"
7,"30,33,20,39,0,11"
8,"34,31,49,36,25,13"
9,"20,14,25,39,12,22"
10,"14,46,47,43,22,16"
11,"28,13,7,16,27,21"
12,"0,18,39,15,38,44"
13,"6,31,4,7,32,45"
14,"9,37,3,43,0,38"
15,"46,15,30,22,39,43"
16,"10,22,42,13,9,32"
17,"12,9,48,10,21,26"
18,"40,18,49,35,15,32"
19,"30,7,49,33,16,24"
20,"39,48,13,19,46,31"
21,"0,12,22,18,23,47"
22,"41,3,40,0,28,4"
23,"2,5,41,45,26,13"
24,"41,28,17,36,43,12"
25,"48,31,34,22,26,0"
26,"16,12,4,37,23,21"
27,"31,41,38,45,35,42"
28,"13,43,24,36,18,26"
29,"44,8,2,6,26,12"
30,"15,40,13,30,49,41"
31,"14,15,17,10,2,18"
32,"29,47,11,34,49,41"
33,"18,16,32,36,2,5"
34,"0,24,37,8,3,6"
35,"27,23,28,26,36,0"
36,"43,30,3,18,8,21"
37,"11,26,1,7,13,21"
38,"47,24,36,30,14,23"
39,"8,20,2,37,10,31"
40,"0,19,36,37,27,23"
41,"15,41,8,25,13,31"
42,"47,32,42,3,18,6"
43,"26,16,19,13,42,40"
44,"44,48,35,32,0,47"
45,"8,19,5,24,31,10"
46,"7,4,39,25,1,20"
47,"31,7,9,38,41,23"
48,"26,48,33,15,18,9"
49,"25,29,47,6,9,19"
50,"48,17,11,31,23,41"
51,"19,34,27,17,9,24"
52,"23,36,34,7,21,31"
53,"46,11,10,43,0,32"
54,"25,42,44,13,46,48"
55,"23,18,1,25,32,8"
56,"37,39,27,6,34,46"
57,"29,28,45,38,46,41"
58,"46,37,31,35,15,25"
59,"34,11,16,1,37,4"
60,"26,37,31,19,25,6"
61,"7,2,43,40,49,25"
62,"5,3,16,1,20,17"
63,"27,31,41,25,47,39"
64,"48,21,24,29,34,33"
65,"2,4,3,28,0,49"
66,"22,49,40,32,17,31"
67,"21,24,25,22,40,17"
68,"3,48,18,36,28,45"
69,"9,20,37,38,2,10"
70,"29,3,13,46,4,25"
71,"27,39,6,26,37,34"
72,"38,41,7,45,32,31"
73,"13,24,12,33,3,14"
74,"7,0,37,1,8,44"
75,"40,46,37,33,28,13"
76,"31,5,4,26,29,28"
77,"3,36,0,43,37,31"
