simulation,selected_columns
0,"25,41,49,10"
1,"17,13,29,28"
2,"46,47,11,9"
3,"46,33,12,15"
4,"5,42,4,31"
5,"37,27,30,38"
6,"39,22,43,2"
7,"24,33,14,1"
8,"9,2,11,8"
9,"14,5,41,40"
10,"38,30,21,1"
11,"31,38,23,34"
12,"48,3,46,17"
13,"39,26,44,5"
14,"41,29,36,4"
15,"43,45,6,35"
16,"41,1,48,3"
17,"20,32,42,35"
18,"19,1,30,10"
19,"48,31,33,15"
20,"32,14,40,10"
21,"3,29,25,45"
22,"36,2,46,22"
23,"11,44,9,40"
24,"27,1,3,8"
25,"13,41,8,17"
26,"16,35,42,38"
27,"38,8,42,41"
28,"26,39,10,40"
29,"7,20,32,1"
30,"43,39,10,30"
31,"0,12,35,30"
32,"7,29,33,23"
33,"36,17,18,28"
34,"47,38,3,48"
35,"3,1,10,4"
36,"3,36,9,45"
37,"3,0,8,31"
38,"28,26,5,35"
39,"27,4,46,43"
40,"15,19,35,13"
41,"48,46,24,32"
42,"4,20,22,47"
43,"22,28,26,24"
44,"24,25,23,12"
45,"6,5,40,45"
46,"3,21,49,36"
47,"27,20,8,7"
48,"47,41,48,3"
49,"42,16,7,34"
50,"33,40,17,7"
51,"48,6,8,18"
52,"15,1,47,7"
53,"43,12,24,38"
54,"20,34,6,10"
55,"45,25,12,40"
56,"31,21,28,13"
57,"24,34,12,28"
58,"24,35,17,25"
59,"26,18,6,38"
60,"16,19,21,28"
61,"43,7,47,4"
62,"18,15,31,17"
63,"19,22,5,15"
64,"40,29,3,25"
65,"4,33,1,11"
66,"38,33,8,34"
67,"22,29,21,7"
68,"30,11,8,45"
69,"14,18,4,26"
70,"3,42,30,5"
71,"13,7,38,44"
72,"15,30,34,0"
73,"27,35,26,44"
74,"21,17,1,38"
75,"10,19,32,48"
76,"21,35,3,1"
77,"38,22,20,4"
78,"0,33,36,1"
79,"40,36,25,22"
80,"44,31,22,21"
81,"46,20,39,45"
82,"45,15,27,39"
83,"0,9,36,28"
84,"13,43,34,26"
85,"47,22,21,16"
86,"28,14,5,35"
87,"36,19,28,6"
88,"40,38,16,49"
89,"25,11,21,36"
90,"11,46,41,25"
91,"30,17,14,9"
92,"47,12,48,34"
93,"39,12,29,13"
94,"33,19,39,24"
95,"17,13,16,4"
96,"2,33,42,37"
97,"15,40,2,36"
98,"10,41,0,4"
99,"30,4,2,7"
100,"27,13,3,42"
101,"6,5,7,26"
102,"11,49,23,42"
103,"43,9,40,33"
104,"17,40,29,38"
105,"44,4,10,34"
106,"44,7,34,36"
107,"8,15,25,39"
108,"30,45,44,46"
109,"24,9,6,15"
110,"22,49,37,21"
111,"39,48,4,12"
112,"46,1,18,41"
113,"10,1,35,17"
114,"36,42,16,21"
115,"1,16,14,3"
116,"15,42,1,17"
117,"20,46,5,47"
118,"29,19,42,13"
119,"16,10,15,1"
120,"32,47,10,8"
121,"28,31,36,16"
122,"31,3,16,11"
123,"41,49,47,36"
124,"20,4,47,2"
125,"40,41,29,34"
126,"9,35,44,0"
127,"44,9,39,19"
128,"47,22,9,40"
129,"48,17,22,30"
130,"32,33,22,27"
131,"20,7,38,11"
132,"32,42,43,8"
133,"48,43,13,46"
134,"1,10,19,5"
135,"49,48,18,25"
136,"2,21,41,12"
137,"22,44,39,15"
138,"7,18,32,25"
139,"19,22,2,6"
140,"44,49,41,42"
141,"13,18,42,26"
142,"45,33,16,3"
143,"6,12,17,23"
144,"23,16,17,40"
145,"36,2,29,21"
146,"44,9,36,26"
147,"16,48,39,1"
148,"31,10,12,32"
149,"9,21,3,26"
150,"32,2,41,5"
151,"37,36,7,16"
152,"25,35,16,30"
153,"7,43,41,11"
154,"49,19,22,37"
155,"26,27,35,12"
156,"19,36,12,10"
157,"13,32,41,35"
158,"6,24,44,5"
159,"17,49,14,26"
160,"47,13,30,6"
161,"23,0,4,11"
162,"9,20,40,48"
163,"4,20,33,26"
164,"32,24,7,29"
165,"11,34,36,37"
166,"8,38,48,33"
167,"4,18,6,17"
168,"39,4,17,11"
169,"40,20,46,2"
170,"15,41,7,27"
171,"42,15,17,24"
172,"33,38,7,37"
173,"49,18,6,33"
174,"48,2,3,14"
175,"38,5,24,46"
176,"10,2,22,47"
177,"23,34,14,49"
178,"41,46,25,24"
179,"43,36,34,11"
180,"31,10,37,2"
181,"40,8,22,44"
182,"31,2,28,1"
183,"39,34,45,32"
184,"43,5,14,27"
185,"10,33,49,46"
186,"44,14,22,7"
187,"46,43,8,35"
188,"35,45,10,20"
189,"45,2,11,9"
190,"5,29,42,45"
191,"16,37,0,47"
192,"2,23,27,39"
193,"38,29,31,26"
194,"24,9,7,27"
195,"42,26,27,12"
196,"48,2,46,34"
197,"19,39,48,47"
198,"15,38,36,2"
199,"45,47,13,10"
