simulation,selected_columns
0,"35,29,1,48,32,12,39,40,6,46,19,44,27,25,49,31"
1,"13,48,14,37,1,32,33,18,41,30,38,39,7,21,31,20"
2,"48,46,12,6,4,34,38,26,42,22,32,25,1,47,44,15"
3,"11,12,2,34,17,29,49,15,45,41,26,14,18,35,8,16"
4,"0,35,37,2,11,24,32,25,14,21,17,15,8,31,30,5"
5,"22,29,27,5,10,30,34,25,7,35,20,4,24,40,23,43"
6,"44,48,45,6,41,25,40,4,10,33,27,13,35,26,22,23"
7,"47,10,31,29,27,3,26,44,36,6,13,25,45,15,43,38"
8,"20,48,21,29,13,33,16,12,41,35,19,32,45,4,3,38"
9,"20,0,42,12,34,8,33,19,23,1,27,30,17,5,18,24"
10,"6,7,2,49,8,0,36,20,29,12,17,4,37,24,33,31"
11,"17,33,12,5,48,31,47,49,21,41,18,8,44,15,46,38"
12,"13,40,21,19,38,28,23,12,8,18,6,41,14,35,36,48"
13,"7,32,29,8,45,22,19,0,31,28,43,5,16,12,44,35"
14,"23,49,8,44,33,20,0,15,10,39,12,30,42,24,22,37"
15,"7,29,35,24,39,1,48,8,22,4,15,19,30,16,25,2"
16,"2,15,40,6,31,1,16,48,49,41,30,43,23,32,20,5"
17,"11,47,22,4,20,43,8,2,40,21,45,29,7,25,37,41"
18,"23,22,41,19,26,2,11,16,30,25,10,0,38,44,29,34"
19,"15,4,40,47,17,22,45,39,20,13,35,8,48,26,38,16"
20,"8,7,14,33,29,20,16,32,24,11,31,37,15,44,49,13"
21,"1,45,49,8,9,7,22,43,38,35,27,31,0,32,44,36"
22,"17,45,38,40,34,44,13,18,5,12,8,1,36,0,33,49"
23,"9,38,21,6,17,23,13,19,26,42,18,25,36,44,12,15"
24,"23,8,40,30,3,19,7,17,24,38,9,22,0,2,21,27"
25,"10,24,30,33,49,38,18,40,7,3,13,32,11,31,21,26"
26,"36,8,38,12,37,13,5,47,2,35,45,41,15,21,10,18"
27,"20,12,40,47,3,46,39,2,41,36,10,45,15,24,17,48"
28,"2,35,24,13,30,14,10,27,8,25,47,7,4,43,48,19"
29,"37,48,7,0,49,18,38,6,44,24,45,33,13,47,30,26"
30,"10,25,22,7,38,47,3,24,11,36,28,16,29,43,31,15"
31,"11,45,6,21,16,26,27,24,44,35,47,32,18,49,37,33"
