simulation,selected_columns
0,"39,8,11,23,41,38,27,32,46,5"
1,"41,3,43,30,38,35,13,18,36,10"
2,"44,48,5,26,33,10,2,47,12,4"
3,"11,28,29,47,45,19,1,30,24,48"
4,"26,11,3,1,29,0,19,12,2,16"
5,"18,46,17,3,11,31,45,2,42,49"
6,"1,2,23,8,35,24,3,16,33,21"
7,"9,15,11,33,19,35,12,24,37,39"
8,"46,19,30,37,16,42,24,44,20,0"
9,"34,22,16,8,24,18,27,42,45,40"
10,"21,23,40,3,5,41,1,25,4,22"
11,"37,46,23,3,8,31,19,17,16,30"
12,"7,6,44,42,14,34,20,23,15,48"
13,"7,34,28,27,8,0,2,12,42,43"
14,"32,21,9,13,3,16,47,38,45,2"
15,"11,33,48,41,23,35,32,3,4,46"
16,"23,8,17,24,14,29,7,9,43,30"
17,"7,36,22,8,40,4,28,49,11,14"
18,"19,46,34,27,8,14,48,31,10,26"
19,"33,6,19,9,12,13,48,27,45,25"
20,"19,49,10,36,45,8,17,18,47,31"
21,"34,49,35,44,37,42,29,23,5,48"
22,"29,31,15,18,27,6,2,32,12,48"
23,"26,31,49,13,48,3,6,24,27,43"
24,"45,14,26,12,20,1,48,23,28,43"
25,"1,10,48,18,35,38,33,21,41,0"
26,"19,33,45,3,21,23,28,7,22,14"
27,"42,8,1,23,15,11,45,6,43,49"
28,"4,6,10,7,42,41,12,45,31,11"
29,"38,23,18,26,16,47,14,48,31,34"
30,"26,49,42,3,21,37,33,13,18,31"
31,"49,13,36,47,43,29,38,11,44,1"
32,"11,37,9,2,28,18,13,3,46,0"
33,"38,34,39,2,37,30,3,10,17,47"
34,"24,26,46,43,9,39,8,42,28,25"
35,"27,37,24,25,15,16,39,23,10,1"
36,"3,11,41,10,48,34,8,28,20,23"
37,"23,40,38,0,22,5,27,4,16,35"
38,"47,2,41,10,42,37,9,16,21,23"
39,"18,42,30,34,36,12,38,8,49,15"
40,"17,21,20,40,6,15,41,4,46,3"
41,"27,26,31,2,28,48,37,41,7,46"
42,"7,14,41,43,29,13,36,22,46,32"
43,"42,45,35,40,24,34,47,2,19,37"
44,"28,20,10,37,22,13,40,16,19,11"
45,"10,48,44,46,26,16,18,28,15,25"
46,"14,19,9,3,16,32,5,40,22,35"
47,"28,30,18,37,39,13,5,31,7,34"
48,"32,7,23,27,16,6,21,13,37,22"
49,"38,45,22,24,19,15,4,37,11,3"
50,"11,45,8,44,12,23,42,5,15,26"
51,"34,23,3,19,8,31,16,5,29,9"
52,"7,19,1,42,27,32,46,24,18,37"
53,"40,23,42,47,25,1,20,33,6,36"
54,"39,24,19,31,10,0,7,28,34,11"
55,"25,31,36,44,20,24,46,34,5,15"
56,"7,40,38,36,12,31,2,6,48,44"
57,"33,37,30,45,32,3,38,35,13,39"
58,"41,18,47,23,34,17,3,19,45,11"
59,"23,5,30,37,8,42,45,35,34,3"
60,"44,14,17,11,22,6,15,28,29,0"
61,"13,47,40,24,32,17,39,3,33,9"
62,"40,11,21,13,32,28,22,6,5,14"
63,"17,8,10,1,35,42,15,37,45,22"
64,"10,33,28,47,36,38,49,30,29,14"
65,"36,45,21,41,0,1,4,17,47,16"
66,"36,40,10,13,37,45,49,17,27,39"
67,"20,36,29,15,21,4,30,12,13,24"
68,"0,1,48,28,46,40,26,4,15,45"
69,"47,21,44,36,48,26,24,8,41,30"
70,"34,32,2,38,27,46,6,47,24,8"
71,"12,4,27,28,21,22,38,48,17,23"
72,"18,25,27,42,38,35,24,2,39,17"
73,"41,12,46,9,25,19,3,17,44,27"
74,"0,22,16,36,40,20,49,35,13,25"
75,"2,27,25,43,10,0,5,32,40,23"
76,"37,11,45,18,6,47,49,33,28,24"
77,"47,3,42,45,5,4,35,23,26,16"
78,"48,29,40,11,20,21,46,37,1,22"
79,"41,46,6,8,1,20,7,13,29,24"
80,"1,23,24,21,32,19,49,30,44,37"
81,"17,20,12,13,22,32,34,10,14,31"
82,"26,23,35,44,49,25,27,28,2,31"
83,"9,10,26,21,45,33,49,37,8,23"
84,"2,10,27,1,46,6,11,23,47,33"
85,"1,25,32,9,46,0,17,39,20,11"
86,"30,5,37,42,21,46,22,1,48,33"
87,"24,30,10,41,37,23,20,35,39,36"
88,"44,38,48,41,3,12,22,40,16,14"
89,"23,19,42,31,48,29,44,45,38,4"
90,"9,1,10,6,12,13,14,38,17,40"
91,"16,24,42,20,36,38,2,22,0,34"
92,"47,8,4,36,41,14,32,15,20,23"
93,"18,0,35,12,4,1,22,48,42,13"
94,"4,32,47,46,22,41,21,12,10,33"
95,"38,41,37,43,28,4,33,27,42,8"
