simulation,selected_columns
0,"12,47,24,18,20,11,42,16,23,30,37,44,41,25,46,0,36,22"
1,"48,33,1,4,32,44,14,35,46,30,13,15,5,10,18,39,41,42"
2,"40,10,45,47,37,32,21,20,39,44,23,11,42,24,46,16,35,29"
3,"28,3,18,25,8,6,15,5,20,0,7,43,2,47,41,14,34,10"
4,"6,19,32,45,21,27,2,47,17,16,11,22,0,20,29,41,42,40"
5,"6,32,45,39,17,4,10,20,13,46,31,33,11,22,28,5,34,16"
6,"20,8,27,45,18,4,16,32,1,6,22,11,0,36,24,19,29,39"
7,"42,48,23,35,26,9,37,45,29,47,34,24,15,36,19,49,1,7"
8,"14,16,29,24,31,25,34,17,37,42,26,35,8,6,43,3,15,7"
9,"38,35,3,37,43,7,20,2,19,32,41,42,33,44,29,15,45,34"
10,"8,18,25,13,48,17,22,6,40,35,32,37,45,41,43,29,27,19"
11,"47,46,31,0,33,4,20,9,37,42,49,24,16,10,5,14,8,44"
12,"18,30,24,25,49,7,20,11,36,37,29,12,31,34,46,48,13,8"
13,"17,2,41,22,46,8,42,9,38,18,15,7,40,4,24,36,33,28"
14,"33,14,0,10,45,34,26,12,30,18,20,46,6,35,5,42,19,31"
15,"11,42,31,32,25,44,43,1,40,16,8,12,0,36,28,49,48,29"
16,"1,11,29,6,23,38,47,14,10,41,9,44,2,8,27,15,30,20"
17,"30,13,23,40,33,19,32,15,41,8,16,48,3,39,17,4,5,45"
18,"2,47,36,33,41,46,29,45,8,0,38,6,40,5,35,28,13,21"
19,"1,0,45,37,13,38,26,32,47,2,46,18,42,20,11,35,6,14"
20,"4,9,16,36,30,46,43,41,1,42,39,8,11,3,44,32,6,48"
21,"34,20,27,13,0,36,16,35,15,29,46,24,49,3,25,23,2,44"
22,"32,3,13,48,22,29,42,39,18,30,23,27,5,40,6,4,36,44"
23,"8,36,44,9,30,40,18,43,46,7,32,42,5,24,14,45,0,49"
24,"47,42,12,32,37,46,13,36,18,43,31,35,40,28,22,9,11,19"
25,"38,41,40,27,15,33,26,30,47,44,37,48,42,24,49,4,20,1"
26,"18,35,37,8,1,25,39,16,26,5,24,4,40,22,15,44,32,30"
27,"1,41,38,17,29,5,19,16,14,4,49,44,28,42,3,39,34,10"
28,"12,14,42,32,19,44,33,27,26,7,37,9,41,10,8,1,29,31"
29,"26,11,23,35,3,39,32,10,18,2,6,12,7,46,33,30,27,43"
30,"29,42,43,38,25,3,49,8,1,47,5,33,2,41,32,39,18,4"
31,"47,43,1,17,40,34,11,21,38,35,12,30,45,16,6,7,19,28"
32,"48,0,25,30,8,31,43,9,6,2,26,29,11,42,44,35,36,40"
33,"19,13,44,9,43,21,32,0,11,25,35,24,22,6,47,39,2,26"
34,"8,26,31,48,36,0,30,16,47,3,33,14,24,34,1,6,43,22"
35,"10,32,24,5,45,7,27,13,23,25,44,38,46,31,42,18,36,12"
36,"4,35,24,7,30,36,47,26,42,2,39,15,0,37,12,19,8,22"
37,"39,27,38,49,42,14,23,36,8,30,37,46,11,17,35,5,13,29"
38,"24,42,15,25,38,35,23,7,10,32,4,47,34,40,5,33,9,31"
39,"10,41,31,6,27,47,2,23,28,16,22,44,15,37,18,0,4,39"
40,"44,13,23,1,19,30,17,43,27,9,24,25,6,4,0,33,14,16"
41,"47,37,41,12,9,43,1,16,5,22,32,29,19,8,0,28,7,4"
42,"0,10,16,5,3,38,7,40,41,14,43,12,31,20,35,23,44,2"
43,"21,27,39,24,30,44,28,17,15,48,37,36,6,10,33,16,49,7"
