simulation,selected_columns
0,"47,49"
1,"47,44"
2,"27,1"
3,"44,9"
4,"20,37"
5,"2,34"
6,"34,33"
7,"37,45"
8,"19,35"
9,"8,18"
10,"15,47"
11,"19,11"
12,"31,15"
13,"3,2"
14,"15,1"
15,"40,41"
16,"35,16"
17,"35,3"
18,"21,5"
19,"42,30"
20,"29,27"
21,"20,32"
22,"15,43"
23,"2,38"
24,"27,25"
25,"34,28"
26,"42,43"
27,"34,6"
28,"16,21"
29,"5,19"
30,"38,14"
31,"44,6"
32,"17,4"
33,"0,45"
34,"13,18"
35,"41,35"
36,"24,30"
37,"4,37"
38,"38,2"
39,"3,0"
40,"6,26"
41,"2,20"
42,"43,2"
43,"23,42"
44,"13,3"
45,"12,44"
46,"4,14"
47,"37,4"
48,"6,18"
49,"19,9"
50,"21,47"
51,"5,8"
52,"29,46"
53,"48,25"
54,"26,12"
55,"12,44"
56,"16,37"
57,"47,7"
58,"0,22"
59,"6,14"
60,"5,11"
61,"7,10"
62,"24,48"
63,"1,9"
64,"21,20"
65,"0,31"
66,"31,18"
67,"1,16"
68,"34,12"
69,"15,34"
70,"23,39"
71,"27,12"
72,"32,43"
73,"9,38"
74,"31,37"
75,"47,6"
76,"33,8"
77,"1,14"
78,"8,5"
79,"8,36"
80,"20,10"
81,"31,28"
82,"12,39"
83,"5,0"
84,"38,28"
85,"46,30"
86,"1,38"
87,"42,41"
88,"2,3"
89,"14,12"
90,"19,40"
91,"41,20"
92,"30,29"
93,"11,37"
94,"11,20"
95,"24,35"
96,"26,11"
97,"48,15"
98,"48,24"
99,"44,12"
100,"6,2"
101,"9,46"
102,"31,12"
103,"10,2"
104,"33,5"
105,"37,48"
106,"22,4"
107,"13,33"
108,"3,10"
109,"36,2"
110,"21,24"
111,"17,12"
112,"16,9"
113,"22,9"
114,"44,27"
115,"32,13"
116,"22,45"
117,"39,35"
118,"28,5"
119,"15,25"
120,"18,17"
121,"7,28"
122,"39,21"
123,"25,37"
124,"17,25"
125,"8,4"
126,"32,25"
127,"21,44"
128,"32,11"
129,"29,0"
130,"20,4"
131,"15,17"
132,"23,47"
133,"10,35"
134,"22,0"
135,"25,12"
136,"30,11"
137,"35,38"
138,"10,28"
139,"48,0"
140,"14,40"
141,"30,13"
142,"49,22"
143,"6,36"
144,"9,4"
145,"13,32"
146,"8,33"
147,"8,2"
148,"11,6"
149,"11,35"
150,"3,27"
151,"38,42"
152,"2,28"
153,"23,6"
154,"46,2"
155,"36,0"
156,"16,26"
157,"0,28"
158,"33,5"
159,"39,31"
160,"46,16"
161,"42,30"
162,"7,14"
163,"37,38"
164,"36,4"
165,"2,41"
166,"35,11"
167,"39,2"
168,"30,10"
169,"11,38"
170,"5,13"
171,"18,14"
172,"8,21"
173,"12,49"
174,"40,15"
175,"47,38"
176,"41,7"
177,"14,32"
178,"38,46"
179,"0,8"
180,"13,11"
181,"47,32"
182,"21,0"
183,"43,27"
184,"38,8"
185,"18,2"
186,"27,28"
187,"26,10"
188,"0,40"
189,"38,16"
190,"13,12"
191,"42,35"
192,"13,16"
193,"20,18"
194,"36,40"
195,"21,26"
196,"26,11"
197,"35,25"
198,"41,37"
199,"47,10"
