simulation,selected_columns
0,"7,24,48,5"
1,"28,45,0,2"
2,"11,0,20,4"
3,"21,35,8,13"
4,"10,28,32,4"
5,"20,2,38,49"
6,"20,35,3,38"
7,"47,23,20,48"
8,"9,22,25,35"
9,"7,0,18,45"
10,"8,20,33,32"
11,"23,20,46,26"
12,"15,32,28,46"
13,"24,34,11,21"
14,"35,16,39,47"
15,"30,5,29,13"
16,"33,14,25,7"
17,"2,10,26,30"
18,"5,35,39,45"
19,"18,44,22,30"
20,"24,17,12,46"
21,"18,33,40,45"
22,"11,2,30,37"
23,"35,6,22,8"
24,"31,10,45,12"
25,"29,20,11,6"
26,"1,37,12,18"
27,"11,46,0,5"
28,"9,14,7,41"
29,"48,40,38,26"
30,"9,28,24,19"
31,"17,35,22,30"
32,"19,29,31,47"
33,"14,42,5,12"
34,"2,40,7,0"
35,"32,46,10,11"
36,"45,44,31,49"
37,"28,8,22,23"
38,"46,9,22,49"
39,"26,3,40,28"
40,"44,12,7,15"
41,"34,20,0,49"
42,"10,48,3,20"
43,"12,24,38,14"
44,"34,7,4,26"
45,"22,3,15,40"
46,"42,9,28,44"
47,"38,11,45,36"
48,"1,49,5,15"
49,"40,48,7,30"
50,"27,19,42,37"
51,"33,7,48,47"
52,"10,6,19,2"
53,"31,35,13,20"
54,"10,2,24,7"
55,"14,49,44,41"
56,"12,10,24,36"
57,"36,21,28,0"
58,"28,36,47,8"
59,"23,41,1,33"
60,"35,46,13,40"
61,"37,33,24,46"
62,"36,21,34,27"
63,"31,27,2,49"
64,"45,35,11,10"
65,"23,39,5,19"
66,"29,40,42,10"
67,"18,19,42,36"
68,"36,5,33,34"
69,"10,19,29,32"
70,"6,34,20,10"
71,"34,31,36,35"
72,"22,45,34,32"
73,"43,44,48,7"
74,"37,6,2,31"
75,"5,49,18,30"
76,"27,10,6,5"
77,"43,3,16,30"
78,"17,2,8,24"
79,"46,40,15,0"
80,"9,0,27,37"
81,"34,7,37,33"
82,"5,35,34,17"
83,"29,45,44,37"
84,"46,7,4,20"
85,"43,40,45,13"
86,"17,12,3,2"
87,"20,42,39,0"
88,"36,28,40,14"
89,"2,41,0,37"
90,"10,19,9,17"
91,"37,16,7,32"
92,"49,14,43,9"
93,"9,35,2,11"
94,"3,31,9,5"
95,"22,27,32,25"
96,"6,49,39,7"
97,"6,39,35,37"
98,"38,28,40,27"
99,"25,40,36,20"
100,"49,31,6,7"
101,"17,40,38,4"
102,"43,1,7,49"
103,"22,47,10,37"
104,"31,49,37,23"
105,"27,16,6,25"
106,"26,34,6,37"
107,"16,32,9,21"
108,"24,1,8,26"
109,"49,31,45,32"
110,"20,9,21,30"
111,"5,0,47,45"
112,"45,0,19,44"
113,"38,19,47,36"
114,"18,30,0,16"
115,"21,15,45,30"
116,"32,20,10,38"
117,"13,47,7,49"
118,"1,44,5,17"
119,"48,18,34,31"
120,"40,28,45,32"
121,"36,9,45,42"
122,"15,14,44,39"
123,"11,14,27,25"
124,"39,23,27,26"
125,"29,1,17,26"
126,"16,33,13,26"
127,"42,25,26,4"
128,"11,40,41,10"
129,"38,7,17,31"
130,"40,48,26,37"
131,"21,45,12,38"
132,"17,4,26,39"
133,"14,26,45,21"
134,"32,44,16,1"
135,"21,37,42,27"
136,"12,22,6,5"
137,"17,31,26,36"
138,"38,22,30,39"
139,"30,38,1,15"
140,"12,35,46,14"
141,"22,29,34,46"
142,"7,36,9,18"
143,"38,49,16,12"
144,"26,16,42,39"
145,"21,14,10,33"
146,"22,1,4,20"
147,"1,29,13,37"
148,"31,21,37,26"
149,"7,33,34,36"
150,"37,27,20,9"
151,"10,13,43,25"
152,"23,18,15,28"
153,"11,38,31,42"
154,"23,8,31,2"
155,"20,30,45,4"
156,"20,14,43,35"
157,"7,48,6,2"
158,"17,49,23,34"
159,"2,31,45,36"
160,"13,38,20,23"
161,"3,0,37,21"
162,"48,27,43,42"
163,"24,17,38,29"
164,"0,49,47,22"
165,"43,40,9,4"
166,"23,20,3,29"
167,"18,0,6,37"
168,"18,33,25,29"
169,"11,42,43,19"
170,"43,29,24,22"
171,"14,4,33,41"
172,"34,7,43,36"
173,"34,22,25,36"
174,"6,9,44,34"
175,"3,12,18,0"
176,"48,13,20,21"
177,"8,1,32,37"
178,"49,4,11,19"
179,"22,10,49,11"
180,"41,23,42,27"
181,"38,6,21,43"
182,"17,46,16,32"
183,"14,27,38,32"
184,"12,47,35,46"
185,"9,23,37,1"
186,"18,43,11,17"
187,"32,15,22,0"
188,"20,13,49,48"
189,"22,43,0,36"
190,"20,27,22,11"
191,"30,29,31,9"
192,"40,10,0,11"
193,"13,35,43,48"
194,"16,49,9,46"
195,"18,11,7,47"
196,"29,41,48,37"
197,"37,23,8,1"
198,"8,22,42,1"
199,"16,8,18,30"
