simulation,selected_columns
0,"23,22,27,17"
1,"10,30,15,48"
2,"28,7,1,8"
3,"31,33,2,47"
4,"13,3,38,29"
5,"20,23,28,41"
6,"16,37,35,24"
7,"33,2,36,41"
8,"29,42,2,16"
9,"30,23,11,17"
10,"2,14,15,39"
11,"19,15,43,0"
12,"34,9,47,4"
13,"16,5,10,6"
14,"23,14,47,30"
15,"41,39,0,36"
16,"21,22,36,11"
17,"1,5,45,6"
18,"14,7,13,47"
19,"16,21,46,2"
20,"12,6,45,33"
21,"41,44,28,19"
22,"35,48,30,32"
23,"39,32,18,40"
24,"24,10,46,7"
25,"43,6,37,1"
26,"44,33,17,7"
27,"48,10,23,35"
28,"2,1,49,22"
29,"20,43,44,33"
30,"6,16,36,25"
31,"33,43,18,1"
32,"44,36,11,20"
33,"15,22,7,27"
34,"10,45,35,49"
35,"49,1,18,31"
36,"13,34,0,21"
37,"17,42,39,15"
38,"4,40,35,28"
39,"48,21,9,46"
40,"12,4,36,20"
41,"12,20,27,44"
42,"10,27,25,6"
43,"24,22,49,40"
44,"6,32,2,24"
45,"22,26,21,37"
46,"17,3,22,8"
47,"48,2,7,18"
48,"33,3,23,40"
49,"32,22,30,47"
50,"34,32,38,12"
51,"46,39,34,18"
52,"6,7,38,47"
53,"30,14,24,33"
54,"30,44,38,11"
55,"48,8,18,49"
56,"3,6,0,22"
57,"27,44,6,40"
58,"44,26,11,32"
59,"46,18,16,12"
60,"12,19,28,42"
61,"43,48,12,2"
62,"45,25,28,2"
63,"42,20,2,27"
64,"42,23,26,36"
65,"26,8,46,42"
66,"25,23,1,11"
67,"12,26,19,36"
68,"2,0,34,8"
69,"13,42,19,44"
70,"47,5,46,32"
71,"8,48,33,35"
72,"31,13,17,19"
73,"16,44,49,1"
74,"33,10,47,43"
75,"49,15,11,8"
76,"30,10,5,13"
77,"19,35,20,3"
78,"14,34,47,28"
79,"32,48,5,41"
80,"10,17,6,37"
81,"0,8,12,20"
82,"20,7,31,6"
83,"8,26,18,21"
84,"47,20,3,23"
85,"37,45,19,32"
86,"27,13,28,34"
87,"37,13,15,40"
88,"17,32,33,21"
89,"39,48,12,28"
90,"11,33,8,26"
91,"17,28,11,31"
92,"3,47,20,21"
93,"17,21,23,46"
94,"48,15,23,45"
95,"36,0,27,12"
96,"44,18,3,16"
97,"7,34,44,45"
98,"45,46,5,31"
99,"9,1,28,38"
100,"42,41,26,8"
101,"11,32,22,40"
102,"25,14,39,26"
103,"15,34,12,46"
104,"45,19,13,38"
105,"30,12,44,43"
106,"40,6,9,26"
107,"14,26,32,25"
108,"12,10,45,30"
109,"16,25,43,5"
110,"46,20,2,27"
111,"10,31,33,26"
112,"16,8,11,5"
113,"1,41,7,27"
114,"49,6,10,13"
115,"15,32,4,10"
116,"32,9,43,25"
117,"22,5,7,42"
118,"2,3,40,32"
119,"47,39,19,28"
120,"38,31,37,48"
121,"30,12,2,34"
122,"20,27,14,23"
123,"27,21,29,20"
124,"23,45,8,26"
125,"15,41,48,39"
126,"35,10,34,13"
127,"9,22,7,48"
128,"43,21,11,33"
129,"25,41,48,36"
130,"12,42,36,5"
131,"49,43,17,44"
132,"15,35,37,39"
133,"48,17,38,2"
134,"40,23,25,22"
135,"18,20,16,13"
136,"30,15,38,4"
137,"43,34,18,49"
138,"21,30,9,4"
139,"1,16,48,7"
140,"11,10,5,27"
141,"22,35,30,3"
142,"44,48,24,12"
143,"46,27,7,41"
144,"39,6,27,5"
145,"21,43,8,19"
146,"44,29,19,34"
147,"18,12,9,35"
148,"33,30,43,27"
149,"23,17,26,41"
150,"45,40,6,47"
151,"1,42,9,2"
152,"21,34,25,4"
153,"2,45,33,24"
154,"8,30,4,24"
155,"22,30,34,41"
156,"43,20,49,36"
157,"41,40,28,19"
158,"46,43,5,23"
159,"6,46,47,48"
160,"11,33,20,40"
161,"19,4,49,10"
162,"32,18,11,33"
163,"35,46,2,25"
164,"11,16,15,36"
165,"35,40,19,21"
166,"34,42,39,12"
167,"25,46,41,4"
168,"38,48,34,16"
169,"39,27,17,23"
170,"0,40,20,26"
171,"26,4,48,36"
172,"2,34,42,35"
173,"22,47,44,34"
174,"27,21,33,25"
175,"42,36,5,45"
176,"16,9,33,34"
177,"23,2,13,35"
178,"26,15,41,2"
179,"7,30,1,35"
180,"27,48,47,29"
181,"48,25,9,28"
182,"3,40,36,25"
183,"38,34,25,20"
184,"2,46,6,33"
185,"36,3,13,41"
186,"39,18,13,37"
187,"17,37,39,12"
188,"5,2,17,21"
189,"45,10,25,2"
190,"1,44,34,31"
191,"36,17,6,8"
192,"27,4,17,2"
193,"37,9,34,4"
194,"13,12,25,39"
195,"15,46,20,40"
196,"48,34,13,11"
197,"38,33,7,46"
198,"41,40,37,26"
199,"41,17,35,10"
200,"5,22,49,30"
201,"24,47,36,35"
202,"13,39,29,7"
203,"23,17,2,46"
204,"13,42,41,29"
205,"45,35,7,12"
206,"47,34,28,20"
207,"46,30,29,6"
208,"41,8,11,28"
209,"39,24,26,21"
210,"8,16,31,30"
211,"2,27,5,32"
212,"25,34,44,42"
213,"45,33,0,37"
214,"40,16,48,23"
215,"33,0,13,40"
216,"8,10,36,12"
217,"45,28,34,42"
218,"31,38,33,9"
219,"30,17,5,23"
220,"35,8,1,34"
221,"38,42,49,15"
222,"1,12,5,21"
223,"5,41,39,48"
224,"27,48,35,23"
225,"14,28,16,34"
226,"20,28,11,30"
227,"43,24,30,39"
228,"39,19,28,43"
229,"23,29,12,22"
230,"20,1,12,34"
231,"46,24,0,36"
232,"48,28,10,32"
233,"11,27,5,10"
234,"25,6,37,27"
235,"3,37,10,2"
236,"0,36,13,40"
237,"45,18,23,19"
238,"14,2,37,7"
239,"8,20,2,22"
240,"44,37,4,22"
241,"46,43,47,24"
242,"35,36,13,24"
243,"7,4,27,8"
244,"11,49,15,33"
245,"45,20,30,25"
246,"20,30,27,40"
247,"44,14,46,38"
248,"49,41,39,7"
249,"42,5,45,26"
250,"16,0,49,30"
251,"30,8,23,24"
252,"46,8,47,39"
253,"23,39,3,27"
254,"31,7,43,39"
255,"37,33,21,43"
256,"1,29,23,38"
257,"26,33,49,34"
258,"10,7,34,15"
259,"44,14,5,29"
260,"36,0,5,38"
261,"2,24,0,21"
262,"8,44,29,34"
263,"36,10,46,43"
264,"5,3,13,17"
265,"23,14,21,24"
266,"8,24,39,37"
267,"46,16,40,25"
268,"28,36,32,20"
269,"41,42,19,1"
270,"14,41,46,6"
271,"3,11,0,41"
272,"38,36,12,49"
273,"17,27,32,44"
274,"36,12,46,7"
275,"5,39,45,7"
276,"11,8,32,13"
277,"13,19,27,14"
278,"30,46,9,35"
279,"31,10,9,4"
280,"9,3,33,6"
281,"30,1,24,6"
282,"28,22,13,4"
283,"11,6,43,0"
284,"25,20,23,9"
285,"17,25,13,1"
286,"35,39,6,30"
287,"10,14,8,16"
288,"0,22,46,13"
289,"35,26,37,4"
290,"8,28,32,1"
291,"19,2,38,47"
292,"32,43,31,19"
293,"24,49,28,32"
294,"22,12,25,11"
295,"2,22,16,29"
296,"26,33,28,48"
297,"16,49,39,45"
298,"42,11,33,49"
299,"14,23,7,13"
300,"6,37,26,35"
301,"3,35,15,23"
302,"43,47,15,34"
303,"31,10,39,7"
304,"24,45,15,14"
305,"24,19,49,7"
306,"5,19,41,43"
307,"11,14,40,33"
308,"17,43,42,30"
309,"9,8,40,10"
310,"18,29,34,5"
311,"16,44,47,35"
312,"24,26,41,16"
313,"0,17,5,37"
314,"42,44,18,47"
315,"16,24,36,32"
316,"12,3,19,27"
317,"25,0,29,23"
318,"14,9,28,37"
319,"44,41,35,39"
320,"30,11,13,14"
321,"49,40,8,21"
322,"36,2,6,23"
323,"49,12,36,26"
324,"29,7,20,44"
325,"8,17,27,24"
326,"8,12,4,29"
327,"27,4,29,42"
328,"32,29,6,36"
329,"28,27,38,22"
330,"13,22,3,33"
331,"47,41,28,21"
332,"33,40,27,37"
333,"3,17,11,37"
334,"36,29,15,41"
335,"40,33,32,47"
336,"34,35,24,30"
337,"29,23,8,9"
338,"16,42,23,46"
339,"45,36,22,40"
340,"16,49,40,24"
341,"11,21,49,35"
342,"26,5,8,4"
343,"41,37,6,0"
344,"5,36,11,7"
345,"12,49,20,40"
346,"25,8,16,3"
347,"48,14,27,40"
348,"8,43,31,4"
349,"39,6,9,0"
350,"44,35,9,3"
351,"30,44,17,11"
352,"3,16,40,41"
353,"35,34,48,13"
354,"15,25,21,10"
355,"30,19,39,6"
356,"44,21,17,30"
357,"7,15,31,35"
358,"27,21,17,8"
359,"13,14,22,36"
360,"33,36,30,19"
361,"48,5,36,2"
362,"1,20,47,12"
363,"26,20,47,4"
364,"18,0,14,39"
365,"2,33,6,13"
366,"45,46,31,33"
367,"2,8,25,30"
368,"49,36,44,41"
369,"22,30,14,18"
370,"0,33,42,41"
371,"15,47,26,37"
372,"4,43,20,16"
373,"39,29,38,48"
374,"17,7,2,11"
375,"46,9,1,29"
376,"23,14,46,40"
377,"18,2,26,19"
378,"7,27,40,6"
379,"34,25,15,41"
380,"21,13,5,17"
381,"23,20,21,3"
382,"15,14,23,39"
383,"4,45,34,32"
384,"37,19,24,13"
385,"20,8,42,5"
386,"35,5,19,21"
387,"12,9,31,36"
388,"40,33,14,49"
389,"27,15,38,0"
390,"17,26,13,24"
391,"32,40,31,46"
392,"4,42,48,5"
393,"47,32,5,24"
394,"38,40,18,20"
395,"31,40,26,13"
396,"29,25,14,33"
397,"28,37,5,17"
398,"37,40,5,23"
399,"44,36,14,13"
400,"31,23,22,34"
401,"10,46,43,13"
402,"30,48,43,40"
403,"42,26,49,35"
404,"12,36,34,46"
405,"28,16,45,29"
406,"2,30,7,29"
407,"13,4,17,14"
408,"25,20,41,7"
409,"4,19,41,43"
410,"38,34,25,35"
411,"33,15,4,12"
412,"39,46,43,10"
413,"14,43,34,41"
414,"34,22,9,6"
415,"26,45,32,47"
416,"1,29,47,44"
417,"26,29,16,10"
