simulation,selected_columns
0,"32,15,11,25"
1,"4,17,16,22"
2,"12,20,36,5"
3,"37,33,21,23"
4,"29,27,34,8"
5,"19,37,4,3"
6,"1,14,30,5"
7,"42,17,4,27"
8,"45,37,21,3"
9,"43,38,18,30"
10,"14,46,45,20"
11,"15,10,2,34"
12,"8,34,4,19"
13,"1,32,49,37"
14,"45,27,18,1"
15,"5,35,6,33"
16,"12,48,22,10"
17,"20,30,45,0"
18,"17,0,46,24"
19,"9,29,34,26"
20,"28,17,38,13"
21,"28,36,19,37"
22,"35,14,31,7"
23,"47,31,43,45"
24,"15,43,30,18"
25,"12,30,18,22"
26,"0,48,41,23"
27,"13,2,0,29"
28,"17,27,45,20"
29,"43,24,44,19"
30,"19,38,44,48"
31,"11,33,16,28"
32,"44,0,40,7"
33,"27,38,22,44"
34,"34,25,33,1"
35,"45,20,9,13"
36,"40,36,29,46"
37,"39,29,47,1"
38,"32,45,18,16"
39,"0,48,13,14"
40,"36,13,32,15"
41,"0,28,20,31"
42,"0,42,45,22"
43,"48,42,43,5"
44,"8,18,39,31"
45,"23,35,41,0"
46,"2,48,35,18"
47,"30,6,18,14"
48,"1,13,8,41"
49,"31,44,32,47"
50,"9,20,40,2"
51,"35,42,16,23"
52,"23,18,5,43"
53,"35,23,33,30"
54,"33,29,13,25"
55,"45,40,15,10"
56,"5,42,16,30"
57,"4,27,38,41"
58,"40,7,21,22"
59,"33,38,1,0"
60,"39,16,13,47"
61,"31,19,46,5"
62,"47,48,35,14"
63,"0,43,4,41"
64,"45,49,46,42"
65,"18,5,33,25"
66,"2,28,26,13"
67,"22,48,43,4"
68,"3,7,37,40"
69,"6,15,46,44"
70,"40,37,2,33"
71,"19,13,48,8"
72,"29,42,37,36"
73,"17,21,34,14"
74,"41,46,45,21"
75,"12,16,46,14"
76,"32,7,17,12"
77,"31,13,4,36"
78,"0,19,3,48"
79,"30,32,1,38"
80,"33,45,1,24"
81,"35,22,20,37"
82,"17,44,25,21"
83,"39,31,1,30"
84,"24,9,42,7"
85,"48,24,46,47"
86,"36,13,18,38"
87,"23,25,18,33"
88,"5,17,0,24"
89,"32,12,31,3"
90,"31,18,15,23"
91,"49,40,37,9"
92,"45,20,48,0"
93,"32,48,12,19"
94,"13,48,10,4"
95,"47,40,17,16"
96,"38,40,49,39"
97,"49,28,15,44"
98,"5,13,42,16"
99,"5,16,20,38"
100,"44,11,5,24"
101,"21,39,38,0"
102,"27,37,35,4"
103,"47,5,44,34"
104,"39,35,24,13"
105,"3,31,14,27"
106,"27,5,38,47"
107,"33,42,8,21"
108,"2,27,46,0"
109,"29,1,10,23"
110,"15,16,13,44"
111,"23,40,35,32"
112,"0,37,22,36"
113,"28,17,49,36"
114,"11,7,27,23"
115,"49,17,37,19"
116,"22,3,47,35"
117,"33,36,1,29"
118,"5,3,4,30"
119,"10,0,30,25"
120,"46,17,19,1"
121,"39,7,41,6"
122,"34,12,8,2"
123,"47,23,26,5"
124,"45,19,36,11"
125,"29,38,34,3"
126,"17,24,49,10"
127,"9,13,35,49"
128,"11,25,7,20"
129,"47,42,35,37"
130,"45,6,35,3"
131,"5,40,16,27"
132,"23,27,49,43"
133,"42,39,31,41"
134,"9,2,3,41"
135,"20,1,18,37"
136,"16,31,22,25"
137,"14,21,31,28"
138,"33,9,45,25"
139,"44,41,36,38"
140,"18,36,17,0"
141,"42,8,0,40"
142,"1,31,33,19"
143,"22,17,11,21"
144,"40,24,6,46"
145,"12,27,1,25"
146,"17,37,46,49"
147,"45,24,25,42"
148,"34,32,10,36"
149,"26,44,48,6"
150,"6,21,1,49"
151,"0,36,31,41"
152,"3,23,43,15"
153,"18,11,2,21"
154,"21,41,1,17"
155,"19,42,20,18"
156,"11,14,1,48"
157,"46,5,10,13"
158,"18,22,0,45"
159,"31,17,0,24"
160,"7,18,23,12"
161,"5,49,29,48"
162,"19,2,9,44"
163,"20,12,28,27"
164,"37,21,11,27"
165,"2,7,6,29"
166,"13,34,35,4"
167,"10,47,49,17"
168,"31,5,48,24"
169,"31,49,36,47"
170,"34,24,1,22"
171,"45,25,32,8"
172,"29,33,20,21"
173,"33,36,35,48"
174,"40,43,38,7"
175,"17,30,18,10"
176,"16,30,17,7"
177,"40,32,39,4"
178,"43,32,30,12"
179,"45,13,46,11"
180,"19,16,10,45"
181,"19,8,6,36"
182,"12,42,46,10"
183,"14,46,23,32"
184,"7,30,32,17"
185,"12,3,5,7"
186,"39,15,33,41"
187,"35,8,2,47"
188,"28,26,23,11"
189,"27,23,29,13"
190,"9,41,3,7"
191,"35,17,41,5"
192,"46,44,39,14"
193,"21,34,27,25"
194,"3,29,2,20"
195,"13,37,11,47"
196,"9,47,33,39"
197,"17,33,6,14"
198,"17,36,32,0"
199,"48,2,9,6"
200,"26,33,0,17"
201,"32,38,40,48"
202,"7,22,31,47"
203,"29,34,7,32"
204,"4,39,40,22"
205,"19,42,10,25"
206,"16,25,48,33"
207,"22,16,9,48"
208,"29,38,10,44"
209,"0,28,30,7"
210,"39,33,14,0"
211,"24,36,10,29"
212,"44,27,24,22"
213,"26,33,30,48"
214,"30,14,31,21"
215,"48,14,29,1"
216,"26,40,47,36"
217,"20,39,48,21"
218,"39,43,10,1"
219,"43,37,29,20"
220,"28,38,42,22"
221,"39,37,6,15"
222,"33,11,25,7"
223,"35,37,14,1"
224,"41,22,30,37"
225,"26,42,37,28"
226,"34,0,10,43"
227,"31,24,42,4"
228,"17,35,38,40"
229,"9,43,4,28"
230,"44,7,45,48"
231,"16,44,23,45"
232,"16,31,12,42"
233,"35,21,40,41"
234,"3,38,42,27"
235,"48,27,46,43"
236,"11,24,46,21"
237,"18,3,24,43"
238,"23,26,49,1"
239,"49,17,44,9"
240,"19,20,18,17"
241,"13,46,31,0"
242,"14,3,37,5"
243,"32,36,49,10"
244,"29,26,34,42"
245,"43,11,36,19"
246,"37,3,45,34"
247,"0,22,12,39"
248,"38,36,47,49"
249,"22,44,13,49"
250,"23,38,29,5"
251,"7,31,28,43"
252,"30,19,25,2"
253,"10,25,28,17"
254,"32,33,20,40"
255,"35,22,26,12"
256,"7,31,22,16"
257,"3,46,49,5"
258,"31,39,48,12"
259,"49,31,33,14"
260,"43,0,4,32"
261,"20,13,45,28"
262,"26,25,2,32"
263,"26,40,5,45"
264,"25,26,20,38"
265,"47,0,30,11"
266,"43,44,37,35"
267,"25,49,44,21"
268,"25,18,37,44"
269,"25,47,2,3"
270,"4,33,3,6"
271,"47,8,4,26"
272,"17,7,6,1"
273,"30,22,7,3"
274,"16,13,49,43"
275,"22,11,43,23"
276,"46,10,12,49"
277,"26,43,45,49"
278,"48,13,31,18"
279,"17,43,16,10"
280,"34,13,4,28"
281,"22,44,1,26"
282,"8,36,19,48"
283,"12,4,43,33"
284,"11,36,49,7"
285,"33,38,27,5"
286,"15,4,42,16"
287,"48,14,37,0"
288,"34,11,2,40"
289,"2,0,4,7"
290,"39,11,2,6"
291,"46,14,39,25"
292,"26,33,34,21"
293,"7,14,27,19"
294,"41,18,22,32"
295,"20,46,45,34"
296,"21,25,29,7"
297,"21,38,23,44"
298,"26,20,34,11"
299,"28,39,21,37"
300,"33,27,32,5"
301,"14,47,10,20"
302,"37,14,30,12"
303,"35,17,49,6"
304,"30,13,37,1"
305,"39,40,16,5"
