simulation,selected_columns
0,"21,35,24,31"
1,"21,16,43,31"
2,"11,13,43,29"
3,"10,5,2,42"
4,"21,3,25,19"
5,"45,1,25,14"
6,"34,5,37,0"
7,"12,13,11,22"
8,"1,17,20,37"
9,"0,10,47,29"
10,"13,1,39,21"
11,"19,12,25,41"
12,"30,8,27,36"
13,"28,12,0,10"
14,"35,16,24,18"
15,"3,29,12,44"
16,"22,1,49,11"
17,"14,30,41,27"
18,"19,35,26,34"
19,"49,44,17,41"
20,"6,34,5,14"
21,"17,49,8,6"
22,"18,40,14,30"
23,"26,21,37,27"
24,"46,21,25,9"
25,"15,21,48,46"
26,"33,23,42,22"
27,"10,29,18,25"
28,"30,26,29,14"
29,"29,44,21,46"
30,"22,24,14,1"
31,"19,0,9,40"
32,"33,38,40,31"
33,"47,27,29,37"
34,"37,19,34,8"
35,"8,24,10,30"
36,"36,19,33,6"
37,"39,22,20,27"
38,"25,45,49,10"
39,"7,28,38,49"
40,"37,30,20,38"
41,"49,1,34,38"
42,"26,44,4,41"
43,"11,32,27,41"
44,"43,36,48,7"
45,"45,32,21,23"
46,"29,0,21,8"
47,"23,13,29,7"
48,"26,23,32,5"
49,"0,13,30,48"
50,"11,32,3,37"
51,"46,24,44,20"
52,"3,48,36,19"
53,"31,33,14,46"
54,"36,20,43,47"
55,"16,15,31,5"
56,"43,2,47,36"
57,"33,4,27,28"
58,"2,43,16,8"
59,"20,39,30,41"
60,"43,16,40,29"
61,"44,39,38,12"
62,"30,39,14,34"
63,"7,11,41,8"
64,"37,12,31,19"
65,"20,28,18,35"
66,"36,45,48,2"
67,"45,30,33,44"
68,"43,46,16,3"
69,"40,9,45,32"
70,"17,42,0,37"
71,"27,18,6,38"
72,"15,30,29,47"
73,"31,40,22,7"
74,"41,26,22,33"
75,"41,33,7,23"
76,"2,36,38,33"
77,"46,44,10,5"
78,"11,16,1,7"
79,"33,45,42,31"
80,"23,6,38,4"
81,"29,35,32,1"
82,"24,3,37,36"
83,"17,16,19,8"
84,"6,8,23,17"
85,"6,38,33,47"
86,"9,34,17,16"
87,"26,6,43,48"
88,"49,17,37,7"
89,"37,25,18,5"
90,"19,40,34,0"
91,"44,18,26,0"
92,"13,8,34,44"
93,"36,47,32,0"
94,"44,8,12,7"
95,"41,40,47,20"
