simulation,selected_columns
0,"13,19,30,16"
1,"49,25,5,6"
2,"46,35,24,32"
3,"12,11,18,43"
4,"15,30,6,10"
5,"25,10,16,44"
6,"27,1,23,41"
7,"1,8,24,29"
8,"45,24,46,7"
9,"24,28,34,41"
10,"49,14,31,9"
11,"30,33,12,42"
12,"17,1,19,27"
13,"33,6,30,34"
14,"38,28,47,16"
15,"37,40,28,6"
16,"11,41,37,25"
17,"17,0,3,19"
18,"41,14,24,1"
19,"35,33,30,45"
20,"5,1,18,17"
21,"43,37,4,24"
22,"3,47,21,37"
23,"13,14,32,0"
24,"43,18,23,9"
25,"43,33,13,39"
26,"22,29,21,17"
27,"1,23,16,49"
28,"35,22,45,4"
29,"10,21,27,44"
30,"19,8,25,28"
31,"25,34,26,23"
32,"45,10,13,16"
33,"21,2,25,20"
34,"32,13,2,23"
35,"2,9,36,34"
36,"41,6,2,24"
37,"4,37,42,23"
38,"32,41,7,16"
39,"28,45,6,33"
40,"32,39,7,1"
41,"9,44,30,46"
42,"13,46,11,42"
43,"13,8,10,34"
44,"1,49,14,40"
45,"21,9,26,25"
46,"38,47,17,34"
47,"3,0,11,22"
48,"7,28,39,41"
49,"13,18,40,14"
50,"23,42,49,0"
51,"43,35,18,49"
52,"48,30,35,23"
53,"32,41,25,6"
54,"47,25,48,30"
55,"0,40,29,19"
56,"13,15,10,19"
57,"27,23,46,38"
58,"11,34,36,5"
59,"48,8,25,17"
60,"18,11,31,49"
61,"6,40,12,44"
62,"37,27,13,49"
63,"30,10,8,40"
64,"40,36,17,46"
65,"47,27,4,32"
66,"18,43,48,27"
67,"19,8,47,40"
68,"42,28,35,4"
69,"6,47,22,26"
70,"9,45,31,7"
71,"22,37,2,28"
72,"1,39,5,4"
73,"20,34,43,35"
74,"10,4,20,42"
75,"6,35,18,16"
76,"4,29,49,18"
77,"1,27,33,35"
78,"3,36,28,16"
79,"13,0,8,16"
80,"40,20,11,33"
81,"36,41,3,8"
82,"33,5,42,28"
83,"4,14,24,11"
84,"8,47,3,36"
85,"25,35,45,37"
86,"26,11,38,32"
87,"2,25,21,33"
88,"22,38,21,17"
89,"34,0,25,41"
90,"37,38,13,46"
91,"44,35,2,7"
92,"16,34,22,37"
93,"9,29,40,6"
94,"22,27,18,16"
95,"35,10,8,33"
96,"8,24,16,32"
97,"25,44,37,40"
98,"10,23,30,12"
99,"14,27,42,46"
100,"25,4,26,46"
101,"41,20,36,33"
102,"8,30,31,7"
103,"8,45,47,25"
104,"26,37,36,42"
105,"2,47,41,46"
106,"4,37,1,3"
107,"38,26,48,49"
108,"33,2,24,15"
109,"47,5,0,15"
110,"0,38,27,35"
111,"12,19,33,37"
112,"47,17,8,41"
113,"28,13,14,8"
114,"41,5,39,48"
115,"34,13,4,0"
116,"8,38,28,9"
117,"38,17,25,40"
118,"13,16,38,9"
119,"0,32,28,7"
120,"14,47,25,24"
121,"2,49,41,37"
122,"1,30,10,34"
123,"39,42,33,29"
124,"0,46,45,1"
125,"20,34,40,38"
126,"5,3,49,24"
127,"1,40,34,46"
128,"33,27,8,17"
129,"41,10,29,43"
130,"2,18,3,35"
131,"12,24,8,47"
132,"1,17,12,13"
133,"45,23,6,31"
134,"23,49,27,33"
135,"5,3,37,14"
136,"24,42,18,0"
137,"42,5,39,20"
138,"38,30,3,13"
139,"1,27,7,34"
140,"44,36,48,12"
141,"40,7,33,14"
142,"15,3,17,6"
143,"49,0,18,8"
144,"31,22,19,46"
145,"25,7,43,46"
146,"20,41,27,16"
147,"17,9,33,39"
148,"49,14,7,21"
149,"39,49,48,23"
150,"25,39,15,3"
151,"3,48,18,0"
152,"1,41,9,32"
153,"19,24,17,22"
154,"49,28,23,15"
155,"40,35,3,4"
156,"19,23,37,26"
157,"13,22,10,36"
158,"10,9,44,3"
159,"35,21,26,45"
160,"11,42,28,15"
161,"49,31,48,32"
162,"41,49,11,20"
163,"31,34,22,42"
164,"40,41,45,26"
165,"26,47,44,16"
166,"47,45,9,41"
167,"7,15,21,41"
168,"27,1,17,5"
169,"11,24,10,8"
170,"42,15,6,25"
171,"21,5,19,31"
172,"41,43,14,3"
173,"1,0,28,43"
174,"11,9,22,44"
175,"33,41,1,10"
176,"1,49,7,9"
177,"15,5,34,1"
178,"26,46,41,15"
179,"9,46,3,35"
180,"8,35,26,41"
181,"45,42,10,40"
182,"5,35,17,3"
183,"36,32,0,18"
184,"1,14,38,33"
185,"48,6,10,2"
186,"22,13,18,44"
187,"34,36,25,27"
188,"13,39,32,29"
189,"42,29,30,36"
190,"10,29,7,42"
191,"7,34,13,0"
192,"37,26,49,23"
193,"41,11,36,14"
194,"17,39,45,2"
195,"36,23,11,49"
196,"28,26,15,43"
197,"43,23,48,38"
198,"14,27,37,26"
199,"18,0,30,26"
200,"49,4,10,36"
201,"8,17,4,2"
202,"24,20,26,17"
203,"39,48,10,5"
204,"49,28,38,18"
205,"5,33,19,22"
206,"38,29,40,12"
207,"28,10,49,14"
208,"20,26,25,42"
209,"14,46,11,21"
210,"42,3,45,19"
211,"19,45,38,27"
212,"16,30,15,12"
213,"8,7,30,43"
214,"36,38,39,22"
215,"21,7,30,0"
