simulation,selected_columns
0,"45,43,44,0"
1,"19,18,23,43"
2,"36,40,34,7"
3,"0,22,9,17"
4,"0,3,39,14"
5,"8,5,1,46"
6,"1,45,41,15"
7,"35,49,1,18"
8,"6,9,2,28"
9,"4,23,20,16"
10,"28,11,16,15"
11,"33,23,41,25"
12,"31,20,15,3"
13,"46,39,33,0"
14,"39,20,31,3"
15,"14,34,15,33"
16,"15,46,10,16"
17,"3,47,41,49"
18,"2,23,18,8"
19,"30,20,40,27"
20,"19,41,22,13"
21,"30,4,12,46"
22,"6,1,10,35"
23,"25,4,24,13"
24,"10,13,43,33"
25,"37,43,35,3"
26,"24,3,10,39"
27,"36,6,23,44"
28,"17,5,26,6"
29,"10,37,23,18"
30,"19,1,39,24"
31,"28,44,45,46"
32,"23,27,11,49"
33,"23,25,36,49"
34,"15,6,26,40"
35,"23,43,34,4"
36,"36,22,32,15"
37,"8,47,14,42"
38,"39,49,7,11"
39,"33,14,15,23"
40,"6,14,18,34"
41,"13,7,28,45"
42,"18,27,23,48"
43,"28,42,48,16"
44,"44,14,31,16"
45,"23,48,19,39"
46,"6,9,24,39"
47,"9,19,1,49"
48,"5,3,13,34"
49,"46,24,36,47"
50,"4,24,1,42"
51,"31,28,23,17"
52,"8,17,25,4"
53,"24,32,18,31"
54,"36,37,5,18"
55,"39,29,28,32"
56,"43,21,42,46"
57,"41,19,31,24"
58,"42,24,20,44"
59,"17,18,34,39"
60,"34,6,44,17"
61,"20,15,31,30"
62,"39,49,44,10"
63,"28,39,22,20"
64,"0,48,33,20"
65,"9,32,43,0"
66,"5,28,42,48"
67,"6,35,8,15"
68,"33,16,34,41"
69,"42,36,26,28"
70,"48,13,3,24"
71,"0,48,23,37"
72,"29,33,26,8"
73,"10,44,36,41"
74,"36,33,38,22"
75,"47,15,35,6"
76,"15,13,10,43"
77,"39,14,43,15"
78,"49,21,34,26"
79,"48,28,1,30"
80,"39,6,25,37"
81,"42,39,27,21"
82,"8,20,40,45"
83,"1,26,7,33"
84,"14,31,22,30"
85,"28,14,43,44"
86,"5,21,45,0"
87,"8,20,37,26"
88,"47,10,36,16"
89,"18,31,36,46"
90,"20,29,13,23"
91,"30,31,6,49"
92,"34,27,17,11"
93,"28,13,11,25"
94,"13,40,46,0"
95,"17,32,5,41"
96,"48,32,20,10"
97,"14,30,19,49"
98,"41,45,34,11"
99,"1,0,49,13"
100,"39,2,7,12"
101,"25,21,35,32"
102,"41,39,4,44"
103,"18,9,35,37"
104,"47,32,4,39"
105,"30,6,32,31"
106,"8,36,42,3"
107,"13,25,46,34"
108,"2,5,18,25"
109,"29,8,7,19"
110,"13,37,39,9"
111,"11,29,49,9"
112,"16,39,5,3"
113,"29,24,30,1"
114,"6,43,36,11"
115,"0,26,48,14"
116,"33,20,13,39"
117,"8,14,39,7"
118,"11,2,0,6"
119,"21,33,8,45"
120,"13,31,37,44"
121,"35,46,49,41"
122,"24,20,13,26"
123,"39,24,46,19"
124,"31,48,15,33"
125,"24,40,15,41"
126,"19,40,12,2"
127,"27,46,15,34"
128,"48,0,6,30"
129,"16,45,17,11"
130,"39,30,15,26"
131,"14,39,44,13"
132,"8,19,41,45"
133,"18,49,41,14"
134,"2,45,12,7"
135,"23,19,29,31"
136,"24,17,9,0"
137,"7,17,1,46"
138,"19,16,25,17"
139,"24,34,8,45"
140,"26,5,37,14"
141,"18,11,32,29"
142,"48,9,10,11"
143,"22,31,5,3"
144,"19,2,36,35"
145,"32,11,19,2"
146,"48,23,30,28"
147,"42,12,38,2"
148,"19,6,35,2"
149,"6,23,34,32"
150,"34,9,7,3"
151,"8,48,17,21"
152,"6,3,39,37"
153,"34,11,5,31"
154,"21,26,3,30"
155,"8,43,11,20"
156,"40,3,42,26"
157,"38,42,46,1"
158,"5,31,19,43"
159,"17,15,25,32"
160,"31,0,24,29"
161,"32,5,0,34"
162,"0,26,43,11"
163,"46,22,39,13"
164,"39,24,10,32"
165,"15,26,32,31"
166,"8,39,33,24"
167,"48,21,37,43"
168,"49,8,3,44"
169,"33,29,48,42"
170,"30,44,6,37"
171,"10,48,28,17"
172,"28,17,3,43"
173,"49,8,25,21"
174,"13,12,0,21"
175,"37,42,41,40"
176,"28,19,18,7"
177,"11,32,17,45"
178,"21,17,9,38"
179,"16,29,24,37"
180,"26,9,27,38"
181,"36,33,3,37"
182,"38,8,44,18"
183,"18,11,41,34"
184,"43,49,37,19"
185,"2,43,32,18"
186,"10,33,15,25"
187,"36,4,37,2"
188,"35,24,10,25"
189,"10,46,45,0"
190,"47,27,9,39"
191,"32,41,47,14"
192,"43,35,25,1"
193,"18,38,22,2"
194,"36,4,27,23"
195,"19,26,44,39"
196,"3,28,44,19"
197,"6,16,49,8"
198,"43,32,24,21"
199,"31,26,43,49"
200,"41,1,24,22"
201,"11,0,48,32"
202,"16,6,23,45"
203,"34,15,27,10"
204,"39,36,41,14"
205,"39,45,6,49"
206,"49,36,45,20"
207,"22,28,10,14"
208,"9,44,42,11"
209,"49,15,20,28"
210,"10,5,1,18"
211,"16,22,20,37"
212,"30,20,15,25"
213,"18,40,42,24"
214,"18,29,6,22"
215,"18,32,31,46"
216,"21,11,41,12"
217,"21,37,45,14"
218,"5,10,41,16"
219,"40,10,8,43"
220,"35,4,43,18"
