simulation,selected_columns
0,"0,34,32,6"
1,"11,44,13,6"
2,"8,16,6,25"
3,"25,9,45,3"
4,"19,28,18,26"
5,"24,15,37,31"
6,"12,46,16,28"
7,"0,43,40,6"
8,"37,33,11,26"
9,"39,38,17,47"
10,"23,35,18,5"
11,"4,42,39,48"
12,"12,49,35,26"
13,"9,45,12,11"
14,"7,45,27,36"
15,"48,1,29,30"
16,"13,26,40,43"
17,"20,39,30,17"
18,"33,38,44,8"
19,"23,9,46,0"
20,"35,9,18,38"
21,"10,43,6,5"
22,"40,27,19,20"
23,"48,6,28,43"
24,"42,33,38,24"
25,"2,45,36,16"
26,"6,18,4,28"
27,"47,2,25,10"
28,"7,44,11,48"
29,"26,21,35,34"
30,"20,22,26,5"
31,"7,46,37,44"
32,"36,32,20,41"
33,"37,8,36,46"
34,"8,21,16,26"
35,"30,17,11,1"
36,"7,26,29,23"
37,"6,0,4,19"
38,"42,25,12,43"
39,"26,29,44,48"
40,"33,5,30,34"
41,"32,38,13,28"
42,"18,11,29,4"
43,"6,45,21,11"
44,"36,28,37,32"
45,"34,12,31,19"
46,"27,19,4,34"
47,"24,8,45,49"
48,"9,10,41,2"
49,"35,46,47,29"
50,"31,33,46,6"
51,"27,6,21,47"
52,"0,2,10,6"
53,"26,4,33,17"
54,"9,46,14,38"
55,"6,1,12,38"
56,"15,21,49,46"
57,"20,24,27,8"
58,"33,49,2,1"
59,"1,12,42,11"
60,"36,6,32,8"
61,"10,22,38,12"
62,"38,40,43,35"
63,"24,46,29,16"
64,"19,4,10,8"
65,"37,24,41,28"
66,"3,17,2,21"
67,"3,47,4,16"
68,"22,35,13,16"
69,"19,31,25,2"
70,"20,9,17,25"
71,"30,49,37,35"
72,"44,1,49,37"
73,"24,49,27,1"
74,"44,42,4,38"
75,"28,1,2,16"
76,"24,8,40,43"
77,"31,30,6,38"
78,"19,11,26,39"
79,"19,21,23,16"
80,"3,29,39,21"
81,"36,17,7,43"
82,"5,26,39,49"
83,"10,9,21,33"
84,"8,42,22,17"
85,"42,37,34,40"
86,"30,25,6,48"
87,"34,36,17,14"
88,"36,7,31,41"
89,"35,17,20,47"
90,"6,31,44,4"
91,"9,7,47,18"
92,"23,35,27,29"
93,"17,49,2,25"
94,"28,17,36,44"
95,"32,26,15,44"
96,"1,19,29,31"
97,"24,3,31,33"
98,"16,30,41,4"
99,"6,48,22,29"
100,"42,10,15,24"
101,"10,38,29,34"
102,"35,27,5,17"
103,"18,24,49,5"
104,"22,38,26,49"
105,"11,36,14,10"
106,"43,22,46,32"
107,"38,21,41,42"
108,"1,4,28,40"
109,"29,45,23,20"
110,"12,28,14,41"
111,"6,26,4,35"
112,"32,0,11,45"
113,"23,29,45,38"
114,"6,23,0,47"
115,"0,49,17,19"
116,"28,38,32,46"
117,"27,3,32,21"
118,"28,45,8,11"
119,"49,30,8,11"
120,"47,8,29,20"
121,"34,37,14,40"
122,"39,8,5,33"
123,"6,26,48,31"
124,"38,29,0,37"
125,"32,11,17,21"
126,"20,7,17,14"
127,"45,30,34,26"
128,"42,38,35,19"
129,"31,9,8,10"
130,"17,1,22,39"
131,"14,30,46,19"
132,"21,34,4,36"
133,"18,41,19,12"
134,"5,47,37,25"
135,"11,13,41,27"
136,"34,18,41,45"
137,"35,0,26,24"
138,"7,47,13,2"
139,"39,17,25,43"
140,"46,39,16,10"
141,"45,5,33,19"
142,"24,26,42,36"
143,"31,32,34,42"
144,"49,34,10,6"
145,"46,29,16,3"
146,"17,41,22,12"
147,"23,21,6,25"
148,"49,0,8,47"
149,"37,26,8,33"
150,"30,37,47,31"
151,"48,17,3,29"
152,"49,9,8,23"
153,"37,25,32,5"
154,"8,20,30,15"
155,"41,19,7,31"
156,"14,0,22,27"
157,"34,9,28,6"
158,"38,10,34,48"
159,"49,33,16,17"
160,"15,43,0,13"
161,"21,5,4,10"
162,"40,35,6,18"
163,"48,18,39,6"
164,"42,3,13,31"
165,"4,24,30,39"
166,"30,39,28,20"
167,"2,19,18,8"
168,"26,31,6,23"
169,"19,44,25,32"
170,"12,7,46,4"
171,"27,18,1,44"
172,"6,27,20,46"
173,"14,30,29,1"
174,"20,35,0,39"
175,"35,42,6,16"
176,"48,13,33,47"
177,"12,26,46,28"
178,"25,37,29,11"
179,"48,32,1,47"
180,"11,35,39,10"
181,"26,18,47,48"
182,"31,14,45,25"
183,"30,29,15,40"
184,"35,27,31,11"
185,"39,27,19,26"
186,"17,14,16,1"
187,"19,41,38,37"
188,"40,16,37,48"
189,"16,23,18,33"
190,"31,2,46,45"
191,"4,22,26,28"
192,"46,21,5,37"
193,"27,35,2,42"
194,"4,19,45,33"
195,"17,21,27,8"
196,"33,40,45,3"
197,"31,38,7,24"
198,"4,13,15,34"
199,"41,5,4,33"
