simulation,selected_columns
0,"16,3,29,7"
1,"0,17,8,19"
2,"3,15,28,30"
3,"32,38,24,44"
4,"27,49,47,14"
5,"1,3,39,26"
6,"29,21,34,16"
7,"1,17,10,22"
8,"21,36,1,22"
9,"11,9,0,45"
10,"18,43,16,12"
11,"7,42,19,36"
12,"46,37,40,0"
13,"46,36,21,27"
14,"45,13,29,30"
15,"48,40,2,18"
16,"37,29,42,40"
17,"47,37,16,11"
18,"33,14,6,16"
19,"18,22,28,38"
20,"35,40,39,2"
21,"47,7,33,2"
22,"35,13,2,45"
23,"20,14,37,10"
24,"12,23,48,1"
25,"33,21,17,25"
26,"46,35,28,27"
27,"15,2,21,48"
28,"0,9,28,5"
29,"10,16,45,9"
30,"11,23,33,17"
31,"22,21,34,18"
32,"27,49,30,31"
33,"26,32,0,30"
34,"39,24,7,22"
35,"19,28,46,15"
36,"44,28,0,15"
37,"47,32,41,34"
38,"30,49,46,13"
39,"6,49,41,26"
40,"9,6,39,24"
41,"44,33,45,12"
42,"10,42,34,30"
43,"11,45,37,49"
44,"43,17,30,46"
45,"35,44,42,8"
46,"47,25,46,38"
47,"16,29,15,13"
48,"10,1,14,44"
49,"1,17,11,27"
50,"13,30,25,19"
51,"41,12,24,26"
52,"29,27,10,4"
53,"29,34,14,47"
54,"39,20,27,0"
55,"46,35,1,36"
56,"44,25,0,30"
57,"14,15,34,10"
58,"41,10,11,24"
59,"43,32,49,17"
60,"2,29,26,34"
61,"9,46,20,0"
62,"13,15,8,38"
63,"9,37,15,24"
64,"29,34,38,36"
65,"0,47,36,3"
66,"38,29,31,5"
67,"19,21,11,29"
68,"10,47,41,40"
69,"44,37,35,36"
70,"38,42,25,45"
71,"37,2,38,41"
72,"12,21,17,11"
73,"41,27,14,11"
74,"18,4,1,43"
75,"1,5,28,22"
76,"15,0,12,18"
77,"5,28,35,24"
78,"42,35,39,30"
79,"41,3,17,13"
80,"9,22,49,7"
81,"1,17,45,48"
82,"35,30,44,0"
83,"14,27,23,47"
84,"4,20,19,44"
85,"23,26,48,17"
86,"9,47,39,6"
87,"25,20,32,22"
88,"3,46,23,42"
89,"27,7,4,39"
90,"7,31,23,15"
91,"10,42,17,29"
92,"23,25,37,43"
93,"43,48,45,39"
94,"44,39,43,37"
95,"49,11,10,44"
96,"39,13,22,42"
97,"31,8,27,14"
98,"4,29,31,47"
99,"27,28,7,45"
100,"48,35,14,45"
101,"44,23,45,19"
102,"42,27,31,47"
103,"27,5,37,25"
104,"34,4,37,42"
105,"0,7,41,15"
106,"15,13,4,0"
107,"11,9,25,34"
108,"10,38,33,28"
109,"31,15,16,4"
110,"2,33,46,12"
111,"20,30,7,26"
112,"18,29,14,12"
113,"12,4,2,24"
114,"36,32,35,4"
115,"38,30,19,12"
116,"10,16,6,4"
117,"43,9,36,12"
118,"39,44,7,49"
119,"17,30,40,37"
120,"4,3,33,15"
121,"19,21,28,27"
122,"49,15,48,42"
123,"5,39,11,31"
124,"30,25,40,12"
125,"44,20,16,38"
126,"18,29,33,46"
127,"10,49,21,17"
128,"6,30,47,32"
129,"45,26,49,22"
130,"48,39,17,26"
131,"39,43,17,0"
132,"6,44,17,32"
133,"30,43,23,3"
134,"34,25,21,8"
135,"2,29,45,34"
136,"1,11,37,20"
137,"25,2,41,20"
138,"43,15,35,38"
139,"9,5,8,15"
140,"44,20,8,45"
141,"14,27,5,44"
142,"41,18,1,9"
143,"14,46,40,49"
144,"17,22,28,37"
145,"48,41,40,27"
146,"9,46,47,10"
147,"23,44,46,12"
148,"23,47,38,15"
149,"11,23,46,18"
150,"48,47,49,46"
151,"5,39,19,8"
152,"48,18,12,46"
153,"18,8,28,45"
154,"48,27,19,8"
155,"26,33,7,9"
156,"36,30,42,12"
157,"10,19,7,34"
158,"48,28,47,19"
159,"25,16,4,9"
160,"44,7,4,22"
161,"36,35,33,42"
162,"45,29,47,7"
163,"43,39,11,31"
164,"7,30,10,1"
165,"4,39,22,12"
166,"45,11,16,18"
167,"14,12,36,32"
168,"37,11,22,40"
169,"2,22,19,47"
170,"38,41,40,7"
171,"14,3,5,33"
172,"12,1,19,47"
173,"17,43,24,9"
174,"36,11,38,20"
175,"8,44,7,13"
176,"29,18,33,2"
177,"2,31,16,25"
178,"12,25,47,28"
179,"27,45,25,32"
180,"49,34,17,15"
181,"11,16,45,12"
182,"32,3,43,39"
183,"28,30,47,43"
184,"22,34,15,24"
185,"37,45,34,3"
186,"7,49,30,14"
187,"34,4,2,35"
188,"43,29,20,16"
189,"12,30,48,28"
190,"42,39,36,19"
191,"32,48,41,46"
192,"11,27,13,33"
193,"45,0,37,24"
194,"38,47,16,6"
195,"40,42,35,1"
196,"2,37,46,25"
197,"34,0,18,38"
198,"10,19,43,42"
199,"49,42,30,11"
200,"22,20,17,41"
201,"25,41,7,20"
202,"3,7,19,15"
203,"11,34,43,2"
204,"17,47,5,40"
205,"3,10,19,28"
206,"48,37,38,34"
207,"29,36,11,25"
208,"16,48,45,11"
209,"11,7,31,6"
210,"23,18,22,0"
211,"48,21,11,41"
212,"44,9,34,6"
213,"33,35,4,10"
214,"32,24,42,38"
215,"28,35,15,25"
216,"22,42,25,4"
217,"30,6,33,26"
218,"40,43,32,2"
219,"8,36,44,32"
220,"15,20,41,39"
221,"29,5,46,23"
222,"40,9,49,20"
223,"34,2,15,8"
224,"0,48,7,24"
225,"45,11,37,25"
226,"46,27,8,38"
227,"20,0,17,7"
228,"17,13,23,7"
229,"31,6,28,11"
230,"16,18,25,27"
231,"10,8,17,6"
232,"20,43,34,5"
233,"0,37,32,2"
234,"3,31,25,12"
235,"11,23,3,47"
236,"3,34,5,48"
237,"11,48,31,40"
238,"12,0,21,2"
239,"13,6,5,19"
240,"6,9,35,25"
241,"2,5,11,0"
242,"3,20,17,49"
243,"30,10,26,8"
244,"25,46,40,24"
245,"29,2,42,7"
246,"23,39,5,48"
247,"23,30,47,3"
248,"29,16,35,2"
249,"3,14,32,13"
250,"25,15,1,35"
251,"40,7,2,49"
252,"7,15,14,31"
253,"0,33,12,18"
254,"12,18,38,34"
255,"22,18,42,16"
256,"18,12,49,42"
257,"43,20,42,47"
258,"1,12,38,11"
259,"18,4,41,9"
260,"5,8,43,49"
261,"28,9,10,7"
262,"35,4,6,39"
263,"11,35,21,15"
264,"27,3,33,15"
265,"41,29,4,13"
266,"33,1,42,13"
267,"16,24,3,42"
268,"9,22,7,2"
269,"2,44,43,8"
270,"40,34,49,41"
271,"49,14,6,29"
272,"6,4,39,9"
273,"35,24,3,33"
