simulation,selected_columns
0,"48,3,32,12"
1,"29,34,20,36"
2,"17,16,43,31"
3,"44,26,0,18"
4,"8,48,30,18"
5,"43,12,10,17"
6,"13,35,9,19"
7,"39,49,38,10"
8,"34,13,10,37"
9,"4,7,31,12"
10,"5,49,11,22"
11,"21,7,36,4"
12,"31,8,36,3"
13,"0,24,20,9"
14,"37,21,13,1"
15,"26,20,30,9"
16,"36,26,44,15"
17,"7,44,31,9"
18,"4,44,20,5"
19,"14,41,12,30"
20,"23,6,36,8"
21,"22,4,18,44"
22,"41,4,21,15"
23,"40,3,26,6"
24,"43,17,11,32"
25,"47,45,34,23"
26,"48,44,27,26"
27,"4,23,8,47"
28,"19,26,41,11"
29,"37,28,34,14"
30,"40,48,37,31"
31,"27,11,39,47"
32,"38,31,15,14"
33,"34,18,14,16"
34,"20,0,44,30"
35,"30,43,41,9"
36,"0,29,47,9"
37,"44,29,10,1"
38,"32,21,36,48"
39,"19,29,35,21"
40,"11,37,10,0"
41,"30,2,4,20"
42,"7,9,41,43"
43,"4,1,14,16"
44,"31,43,0,20"
45,"23,30,37,28"
46,"9,8,47,30"
47,"29,32,1,36"
48,"30,34,45,28"
49,"8,22,49,36"
50,"48,24,33,49"
51,"4,5,43,35"
52,"3,7,14,15"
53,"38,3,5,15"
54,"44,27,2,3"
55,"49,20,44,33"
56,"18,21,29,20"
57,"26,43,9,7"
58,"47,20,14,33"
59,"41,28,4,42"
60,"24,17,11,47"
61,"23,0,5,26"
62,"26,38,46,31"
63,"6,47,39,44"
64,"2,30,8,21"
65,"10,27,42,32"
66,"25,20,4,10"
67,"27,26,6,48"
68,"11,27,5,8"
69,"44,45,6,21"
70,"7,16,22,1"
71,"31,38,3,14"
72,"20,9,44,5"
73,"48,41,26,44"
74,"19,15,25,20"
75,"10,34,42,29"
76,"9,5,41,8"
77,"33,21,43,16"
78,"22,45,44,31"
79,"25,13,15,38"
80,"49,13,28,25"
81,"42,32,24,44"
82,"12,29,22,44"
83,"12,6,23,7"
84,"10,26,20,34"
85,"6,33,22,48"
86,"28,43,1,13"
87,"23,37,26,47"
88,"34,35,11,6"
89,"10,38,28,6"
90,"20,34,39,43"
91,"45,25,48,31"
92,"46,5,27,42"
93,"11,39,23,43"
94,"39,0,14,36"
95,"7,17,16,20"
96,"44,45,21,1"
97,"43,33,3,24"
98,"4,8,30,27"
99,"46,36,41,34"
100,"19,29,38,48"
101,"7,33,34,10"
102,"13,2,10,48"
103,"24,28,10,31"
104,"12,38,19,14"
105,"22,40,23,38"
106,"40,43,29,37"
107,"17,13,39,38"
108,"13,47,29,17"
109,"2,11,20,7"
110,"27,42,39,4"
111,"2,4,19,30"
112,"27,13,33,5"
113,"12,14,15,42"
114,"7,13,47,28"
115,"31,23,0,26"
116,"42,26,18,43"
117,"16,49,11,26"
118,"35,3,15,9"
119,"26,38,17,6"
120,"40,41,8,7"
121,"36,11,22,17"
122,"1,35,9,12"
123,"21,37,0,8"
124,"31,33,8,42"
125,"4,21,11,39"
126,"2,40,42,31"
127,"8,16,7,27"
128,"5,7,39,0"
129,"44,29,19,45"
130,"20,8,24,21"
131,"46,14,35,29"
132,"44,29,25,2"
133,"11,7,8,31"
134,"14,8,37,17"
135,"3,25,45,21"
136,"13,11,41,48"
137,"4,24,35,28"
138,"47,8,12,25"
139,"24,6,41,45"
140,"27,44,19,20"
141,"13,38,10,20"
142,"12,40,32,27"
