simulation,selected_columns
0,"39,7,42,31"
1,"20,15,43,34"
2,"24,5,39,47"
3,"36,23,7,31"
4,"42,1,0,32"
5,"33,44,2,19"
6,"29,48,35,31"
7,"49,45,16,4"
8,"21,1,20,26"
9,"29,35,24,21"
10,"49,41,8,43"
11,"23,47,44,42"
12,"2,10,36,32"
13,"35,19,28,9"
14,"2,0,1,40"
15,"16,30,23,7"
16,"16,41,20,19"
17,"10,37,31,20"
18,"49,8,23,16"
19,"2,49,6,33"
20,"29,6,43,33"
21,"8,37,18,27"
22,"23,21,4,31"
23,"40,8,36,19"
24,"18,35,47,48"
25,"31,14,32,4"
26,"28,4,44,46"
27,"38,12,16,18"
28,"32,20,12,22"
29,"9,37,41,10"
30,"0,33,46,30"
31,"36,3,24,7"
32,"12,38,2,26"
33,"20,23,7,39"
34,"28,31,32,34"
35,"8,4,27,24"
36,"23,26,7,13"
37,"36,22,9,28"
38,"30,45,36,10"
39,"2,39,20,14"
40,"26,21,41,47"
41,"14,44,40,39"
42,"2,13,22,46"
43,"9,27,45,22"
44,"13,6,3,42"
45,"11,12,13,26"
46,"17,48,18,32"
47,"19,38,34,49"
48,"20,24,6,21"
49,"42,3,22,23"
50,"42,14,38,5"
51,"35,7,30,16"
52,"22,9,8,33"
53,"16,32,27,15"
54,"33,44,4,46"
55,"11,26,39,34"
56,"35,24,4,25"
57,"39,13,34,45"
58,"29,12,48,16"
59,"1,5,17,20"
60,"16,11,2,9"
61,"13,12,38,49"
62,"31,17,15,32"
63,"5,43,27,10"
64,"16,27,15,44"
65,"48,23,20,36"
66,"47,44,27,22"
67,"30,10,25,46"
68,"46,29,9,21"
69,"47,48,44,41"
70,"20,6,49,8"
71,"15,4,14,12"
72,"47,15,13,24"
73,"14,26,27,9"
74,"19,41,22,15"
75,"7,11,13,41"
76,"12,24,4,13"
77,"49,31,37,26"
78,"1,30,6,12"
79,"15,38,8,13"
80,"33,11,13,6"
81,"15,10,33,0"
82,"11,14,47,12"
83,"17,0,46,43"
84,"0,38,34,9"
85,"19,27,11,7"
86,"15,24,4,44"
87,"8,0,15,46"
88,"28,22,39,45"
89,"40,23,10,43"
90,"46,14,19,34"
91,"3,39,7,41"
92,"15,27,36,5"
93,"7,5,36,27"
94,"10,20,43,44"
95,"47,10,36,46"
96,"9,11,42,17"
97,"3,26,29,6"
98,"5,36,40,2"
99,"22,39,27,6"
100,"21,9,40,45"
101,"5,19,30,23"
102,"41,0,34,12"
103,"14,22,2,0"
104,"15,3,9,31"
105,"23,32,22,25"
106,"46,28,5,45"
107,"14,12,22,29"
108,"46,29,49,33"
109,"36,20,9,16"
110,"18,34,3,22"
111,"2,46,43,48"
112,"24,34,21,18"
113,"13,3,6,40"
114,"29,19,14,2"
115,"25,6,20,48"
116,"9,2,15,32"
117,"11,10,16,19"
118,"34,14,25,36"
119,"34,23,41,17"
120,"40,30,46,32"
121,"13,12,17,3"
122,"17,11,36,47"
123,"1,8,43,22"
124,"7,15,6,40"
125,"31,10,21,34"
126,"28,40,37,24"
127,"33,45,46,19"
128,"20,2,37,29"
129,"13,22,33,3"
130,"22,11,46,5"
131,"28,18,27,5"
132,"35,49,7,6"
133,"36,21,42,6"
134,"11,43,29,24"
135,"37,9,21,24"
136,"43,29,35,13"
137,"28,1,42,18"
138,"2,9,42,46"
139,"39,24,40,8"
140,"2,12,32,39"
141,"4,20,10,36"
142,"30,25,4,6"
143,"31,41,34,40"
144,"7,10,41,24"
145,"34,4,6,32"
146,"0,26,5,24"
147,"11,3,33,13"
148,"37,10,49,7"
149,"41,27,35,28"
150,"23,30,7,47"
151,"29,32,5,19"
152,"9,33,4,45"
153,"2,40,37,10"
154,"28,13,22,24"
155,"29,43,0,20"
156,"2,31,25,32"
157,"3,6,38,9"
158,"36,34,31,47"
159,"27,4,47,25"
160,"5,15,32,34"
161,"18,26,36,37"
162,"46,27,21,47"
163,"41,44,8,43"
164,"24,37,36,4"
165,"8,49,22,0"
166,"9,3,38,1"
167,"18,49,25,13"
168,"1,30,20,49"
169,"20,25,18,4"
170,"13,41,28,19"
171,"13,48,31,3"
172,"24,27,16,5"
173,"3,28,5,29"
174,"11,13,14,36"
175,"32,0,13,35"
176,"4,43,19,5"
177,"39,47,12,28"
178,"18,49,14,33"
179,"29,47,34,4"
180,"4,9,38,2"
181,"20,24,28,7"
182,"21,41,12,27"
183,"44,48,5,38"
184,"43,44,8,26"
185,"15,19,41,30"
186,"30,41,29,33"
187,"27,16,47,43"
188,"43,39,5,28"
189,"34,48,24,25"
190,"46,36,25,27"
191,"45,44,5,28"
192,"20,10,44,8"
193,"43,34,38,23"
194,"3,5,28,7"
195,"17,3,16,47"
196,"31,13,25,33"
197,"30,38,29,3"
198,"47,17,21,16"
199,"16,40,41,11"
