simulation,selected_columns
0,"59,45,61,11,25,82,50,36,95,29,0,32,4,43,28,55,14,65,81"
1,"46,50,45,9,44,34,33,91,17,65,15,7,87,53,97,13,75,58,59"
2,"4,32,33,98,35,12,36,14,80,16,77,18,2,97,46,47,62,92,63"
3,"54,60,63,36,61,99,71,84,48,51,79,74,72,1,64,50,9,43,8"
4,"30,17,97,76,85,59,8,79,15,94,66,71,44,50,55,89,3,62,43"
5,"25,7,14,70,85,30,79,22,65,49,75,4,51,20,16,40,86,60,12"
6,"30,57,98,29,47,77,62,17,87,35,85,83,65,53,42,43,10,86,54"
7,"24,1,91,75,74,47,27,98,37,22,49,79,8,35,56,85,92,59,67"
8,"82,49,97,39,63,45,31,26,57,58,14,11,66,81,74,90,16,4,86"
9,"28,55,12,99,32,92,3,2,52,96,34,16,24,30,43,44,31,6,84"
10,"86,44,39,65,5,57,22,94,3,59,4,41,6,68,83,58,47,37,42"
11,"70,42,79,58,88,1,92,8,89,53,76,94,37,83,15,22,84,95,3"
12,"3,99,54,4,90,40,50,11,56,52,10,71,94,69,15,57,34,79,97"
13,"49,85,98,53,91,40,82,38,1,84,55,80,57,39,60,37,89,54,15"
14,"82,45,9,87,13,47,99,97,59,94,70,22,53,90,62,57,33,12,76"
15,"97,2,53,83,45,55,85,43,65,62,91,94,16,84,44,51,63,3,60"
16,"31,12,90,76,39,95,79,74,28,24,75,57,45,49,1,65,67,81,14"
17,"64,99,55,65,37,62,2,10,38,87,41,35,3,33,6,15,45,85,61"
18,"52,47,34,83,87,38,8,25,56,78,0,65,32,85,96,31,92,57,21"
19,"29,51,39,95,30,65,89,37,12,73,3,93,32,19,0,47,78,21,71"
20,"78,46,33,89,8,50,42,67,80,60,90,66,71,68,2,5,52,91,17"
21,"67,50,20,95,18,2,61,36,0,26,11,54,56,48,75,97,87,58,94"
22,"1,44,61,48,18,56,60,88,10,31,77,0,17,2,14,92,41,19,4"
23,"88,62,39,64,93,1,66,77,68,85,69,9,16,83,72,36,24,84,43"
24,"1,76,17,25,69,75,67,54,90,8,72,82,98,56,51,64,7,28,58"
25,"48,95,99,62,39,88,67,28,57,50,36,51,54,0,90,63,74,60,34"
26,"98,3,85,15,89,63,72,49,66,42,54,93,24,37,53,55,46,76,67"
27,"60,91,75,88,15,77,10,37,2,27,22,16,78,47,74,83,4,26,32"
28,"51,82,69,48,13,20,25,80,43,2,8,61,39,67,19,92,86,10,58"
29,"87,2,19,92,67,21,61,34,4,49,45,17,22,99,69,93,27,57,56"
30,"6,19,10,24,33,96,38,5,9,27,35,49,86,23,21,83,56,45,16"
31,"71,91,74,1,8,38,86,60,65,78,93,72,7,68,57,43,39,45,14"
32,"40,5,28,86,73,4,31,90,88,94,14,32,62,92,66,39,38,19,78"
33,"10,5,61,93,92,65,36,23,15,39,60,26,17,66,58,81,54,8,34"
34,"52,31,24,26,8,66,38,64,74,96,94,6,46,48,87,61,19,92,69"
35,"38,69,3,77,9,2,56,44,4,17,50,95,87,52,21,32,67,66,26"
36,"1,74,22,52,69,34,59,83,61,4,9,39,65,47,29,77,38,30,84"
37,"34,26,22,59,89,27,53,47,28,38,12,37,6,60,79,54,63,90,64"
38,"61,69,25,32,49,73,42,36,95,5,14,30,18,67,11,27,76,10,56"
39,"92,63,16,20,44,71,74,8,69,59,70,54,90,14,6,53,82,60,64"
40,"84,79,0,64,96,41,56,73,53,19,60,80,83,87,4,77,90,3,7"
41,"22,93,90,29,39,57,33,53,18,0,47,20,38,10,64,8,95,1,55"
42,"75,48,44,52,72,83,78,21,25,43,8,58,33,30,57,28,40,73,76"
43,"83,17,79,99,18,76,14,74,33,49,58,77,90,64,31,3,97,61,78"
44,"61,0,68,60,3,42,34,89,58,16,72,52,46,64,81,22,33,10,57"
45,"62,69,48,83,15,58,81,99,54,23,89,17,28,66,33,35,20,84,24"
46,"43,53,32,65,80,21,37,92,56,9,33,27,77,31,12,18,69,17,74"
47,"82,54,73,56,43,51,8,46,53,66,10,76,25,22,65,18,6,83,20"
48,"20,1,33,47,35,29,42,57,49,18,26,43,81,61,68,65,91,73,16"
49,"58,46,7,3,94,82,24,38,69,60,9,71,12,40,25,22,39,61,73"
50,"5,24,74,33,28,22,66,46,34,64,31,78,86,36,98,12,13,1,49"
51,"8,43,89,53,67,10,3,24,32,74,22,46,76,34,90,40,65,27,85"
52,"54,5,68,19,31,83,53,44,93,58,17,22,69,16,91,82,59,79,32"
53,"84,32,82,58,73,11,57,52,15,98,91,41,87,69,60,94,56,42,21"
54,"15,80,70,38,34,14,71,66,35,88,41,27,17,64,93,89,49,83,47"
55,"81,41,21,68,73,66,50,78,25,32,15,40,28,5,97,35,56,14,58"
56,"99,47,80,22,19,93,46,35,50,8,94,61,57,34,39,74,68,70,52"
57,"68,67,62,41,44,87,12,20,38,36,28,47,25,73,49,1,89,58,82"
58,"40,57,54,19,97,99,61,36,39,38,24,14,3,15,71,79,29,87,7"
59,"33,19,83,39,62,29,51,20,77,16,42,93,82,27,22,73,78,2,96"
60,"98,76,68,38,89,90,69,17,92,97,78,1,80,22,18,57,29,64,74"
61,"80,18,70,0,46,40,96,27,66,39,44,38,5,87,78,79,55,6,85"
62,"56,0,95,87,51,79,8,58,31,40,26,92,54,2,82,42,48,94,12"
63,"63,54,19,75,95,2,55,32,11,41,3,91,61,18,97,15,58,92,7"
64,"43,49,11,81,94,98,5,96,79,8,0,85,99,76,57,22,47,77,41"
