simulation,selected_columns
0,"8,69,27,3,1,98,60,21,55,18,38,31,6,85,11,65"
1,"40,55,41,67,77,65,24,29,53,15,75,37,93,12,51,63"
2,"49,27,95,47,98,13,43,34,52,67,7,74,44,35,55,51"
3,"8,63,99,77,11,29,17,47,20,15,45,36,57,86,96,88"
4,"7,82,74,11,44,68,65,47,50,15,73,72,79,86,14,46"
5,"94,62,34,59,89,18,72,35,41,88,82,56,16,73,38,93"
6,"18,90,22,72,93,68,19,51,15,38,97,33,20,45,12,23"
7,"2,86,54,67,5,28,35,46,94,88,59,58,79,95,29,12"
8,"40,78,37,39,73,21,77,71,70,69,94,95,9,74,63,80"
9,"5,35,75,30,94,39,62,3,73,98,51,77,17,7,43,82"
10,"31,15,42,12,7,93,80,83,54,23,35,77,28,53,50,46"
11,"64,31,38,10,76,62,3,85,83,91,9,58,6,71,22,74"
12,"85,84,99,50,35,38,3,72,29,73,52,94,65,6,86,30"
13,"52,23,2,60,18,57,59,72,85,27,43,46,32,87,3,29"
14,"17,72,52,9,78,46,94,65,80,21,93,7,36,45,2,60"
15,"21,63,53,44,14,82,86,99,64,54,48,33,28,24,62,18"
16,"91,87,49,32,12,7,51,83,25,58,97,42,94,16,71,48"
17,"45,74,33,46,38,91,99,82,24,54,0,19,21,56,75,51"
18,"73,11,34,5,57,29,58,85,9,1,49,18,24,91,69,80"
19,"42,64,52,93,57,63,95,97,23,1,15,74,9,72,78,92"
20,"86,84,4,93,8,55,92,71,97,43,49,3,19,73,32,50"
21,"14,91,56,68,49,47,29,93,10,19,34,41,90,30,63,1"
22,"93,73,6,95,46,37,9,47,59,67,88,10,54,8,80,3"
23,"42,0,71,67,72,61,4,55,54,65,13,11,89,83,58,41"
24,"17,70,37,18,71,85,11,73,4,54,33,24,38,52,36,82"
25,"75,52,84,18,90,32,91,86,74,47,15,44,71,82,88,12"
26,"28,84,43,35,0,38,29,52,61,87,42,69,79,24,90,11"
27,"17,93,98,34,47,4,99,61,10,5,62,86,7,13,91,71"
28,"70,29,93,17,78,25,20,67,58,55,97,34,92,13,35,9"
29,"8,90,38,80,5,52,6,93,32,72,79,18,36,96,85,27"
30,"41,85,44,35,96,87,1,89,70,51,61,76,34,74,78,26"
31,"5,7,14,39,91,11,12,37,73,83,99,57,84,78,65,9"
32,"8,55,18,24,72,60,81,88,52,59,48,34,46,43,74,16"
33,"44,29,67,38,89,5,13,75,12,46,71,31,11,69,49,48"
34,"42,97,27,35,3,50,8,15,58,57,0,29,79,62,74,5"
35,"63,47,67,99,43,27,97,3,76,13,69,80,9,78,16,33"
36,"39,60,10,73,51,83,26,36,88,6,81,97,79,45,31,96"
37,"0,78,73,76,46,88,27,95,6,54,32,39,7,94,58,25"
38,"80,61,62,49,89,51,58,19,77,35,96,9,70,20,92,67"
39,"15,39,5,49,9,2,78,0,25,10,79,11,33,91,16,4"
40,"56,1,32,11,31,33,34,67,70,6,46,79,58,83,25,21"
41,"64,42,10,68,49,25,81,95,27,32,7,91,80,87,55,99"
42,"64,25,22,53,96,72,47,3,49,34,29,94,78,0,87,73"
43,"34,60,41,7,24,71,72,56,82,87,77,31,12,80,91,68"
44,"5,7,58,50,61,18,48,35,9,1,98,93,73,43,77,90"
45,"82,62,29,3,7,35,84,27,92,4,20,10,53,78,33,52"
46,"46,50,28,43,80,40,18,39,98,44,26,22,0,37,67,52"
47,"96,99,34,98,59,79,1,22,50,15,49,62,41,75,17,8"
48,"0,83,23,62,48,68,90,80,61,15,78,92,30,79,93,18"
49,"8,15,61,88,37,34,66,42,25,21,32,26,39,57,51,75"
50,"40,13,14,54,94,29,42,81,31,46,30,53,27,17,62,43"
51,"14,43,19,9,47,75,38,68,57,58,3,59,46,48,77,35"
52,"61,26,82,97,93,0,40,77,83,67,88,24,23,98,49,70"
53,"70,92,20,1,64,77,66,5,69,37,57,81,82,85,22,25"
54,"32,82,22,55,3,23,45,73,16,48,41,24,8,96,97,86"
55,"4,38,99,50,1,47,36,33,53,88,98,30,8,45,66,81"
56,"94,46,18,44,73,75,14,64,36,13,99,71,86,28,0,31"
57,"40,53,85,55,15,67,64,32,17,49,31,46,44,47,33,73"
58,"2,84,51,25,8,62,90,68,95,83,12,44,66,75,20,43"
59,"65,57,75,24,89,63,58,22,99,33,67,77,1,95,73,15"
60,"85,2,96,21,18,75,16,58,49,87,90,14,15,76,52,19"
61,"89,87,7,19,37,15,20,74,11,3,91,27,64,82,46,57"
62,"44,55,3,45,96,73,20,65,59,9,85,67,53,63,61,14"
63,"1,6,37,13,86,30,78,67,72,75,4,35,58,7,23,8"
64,"62,30,58,90,77,63,49,15,57,75,56,59,32,2,6,20"
65,"23,81,64,41,87,27,37,46,21,38,79,9,57,60,20,68"
66,"9,44,45,42,73,3,27,31,80,24,46,49,62,25,17,1"
67,"92,5,88,58,44,74,20,83,4,79,54,15,50,42,12,80"
68,"24,29,42,50,33,84,52,64,53,23,95,47,21,38,66,1"
69,"29,82,71,80,59,22,16,33,81,52,95,64,98,78,93,46"
70,"17,50,48,11,85,65,95,71,21,24,36,28,73,42,7,41"
71,"15,58,69,33,93,66,81,12,74,5,62,68,82,94,98,3"
72,"10,17,48,87,85,26,44,50,89,6,61,20,51,75,15,37"
73,"71,75,87,63,41,78,76,94,50,7,12,62,5,42,82,29"
74,"72,37,95,59,81,43,83,26,70,23,64,47,90,4,98,68"
75,"58,40,8,74,84,3,17,87,95,42,13,4,38,72,61,18"
76,"58,34,29,71,22,50,28,27,46,44,18,85,45,6,67,60"
77,"48,99,41,80,4,12,69,96,46,90,39,6,29,36,71,40"
