simulation,selected_columns
0,"56,41,23,61"
1,"3,54,30,95"
2,"1,94,96,9"
3,"86,27,16,37"
4,"29,1,65,18"
5,"54,9,57,92"
6,"96,71,47,18"
7,"22,88,58,44"
8,"78,81,71,73"
9,"50,95,36,86"
10,"60,95,42,92"
11,"97,57,13,15"
12,"7,2,54,73"
13,"84,9,19,87"
14,"88,63,13,15"
15,"64,50,75,68"
16,"53,48,38,14"
17,"6,99,30,15"
18,"80,70,93,98"
19,"0,84,17,8"
20,"47,19,20,84"
21,"53,94,63,23"
22,"56,41,39,74"
23,"13,35,14,43"
24,"82,26,34,56"
25,"60,19,16,73"
26,"73,68,50,37"
27,"2,23,42,96"
28,"61,28,76,50"
29,"71,99,42,89"
30,"50,80,63,9"
31,"39,33,56,98"
32,"72,68,85,89"
33,"6,97,21,44"
34,"99,84,24,94"
35,"47,99,70,81"
36,"82,18,92,4"
37,"24,58,90,51"
38,"22,69,31,25"
39,"99,82,71,56"
40,"48,79,42,93"
41,"64,9,95,28"
42,"22,41,96,48"
43,"29,33,68,72"
44,"41,19,57,62"
45,"59,34,65,92"
46,"26,46,8,79"
47,"93,6,23,15"
48,"66,10,89,53"
49,"14,6,95,87"
50,"22,86,88,0"
51,"63,77,17,36"
52,"26,16,20,22"
53,"23,67,35,83"
54,"7,88,78,50"
55,"27,1,15,23"
56,"43,59,75,38"
57,"29,81,75,83"
58,"5,83,81,21"
59,"32,41,9,45"
60,"79,62,28,25"
61,"48,59,8,52"
62,"43,32,7,42"
63,"77,44,64,96"
64,"91,23,52,9"
65,"50,64,94,71"
66,"5,22,62,17"
67,"84,17,43,64"
68,"45,21,62,55"
69,"94,51,89,17"
70,"16,96,21,12"
71,"53,39,35,80"
72,"47,4,71,68"
73,"92,19,83,60"
74,"20,7,34,29"
75,"3,13,37,36"
76,"25,36,20,44"
77,"92,45,53,7"
78,"67,12,79,51"
79,"6,67,37,35"
80,"64,2,4,86"
81,"19,13,45,40"
82,"86,25,94,32"
83,"87,8,21,32"
84,"26,39,88,65"
85,"67,78,68,27"
86,"37,83,71,17"
87,"29,30,9,68"
88,"2,36,72,14"
89,"3,4,50,77"
90,"91,4,30,68"
91,"23,2,18,21"
92,"76,91,37,93"
93,"84,7,38,72"
94,"71,52,21,93"
95,"24,10,1,75"
96,"97,23,17,85"
97,"11,34,81,45"
98,"4,2,86,68"
99,"4,57,89,33"
100,"31,52,80,15"
101,"83,74,72,73"
102,"46,75,6,34"
103,"32,73,98,54"
104,"69,73,9,4"
105,"30,76,7,90"
106,"35,96,71,58"
107,"1,76,80,86"
108,"26,71,43,29"
109,"63,8,79,27"
110,"97,51,17,30"
111,"55,2,8,60"
112,"89,10,33,66"
113,"56,92,67,82"
114,"60,20,5,97"
115,"69,22,5,90"
116,"81,49,71,19"
117,"61,92,33,46"
118,"78,95,40,77"
119,"98,12,10,35"
120,"87,19,83,93"
121,"69,48,79,97"
122,"2,11,21,66"
123,"5,15,83,67"
124,"50,73,66,96"
125,"98,61,28,66"
126,"28,11,57,5"
127,"89,67,33,42"
128,"5,10,28,51"
129,"73,91,65,98"
130,"2,97,60,64"
131,"73,46,38,54"
132,"76,26,18,78"
133,"27,1,8,0"
134,"23,8,6,10"
135,"64,89,4,46"
136,"81,29,80,96"
137,"96,50,53,46"
138,"51,2,80,94"
139,"79,74,32,39"
140,"51,11,70,10"
141,"15,44,29,26"
142,"18,78,49,13"
143,"7,27,24,61"
144,"77,27,6,70"
145,"24,34,2,91"
146,"2,95,82,17"
147,"14,72,83,32"
148,"93,60,90,38"
149,"7,84,72,29"
150,"85,23,51,20"
151,"74,88,80,28"
152,"97,21,10,85"
153,"54,73,36,0"
154,"59,31,40,72"
155,"95,54,31,86"
156,"14,74,56,17"
157,"41,60,50,45"
158,"43,62,23,16"
159,"57,25,31,3"
160,"7,27,96,61"
161,"60,88,93,41"
162,"73,91,41,87"
163,"71,74,85,54"
164,"60,85,82,92"
165,"53,15,30,52"
166,"98,19,78,69"
167,"59,60,54,52"
168,"89,85,2,50"
169,"24,48,14,63"
170,"2,38,18,47"
171,"39,88,38,52"
172,"77,78,69,88"
173,"40,18,49,67"
174,"3,9,71,28"
175,"42,30,4,48"
176,"76,63,23,84"
177,"30,55,18,10"
178,"40,21,15,68"
179,"52,80,27,90"
180,"24,93,52,27"
181,"33,26,36,67"
182,"49,4,61,73"
183,"59,24,23,39"
184,"77,35,78,93"
185,"73,79,4,94"
186,"78,22,37,50"
187,"92,74,40,19"
188,"54,53,43,35"
189,"40,77,73,63"
190,"34,71,0,9"
191,"4,91,99,88"
192,"43,54,33,48"
193,"80,15,87,72"
194,"60,12,79,99"
195,"30,32,18,80"
196,"13,95,77,65"
197,"11,8,59,49"
198,"29,61,57,72"
199,"32,56,45,11"
