simulation,selected_columns
0,"18,42,62"
1,"29,25,26"
2,"5,67,54"
3,"73,35,92"
4,"38,81,44"
5,"29,61,24"
6,"71,29,0"
7,"91,39,52"
8,"97,80,8"
9,"92,3,86"
10,"2,39,87"
11,"93,51,34"
12,"91,23,87"
13,"73,11,10"
14,"3,80,22"
15,"79,68,8"
16,"45,63,69"
17,"30,78,60"
18,"12,2,59"
19,"75,36,85"
20,"16,93,70"
21,"76,81,4"
22,"49,88,90"
23,"80,73,18"
24,"90,99,25"
25,"60,79,72"
26,"93,97,30"
27,"37,93,96"
28,"22,63,36"
29,"53,36,91"
30,"61,81,58"
31,"48,27,52"
32,"93,75,39"
33,"90,42,58"
34,"22,9,87"
35,"56,37,52"
36,"20,90,9"
37,"70,53,82"
38,"30,65,91"
39,"0,26,88"
40,"47,30,13"
41,"88,42,52"
42,"68,50,38"
43,"39,78,71"
44,"63,68,84"
45,"36,18,26"
46,"66,41,93"
47,"28,38,78"
48,"22,38,15"
49,"76,16,81"
50,"52,33,35"
51,"48,93,11"
52,"44,3,21"
53,"14,68,2"
54,"98,51,89"
55,"99,17,45"
56,"22,54,32"
57,"41,67,56"
58,"52,43,46"
59,"58,62,44"
60,"98,19,70"
61,"20,53,3"
62,"47,12,1"
63,"36,66,57"
64,"42,69,32"
65,"71,87,93"
66,"30,12,29"
67,"80,64,85"
68,"33,4,49"
69,"21,68,32"
70,"2,94,23"
71,"43,53,94"
72,"94,78,55"
73,"67,19,66"
74,"92,41,96"
75,"94,39,88"
76,"81,29,45"
77,"41,66,62"
78,"74,61,94"
79,"86,94,1"
80,"10,73,76"
81,"37,62,95"
82,"61,94,5"
83,"60,96,52"
84,"48,29,1"
85,"87,9,73"
86,"15,47,9"
87,"0,35,97"
88,"98,23,57"
89,"58,79,54"
90,"74,55,77"
91,"51,68,21"
92,"2,54,87"
93,"14,20,16"
94,"3,36,63"
95,"56,43,51"
96,"15,79,65"
97,"62,94,80"
98,"31,16,42"
99,"99,13,27"
100,"48,92,10"
101,"75,13,45"
102,"96,74,90"
103,"4,19,22"
104,"71,10,49"
105,"49,8,25"
106,"42,40,11"
107,"2,87,22"
108,"34,29,62"
109,"91,57,5"
110,"33,39,62"
111,"64,82,93"
112,"26,79,57"
113,"33,34,92"
114,"95,31,50"
115,"85,53,57"
116,"32,77,46"
117,"88,97,1"
118,"15,33,94"
119,"67,78,7"
120,"1,86,77"
121,"88,91,80"
122,"26,63,54"
123,"47,87,75"
124,"99,1,46"
125,"19,14,6"
126,"5,61,25"
127,"34,84,59"
128,"89,84,85"
129,"54,95,68"
130,"44,72,15"
131,"31,26,68"
132,"18,69,49"
133,"26,27,48"
134,"11,97,91"
135,"35,8,65"
136,"91,30,56"
137,"99,40,32"
138,"39,41,9"
139,"85,86,29"
140,"73,26,79"
141,"1,54,16"
142,"39,35,12"
143,"17,4,90"
144,"49,52,77"
145,"17,72,82"
146,"91,58,77"
147,"28,77,35"
148,"40,94,96"
149,"42,14,97"
150,"3,77,30"
151,"55,20,26"
152,"18,20,92"
153,"11,20,84"
154,"50,68,51"
155,"8,17,42"
156,"98,25,75"
157,"57,52,44"
158,"84,19,74"
159,"53,38,40"
160,"48,26,35"
161,"80,11,77"
162,"18,28,40"
163,"78,57,54"
164,"83,71,54"
165,"6,86,77"
166,"97,21,35"
167,"64,68,30"
168,"71,12,88"
169,"12,87,85"
170,"72,8,18"
171,"45,67,29"
172,"42,27,16"
173,"43,78,1"
174,"68,57,91"
175,"72,6,56"
176,"40,15,22"
177,"7,90,18"
178,"45,95,50"
179,"55,56,39"
180,"71,70,67"
181,"6,76,9"
182,"86,22,87"
183,"13,31,53"
184,"43,61,53"
185,"76,41,39"
186,"52,72,38"
187,"69,42,8"
188,"78,42,56"
189,"2,37,70"
190,"7,25,63"
191,"77,86,70"
192,"68,64,94"
193,"73,1,80"
194,"21,41,53"
195,"48,3,28"
196,"90,45,40"
197,"46,95,89"
198,"82,77,18"
199,"92,76,44"
