simulation,selected_columns
0,"7,8,63,77,80,54,97,17,55,72,36,37,21,49,34,23,87"
1,"32,86,20,23,28,25,29,35,62,84,38,67,46,54,58,83,16"
2,"86,68,90,84,65,13,9,81,88,35,60,45,21,66,37,24,69"
3,"8,81,98,91,54,51,6,66,62,29,67,16,28,37,48,19,20"
4,"76,38,56,65,50,36,10,29,14,94,37,12,85,92,49,95,84"
5,"33,73,94,39,2,45,72,40,81,34,84,38,97,90,4,95,5"
6,"5,74,57,40,12,27,13,62,56,6,96,66,26,61,1,82,85"
7,"5,18,1,64,51,0,74,8,31,87,40,72,55,61,67,91,24"
8,"18,2,64,20,89,37,29,79,38,13,90,53,19,28,26,48,81"
9,"99,13,60,21,15,51,96,73,75,95,28,86,19,14,22,91,26"
10,"59,30,65,72,58,92,16,91,45,80,94,93,38,34,20,48,29"
11,"58,31,94,17,84,66,87,85,1,49,67,69,39,18,75,7,86"
12,"54,3,76,34,63,88,73,90,85,18,94,95,21,87,10,47,27"
13,"35,17,96,73,92,9,95,93,31,47,38,27,58,88,63,56,26"
14,"49,63,64,30,74,27,45,79,58,75,18,24,9,43,71,10,53"
15,"28,52,29,33,56,2,10,63,88,6,66,90,42,15,57,7,68"
16,"12,63,60,9,29,70,28,53,99,0,61,81,41,85,77,87,54"
17,"56,94,33,76,63,80,3,71,60,2,92,12,26,43,98,5,93"
18,"52,87,19,63,68,22,34,37,16,69,36,20,42,67,58,59,7"
19,"15,13,72,6,81,45,93,53,11,82,69,85,64,78,3,97,59"
20,"45,18,27,87,40,32,79,71,11,39,86,41,20,56,90,33,46"
21,"20,86,18,59,91,70,74,42,19,23,24,81,30,34,31,47,65"
22,"15,41,57,4,56,22,16,30,32,38,11,40,61,69,83,59,73"
23,"23,12,53,41,25,32,22,62,33,18,49,46,91,97,74,4,11"
24,"68,53,29,71,39,51,79,2,3,24,25,0,70,60,9,44,87"
25,"70,95,5,81,37,94,78,40,71,23,52,3,11,9,20,39,56"
26,"63,81,14,22,59,64,4,24,97,32,68,38,34,55,48,75,50"
27,"60,1,97,35,76,57,49,31,23,93,22,98,41,45,12,51,2"
28,"86,39,3,38,26,83,24,70,72,22,19,1,32,20,30,34,80"
29,"48,79,41,43,37,35,64,86,10,97,42,80,95,91,81,82,90"
30,"23,35,30,77,76,22,5,6,51,0,57,95,99,58,91,26,78"
31,"48,30,70,94,71,20,64,63,26,36,57,85,5,51,42,49,74"
32,"68,11,45,49,6,69,86,18,60,21,32,44,3,13,65,27,80"
33,"82,76,70,65,13,92,25,37,77,48,45,72,14,3,22,8,43"
34,"87,60,7,41,18,32,27,55,90,11,80,3,64,69,73,67,53"
35,"65,9,29,73,64,6,93,97,60,38,4,39,27,95,5,20,26"
36,"14,89,81,28,72,61,23,79,86,94,77,4,13,34,63,95,71"
37,"45,88,93,21,94,67,47,30,52,77,22,97,50,11,78,14,60"
38,"84,48,56,21,34,44,67,63,77,2,73,69,83,30,62,27,47"
39,"57,94,27,70,31,24,34,7,67,6,93,5,83,37,72,71,12"
40,"39,47,80,78,10,38,23,24,30,19,43,8,37,69,57,64,79"
41,"34,19,11,47,40,79,44,81,3,75,37,9,98,46,62,49,66"
42,"98,93,47,53,29,50,73,92,24,4,56,63,7,15,52,86,35"
43,"35,44,83,94,33,14,2,74,65,62,29,13,58,84,82,77,11"
44,"7,29,72,31,30,19,91,73,52,38,57,42,81,13,33,77,17"
45,"47,72,11,91,12,78,92,52,65,26,21,30,2,90,19,80,75"
46,"22,37,9,64,98,62,39,29,8,78,61,26,89,1,90,99,28"
47,"17,37,28,19,5,67,93,21,18,41,97,26,45,22,52,76,85"
48,"61,85,78,95,12,36,41,92,5,90,62,57,73,25,77,19,35"
