simulation,selected_columns
0,"42,73,2,68,82,75,17,77,24,21,99,85,71,78"
1,"69,7,1,80,89,91,44,95,98,11,23,58,59,66"
2,"69,50,6,37,42,24,58,47,65,98,80,81,87,84"
3,"76,72,25,99,65,81,27,52,64,40,89,90,96,60"
4,"76,86,39,2,45,92,96,22,85,32,66,67,51,42"
5,"19,34,36,84,99,39,69,77,27,97,90,42,28,95"
6,"64,43,51,57,55,79,87,35,22,96,46,23,65,83"
7,"54,66,87,39,52,61,27,11,90,0,14,63,94,98"
8,"44,26,36,37,23,48,68,3,80,93,7,18,46,22"
9,"96,68,51,50,89,9,34,59,98,70,62,32,5,16"
10,"15,54,12,42,71,6,47,64,63,26,65,23,69,70"
11,"60,2,23,31,38,71,27,0,8,36,4,87,59,20"
12,"5,16,69,70,78,48,84,83,96,52,54,51,95,65"
13,"92,8,94,51,68,18,41,6,26,5,56,66,1,17"
14,"22,37,74,43,67,73,18,88,39,85,28,77,33,51"
15,"62,36,4,23,81,15,26,49,95,18,57,48,65,37"
16,"57,26,30,38,59,7,64,63,69,74,14,66,35,80"
17,"46,84,0,23,45,2,83,27,70,28,58,63,66,11"
18,"90,2,1,78,46,28,70,29,36,44,71,54,62,95"
19,"46,54,73,61,40,47,12,86,77,97,91,94,28,0"
20,"73,28,46,47,80,85,77,35,7,16,50,9,12,49"
21,"78,10,27,55,83,58,20,7,5,59,46,19,75,25"
22,"71,69,68,6,46,53,36,4,54,27,31,94,17,16"
23,"0,52,10,85,60,83,24,8,50,81,27,40,97,45"
24,"42,69,80,38,91,98,8,58,20,81,73,33,35,97"
25,"12,39,43,47,32,23,10,79,28,29,33,7,5,82"
26,"72,68,67,45,1,40,75,86,63,28,41,84,61,58"
27,"48,16,54,38,25,44,63,20,5,53,42,94,56,9"
28,"0,68,59,39,18,31,11,35,93,95,80,99,43,13"
29,"96,75,78,13,19,61,88,18,20,2,76,69,21,72"
30,"77,78,59,51,21,88,50,52,70,14,74,87,81,64"
31,"96,76,47,85,50,44,90,26,35,98,34,48,92,8"
32,"39,25,91,46,40,86,84,45,10,44,81,24,66,28"
33,"65,37,2,70,29,22,19,27,44,75,14,36,82,91"
34,"16,61,68,75,62,33,84,13,67,83,91,0,48,45"
35,"52,37,75,83,79,9,98,51,61,16,69,18,35,82"
36,"99,6,7,66,57,32,23,19,80,79,77,21,75,15"
37,"3,78,17,84,66,27,12,22,75,58,13,26,38,39"
38,"46,52,70,33,0,47,88,27,19,5,81,87,98,11"
39,"93,56,72,33,57,67,97,25,21,16,37,26,20,89"
40,"80,20,79,52,73,76,44,13,83,70,18,48,61,24"
41,"1,55,54,57,22,5,50,31,98,77,76,2,78,93"
42,"99,28,64,11,59,36,57,6,52,25,49,61,92,29"
43,"66,79,44,93,77,39,64,28,74,82,46,86,47,19"
44,"99,31,27,71,18,8,47,4,12,43,88,11,6,89"
45,"15,41,73,52,57,97,92,19,24,88,62,2,39,55"
46,"44,39,16,94,42,99,17,80,73,7,27,98,10,96"
47,"36,11,91,59,30,27,29,9,54,31,68,99,21,48"
48,"84,29,25,4,80,73,17,75,11,13,19,68,97,61"
49,"3,4,7,94,23,95,38,9,78,99,36,87,1,19"
50,"14,59,19,29,76,52,86,51,40,95,20,81,35,42"
51,"49,13,18,34,54,29,39,75,27,1,28,51,62,23"
52,"3,46,81,49,10,12,68,95,21,52,61,86,0,32"
53,"92,12,95,28,56,26,45,44,60,34,15,5,36,74"
54,"76,11,98,52,80,74,3,67,27,46,97,0,9,87"
55,"20,56,63,55,26,92,12,13,49,82,43,84,40,59"
56,"87,42,11,39,70,16,12,66,24,61,57,95,73,82"
57,"19,99,17,9,89,2,38,95,75,40,76,66,49,28"
58,"25,61,14,36,23,40,53,21,33,22,26,78,76,81"
59,"93,90,84,23,38,99,47,7,71,3,33,0,24,8"
60,"73,14,74,10,34,2,0,20,85,49,94,15,76,90"
61,"14,42,90,26,74,37,3,86,91,19,88,89,70,81"
62,"78,46,52,90,53,62,29,20,81,91,95,3,79,66"
63,"0,11,76,44,16,33,73,17,53,28,1,77,97,62"
64,"23,55,96,87,39,64,97,34,92,18,46,38,30,67"
65,"30,95,81,44,7,22,79,90,5,15,56,26,80,52"
66,"51,7,13,32,22,27,29,50,20,41,4,85,9,73"
67,"18,84,1,69,75,70,43,0,97,73,24,90,89,36"
68,"99,74,63,22,39,38,68,1,61,43,78,96,89,64"
69,"46,92,20,29,69,22,16,67,56,0,4,42,2,84"
70,"62,47,93,86,8,41,37,6,67,70,14,78,34,2"
71,"66,8,44,4,81,12,94,73,2,26,58,72,63,86"
72,"19,57,86,92,4,99,22,26,49,89,68,50,96,95"
73,"83,87,80,37,49,77,58,29,89,84,33,39,51,45"
74,"7,31,64,37,84,12,74,48,46,80,49,83,39,86"
75,"97,3,85,95,59,40,99,16,79,43,92,66,6,18"
76,"1,59,95,81,14,63,64,28,48,6,61,68,2,26"
77,"50,93,45,28,33,91,0,19,52,74,41,56,13,98"
78,"41,89,32,21,86,16,60,80,28,64,67,34,54,90"
79,"64,45,70,38,36,77,76,35,49,6,44,25,13,30"
80,"73,10,81,38,9,78,39,3,84,7,80,57,67,62"
81,"28,98,52,33,30,26,72,8,13,47,87,0,63,94"
82,"35,58,94,45,11,82,52,79,24,20,75,97,13,30"
83,"43,42,49,81,52,24,38,93,31,82,79,36,19,55"
84,"14,90,19,71,5,54,58,52,8,44,50,46,30,80"
85,"7,98,8,42,30,55,28,26,92,21,65,2,99,64"
86,"59,47,35,96,21,18,71,55,8,42,9,79,67,31"
87,"1,95,65,38,77,30,35,5,48,60,72,49,28,83"
88,"75,53,31,98,90,32,59,24,70,4,84,88,78,1"
89,"61,25,33,28,9,80,57,18,5,69,79,30,90,20"
90,"90,32,79,3,97,73,85,14,82,1,84,41,21,91"
91,"60,11,6,40,26,79,69,97,32,44,77,1,62,75"
92,"44,79,99,22,42,58,91,15,70,82,51,68,71,8"
93,"72,26,12,7,86,30,70,96,88,81,58,27,62,56"
94,"48,29,33,21,7,44,45,27,18,77,79,62,15,34"
95,"8,0,39,58,7,95,91,90,93,75,68,94,23,64"
96,"88,1,27,98,2,97,68,35,6,64,0,5,62,52"
97,"57,92,25,19,53,35,15,86,77,72,81,70,63,31"
98,"58,21,49,85,94,18,55,95,48,28,30,98,47,0"
99,"1,35,78,99,73,29,15,51,50,54,58,49,87,26"
100,"9,95,60,0,77,40,7,76,8,62,90,24,18,51"
101,"66,51,99,9,88,8,98,90,69,92,30,24,34,18"
102,"3,32,2,47,79,19,62,69,48,6,17,64,49,36"
103,"95,47,5,59,35,48,45,63,14,16,87,1,94,29"
104,"62,12,88,50,70,27,83,81,20,39,5,77,79,40"
105,"89,36,43,61,7,73,34,28,40,2,82,95,96,65"
106,"75,46,30,34,8,64,15,28,6,7,25,54,82,77"
107,"66,49,6,76,5,79,42,20,15,30,9,84,23,19"
108,"0,61,37,36,15,45,6,10,62,22,19,41,84,54"
109,"58,15,67,86,30,5,6,60,75,18,98,28,93,3"
110,"85,11,52,25,64,48,96,30,69,78,51,95,44,87"
111,"72,4,10,88,33,87,3,43,59,78,61,53,62,77"
112,"21,44,73,88,95,40,92,82,0,84,12,4,90,7"
113,"0,45,31,94,54,43,17,8,32,19,81,65,72,36"
114,"57,89,54,46,31,22,13,28,16,10,51,67,47,82"
115,"49,75,19,79,13,81,37,16,99,98,27,47,76,87"
116,"58,44,72,7,56,4,11,57,21,1,97,92,91,40"
117,"21,5,48,77,7,95,92,36,4,97,3,17,34,37"
118,"51,84,18,59,6,60,52,46,15,34,48,83,19,85"
119,"50,25,4,32,76,15,18,59,78,92,36,64,84,16"
120,"89,70,54,67,90,31,64,88,87,14,92,28,26,27"
121,"48,13,73,87,60,54,10,23,82,74,66,12,2,99"
122,"63,59,30,21,96,99,11,61,22,15,92,40,81,26"
123,"60,89,5,47,20,86,1,15,7,79,28,73,23,31"
124,"49,58,8,90,54,7,96,84,74,13,63,79,23,41"
125,"33,64,59,70,99,6,69,44,80,5,90,7,19,22"
126,"37,7,47,79,20,74,42,54,95,85,1,39,73,11"
127,"77,81,96,9,30,86,74,14,37,90,32,33,68,51"
128,"61,6,26,21,72,47,7,38,93,30,43,49,37,59"
129,"82,99,33,29,81,64,80,18,86,58,70,93,25,46"
130,"57,6,59,61,63,80,95,89,3,23,40,70,36,2"
131,"22,82,27,8,43,21,62,85,89,7,92,96,70,6"
132,"13,99,84,39,5,28,63,34,4,45,90,36,11,0"
133,"87,19,54,78,33,38,77,99,67,17,20,86,95,82"
134,"59,29,45,20,49,56,62,40,3,85,80,74,39,19"
135,"81,28,55,71,63,9,94,14,84,96,77,40,32,18"
136,"77,53,5,31,63,89,76,62,98,71,50,72,20,19"
137,"12,21,23,50,4,2,14,76,20,46,86,36,96,95"
138,"77,62,51,58,65,99,88,53,31,97,63,93,30,9"
139,"93,73,92,58,76,36,54,48,78,30,83,94,86,95"
140,"28,47,18,63,7,52,20,45,69,53,37,48,8,38"
141,"75,95,18,97,12,79,93,2,31,62,94,29,85,47"
142,"63,90,96,29,8,50,53,20,33,79,71,9,66,35"
143,"89,19,97,94,44,36,20,14,76,54,49,84,87,24"
144,"82,37,60,56,32,5,90,17,15,50,31,27,18,70"
145,"77,4,26,31,19,11,46,74,43,71,65,33,13,53"
146,"24,51,40,20,3,28,60,59,33,2,99,54,27,35"
147,"98,0,31,91,14,21,58,59,11,84,27,82,16,24"
148,"12,22,92,96,1,9,76,16,28,73,77,48,86,71"
149,"41,92,61,3,0,28,40,78,52,97,77,33,95,85"
150,"43,9,10,63,5,82,64,17,74,49,3,52,7,27"
151,"77,20,39,2,8,28,48,74,12,26,7,78,56,18"
152,"70,40,73,43,12,89,79,0,1,15,63,24,92,8"
153,"71,97,48,40,78,17,0,23,53,21,69,6,36,20"
154,"24,25,91,44,16,78,42,87,98,67,83,47,9,12"
155,"21,79,23,53,39,1,50,2,46,83,93,34,81,61"
156,"7,81,89,85,58,19,96,52,23,18,79,68,61,48"
157,"69,52,34,5,33,89,43,22,82,68,90,99,1,40"
158,"37,84,57,38,0,6,77,91,64,1,86,41,44,45"
159,"40,74,27,15,91,55,20,60,47,59,7,54,56,31"
160,"47,54,28,65,18,43,73,60,80,5,49,27,13,35"
161,"92,61,18,33,97,4,35,72,75,22,99,8,73,26"
162,"19,78,31,66,79,20,94,48,92,27,87,55,63,47"
163,"78,8,84,44,96,93,76,68,45,6,99,55,35,57"
164,"59,63,56,69,4,8,96,41,30,19,73,46,35,7"
165,"97,13,44,20,31,91,32,23,95,61,43,30,51,70"
166,"90,60,52,99,50,16,67,2,22,71,84,75,42,21"
167,"95,6,64,45,93,87,3,73,33,97,56,68,30,37"
168,"36,90,63,73,17,21,38,0,76,91,14,52,77,26"
169,"87,20,0,26,53,88,98,51,31,72,52,13,27,74"
170,"21,80,6,13,72,85,78,24,89,76,56,93,61,54"
171,"51,2,59,41,46,11,40,8,83,62,10,98,88,56"
172,"18,81,29,95,12,43,65,89,14,79,90,19,35,72"
173,"26,49,99,62,51,25,68,17,83,70,64,31,90,71"
174,"22,46,12,60,3,44,2,72,91,53,6,10,79,42"
175,"71,61,75,11,34,62,49,64,63,0,60,33,7,20"
176,"43,62,51,17,41,65,6,42,72,68,28,32,23,13"
177,"1,6,21,98,68,20,60,88,65,16,87,51,55,5"
178,"2,8,24,39,55,93,41,72,97,21,18,29,15,23"
179,"67,33,24,2,31,56,76,77,47,39,75,40,57,52"
180,"41,80,2,28,18,57,8,10,60,69,96,81,17,1"
181,"35,56,25,5,22,34,95,48,85,21,78,2,80,60"
182,"94,32,26,56,96,66,28,60,20,37,17,9,83,70"
183,"81,17,21,71,37,56,10,87,11,49,28,44,30,51"
184,"68,76,11,40,45,80,36,58,42,2,59,77,81,20"
185,"92,86,4,31,40,30,62,3,28,87,51,8,2,19"
186,"55,95,59,73,7,29,24,36,25,88,60,99,19,46"
187,"36,42,87,26,99,63,88,86,11,35,60,1,8,6"
188,"98,58,59,12,10,94,0,32,30,24,51,23,21,19"
189,"5,3,9,91,31,39,14,62,4,96,75,42,53,76"
190,"1,88,3,28,54,90,58,8,83,95,53,41,48,29"
191,"12,84,32,10,68,2,27,49,52,25,14,71,80,35"
192,"53,38,75,6,72,4,7,93,90,98,45,34,89,2"
193,"2,45,62,1,53,25,17,9,29,13,34,96,32,15"
194,"42,94,11,78,58,12,27,3,10,1,41,0,25,98"
195,"63,18,9,73,48,3,43,55,70,99,52,50,61,77"
196,"19,95,77,53,56,2,8,51,74,94,48,73,28,84"
197,"55,86,36,17,85,40,11,30,32,26,76,67,61,51"
198,"83,71,67,42,32,2,0,49,88,21,87,37,22,34"
199,"7,15,44,74,16,87,70,6,34,22,23,86,54,62"
