simulation,selected_columns
0,"98,5,71,70,60,97"
1,"62,49,45,51,13,72"
2,"46,47,33,49,98,28"
3,"8,42,97,77,35,52"
4,"85,77,27,89,48,40"
5,"11,25,90,63,16,24"
6,"82,80,65,29,35,76"
7,"72,28,34,87,12,43"
8,"27,9,97,86,8,79"
9,"91,47,76,56,14,13"
10,"59,63,26,76,92,81"
11,"66,90,14,32,49,0"
12,"26,31,94,23,45,47"
13,"70,83,68,14,5,4"
14,"88,93,74,38,31,43"
15,"85,1,65,62,66,74"
16,"45,78,7,39,98,6"
17,"92,53,89,35,24,11"
18,"9,22,30,3,83,57"
19,"23,15,68,76,61,81"
20,"70,29,49,92,5,60"
21,"84,78,2,71,99,14"
22,"50,84,66,20,95,24"
23,"7,78,98,80,56,76"
24,"64,68,14,88,47,84"
25,"71,74,0,93,56,90"
26,"60,53,87,7,10,15"
27,"3,69,33,47,25,37"
28,"50,74,10,55,62,46"
29,"61,3,30,96,44,94"
30,"59,30,67,2,43,14"
31,"84,82,87,0,70,35"
32,"18,43,27,92,24,75"
33,"83,69,20,39,99,44"
34,"24,7,91,70,29,1"
35,"96,2,11,10,90,25"
36,"25,74,81,60,31,7"
37,"27,66,3,50,85,84"
38,"52,49,23,5,97,41"
39,"35,79,90,9,3,81"
40,"32,93,19,47,72,26"
41,"1,34,10,20,51,55"
42,"20,97,93,98,16,50"
43,"69,2,3,8,60,11"
44,"8,89,65,2,9,16"
45,"10,5,90,76,96,77"
46,"70,69,71,79,41,27"
47,"55,3,79,17,82,73"
48,"27,71,22,87,7,54"
49,"10,32,38,49,61,77"
50,"0,11,62,91,61,40"
51,"12,8,88,85,13,96"
52,"88,72,73,15,71,35"
53,"99,7,83,81,92,47"
54,"33,53,48,84,51,34"
55,"37,93,52,81,3,58"
56,"65,99,2,48,89,26"
57,"1,63,95,40,90,60"
58,"67,13,69,51,34,26"
59,"37,82,92,71,21,5"
60,"52,81,22,58,98,53"
61,"36,83,8,16,55,99"
62,"66,41,19,67,28,62"
63,"26,35,66,83,11,48"
64,"24,56,49,81,89,63"
65,"74,8,41,50,26,20"
66,"27,83,20,57,85,11"
67,"32,47,90,97,15,41"
68,"38,25,62,51,8,87"
69,"75,43,27,12,45,34"
70,"87,29,11,0,93,46"
71,"0,38,80,36,87,54"
72,"77,97,93,58,28,73"
73,"11,96,45,60,63,24"
74,"31,35,80,15,22,72"
75,"7,19,31,76,56,75"
76,"29,24,9,66,71,73"
77,"91,93,26,81,38,73"
78,"3,7,47,29,22,73"
79,"65,43,40,48,32,72"
80,"57,61,29,42,65,4"
81,"47,44,25,76,86,79"
82,"33,9,42,71,20,15"
83,"90,56,74,24,83,78"
84,"56,93,91,36,86,16"
85,"38,8,97,31,29,24"
86,"11,36,97,31,17,52"
87,"13,14,95,78,45,41"
88,"29,5,85,49,47,94"
89,"59,65,23,87,43,32"
90,"35,99,81,31,94,0"
91,"54,42,18,47,49,36"
92,"21,80,56,65,96,15"
93,"98,95,7,30,82,1"
94,"36,16,94,54,50,18"
95,"56,72,75,83,91,92"
96,"7,56,58,38,1,25"
97,"13,18,14,38,87,22"
98,"45,42,51,41,54,29"
99,"38,2,34,59,18,25"
100,"28,46,80,23,95,6"
101,"87,41,28,88,2,45"
102,"88,21,15,84,62,10"
103,"4,14,21,62,63,18"
104,"59,54,77,48,46,62"
105,"23,26,13,64,25,44"
106,"95,82,6,19,79,47"
107,"88,13,28,71,89,0"
108,"60,23,75,5,34,41"
109,"0,22,53,82,55,87"
110,"56,5,71,28,54,15"
111,"25,86,67,51,75,99"
112,"23,70,26,20,97,72"
113,"13,24,67,30,19,84"
114,"28,87,54,65,95,86"
115,"94,16,29,37,26,43"
116,"73,22,39,76,12,81"
117,"17,96,4,15,72,59"
118,"7,53,72,42,84,76"
119,"65,79,87,30,36,73"
120,"33,47,52,20,73,51"
121,"5,71,19,14,56,27"
122,"47,29,68,9,13,34"
123,"87,8,52,84,45,7"
124,"90,42,59,52,14,47"
125,"52,55,60,71,19,76"
126,"12,41,85,93,43,50"
127,"42,92,57,11,93,64"
128,"97,16,89,5,86,53"
129,"93,63,8,47,48,80"
130,"69,29,68,10,24,26"
131,"70,51,18,83,96,98"
132,"32,63,59,33,41,43"
133,"73,76,86,23,43,34"
134,"3,19,82,33,42,81"
135,"48,37,84,88,85,26"
136,"82,43,9,60,71,98"
137,"17,1,60,89,92,27"
138,"32,2,54,42,80,50"
139,"92,46,29,69,26,76"
140,"7,76,66,5,75,79"
141,"25,6,49,93,8,63"
142,"75,96,29,67,4,93"
143,"90,57,51,75,6,49"
144,"70,62,45,49,41,81"
