simulation,selected_columns
0,"70,74,55,56,65,0,39,57,59,88,79,66,41,20,98,68,72,78"
1,"13,3,21,65,82,93,58,74,98,62,52,99,79,37,92,6,14,89"
2,"42,25,23,31,21,2,32,56,76,49,54,8,95,79,37,1,3,94"
3,"18,2,82,4,63,42,83,97,27,8,59,71,80,61,88,0,69,67"
4,"81,95,74,42,76,11,49,26,37,0,39,78,63,94,45,77,33,30"
5,"59,11,24,13,80,75,77,51,4,82,48,40,70,83,90,12,0,68"
6,"68,54,36,53,46,91,60,4,52,50,18,95,29,1,5,76,40,41"
7,"18,97,62,39,57,19,49,6,76,34,44,89,48,90,43,33,73,82"
8,"35,34,61,73,38,44,58,84,20,98,13,1,57,54,92,25,21,81"
9,"2,68,29,55,82,48,69,60,15,76,97,53,25,34,52,6,77,63"
10,"59,76,63,79,24,45,46,47,21,66,96,55,23,26,15,33,58,83"
11,"71,2,52,63,13,93,42,5,12,97,43,11,19,98,53,91,45,3"
12,"83,56,40,16,69,8,4,35,86,13,53,93,49,11,72,89,18,39"
13,"86,20,80,35,8,66,56,85,6,41,0,19,26,42,1,59,23,7"
14,"72,96,57,51,86,59,2,18,47,83,95,97,40,13,0,88,89,39"
15,"43,70,81,61,19,41,80,59,10,57,0,26,73,37,55,66,34,42"
16,"28,95,62,44,11,10,63,1,9,88,74,36,77,76,35,81,99,13"
17,"53,8,58,45,82,1,33,91,50,16,32,25,11,94,62,85,70,81"
18,"36,45,64,79,27,29,88,42,87,16,68,39,28,55,70,2,66,59"
19,"62,27,97,83,1,4,26,8,6,74,86,37,73,5,85,25,47,72"
20,"31,88,45,73,5,74,53,83,93,22,50,84,39,80,78,38,60,44"
21,"88,38,76,26,64,30,44,29,12,45,48,35,92,93,14,78,9,72"
22,"98,55,61,95,16,33,66,36,75,50,1,69,14,57,47,67,20,74"
23,"37,93,31,36,19,26,46,69,12,18,79,83,16,47,59,71,2,81"
24,"27,40,50,21,78,74,95,15,49,35,69,88,46,30,91,87,70,44"
25,"28,11,74,5,65,20,96,31,99,92,49,58,85,93,76,36,47,63"
26,"90,85,53,26,89,87,62,17,21,74,64,99,51,48,68,30,86,81"
27,"9,39,1,60,5,17,0,64,23,45,72,11,19,40,32,54,58,4"
28,"95,94,20,55,1,13,71,85,77,33,7,80,6,36,97,41,46,22"
29,"17,14,42,34,61,35,44,53,72,37,12,86,81,32,56,49,73,7"
30,"29,48,5,46,95,8,53,45,28,76,37,94,24,93,2,77,49,14"
31,"87,14,1,70,71,76,55,72,60,28,3,95,44,67,39,23,61,99"
32,"80,61,19,93,82,71,64,85,55,42,94,1,65,41,17,26,96,22"
33,"23,76,4,17,97,84,24,51,68,43,80,99,0,33,93,71,3,2"
34,"4,45,61,48,80,13,6,11,71,70,32,92,78,53,17,26,29,60"
35,"24,84,43,72,46,53,62,47,74,92,35,81,78,14,26,58,88,40"
36,"66,98,33,47,39,24,96,59,37,2,89,95,94,4,21,0,49,84"
37,"80,45,7,85,52,82,16,8,78,94,53,14,75,89,18,69,31,24"
38,"3,17,34,31,39,90,94,79,19,77,21,74,1,71,67,48,52,86"
39,"56,2,63,81,44,67,90,64,5,55,78,32,29,91,41,39,61,40"
40,"58,16,79,84,70,80,55,72,21,95,50,92,86,51,97,62,48,39"
41,"96,10,26,72,84,53,97,34,55,77,25,89,86,21,76,50,81,79"
42,"66,15,24,2,26,65,99,83,17,67,48,76,22,34,46,90,71,29"
43,"69,96,41,7,8,88,61,76,72,13,49,85,54,33,70,92,6,63"
44,"35,78,7,37,33,20,2,72,53,65,51,39,70,16,56,63,8,97"
45,"43,36,0,63,38,75,78,68,49,42,41,89,46,44,66,11,20,35"
46,"76,22,96,33,83,21,11,16,47,55,73,25,81,27,32,53,71,28"
47,"22,75,25,45,53,98,55,2,63,94,37,17,31,95,50,91,14,60"
48,"6,30,34,82,85,27,31,93,70,38,91,52,23,76,60,29,3,48"
49,"42,33,45,32,77,1,43,36,16,55,80,13,70,97,52,63,4,11"
50,"48,15,25,68,44,10,73,51,98,71,85,64,14,0,39,6,90,43"
51,"85,43,45,44,38,37,33,71,56,91,24,92,54,47,5,13,7,19"
52,"31,94,26,62,73,1,8,16,59,98,29,33,13,0,58,68,83,39"
53,"43,37,63,31,55,82,2,81,69,38,17,51,98,47,60,13,76,75"
54,"94,44,10,21,1,7,79,42,11,43,93,36,18,56,97,38,15,62"
55,"14,54,34,83,68,65,88,76,96,53,62,1,48,87,28,80,10,46"
56,"5,44,92,90,99,94,14,35,78,31,8,36,47,1,22,89,52,69"
57,"52,75,9,87,40,28,60,59,17,18,61,12,62,70,31,51,46,5"
58,"48,98,9,72,79,23,86,33,90,22,44,94,91,32,14,69,4,43"
59,"67,62,96,0,44,66,3,86,49,36,72,8,89,52,95,31,81,13"
60,"62,71,25,94,92,24,85,33,0,48,77,65,16,42,96,7,27,87"
61,"9,91,46,52,26,14,93,90,77,47,72,85,59,27,20,58,70,5"
62,"33,37,2,3,96,55,44,75,86,25,41,56,31,46,69,53,70,78"
63,"26,57,70,27,36,79,71,88,46,14,12,78,30,20,0,9,63,92"
64,"90,49,19,1,75,93,53,67,32,43,99,24,96,94,52,76,79,22"
65,"2,47,30,69,94,83,67,10,73,1,87,62,27,43,36,41,17,50"
66,"0,1,28,67,41,94,30,29,80,70,96,17,92,6,34,40,44,47"
67,"31,21,15,58,4,62,7,44,0,80,98,85,25,48,26,51,82,76"
68,"40,63,50,19,36,28,2,86,73,91,67,66,1,43,13,35,48,24"
69,"45,80,13,23,19,41,31,62,40,96,39,85,5,0,4,50,38,43"
70,"56,25,69,0,64,89,84,97,43,93,75,24,40,31,85,36,45,49"
71,"83,69,28,30,6,66,33,49,51,36,40,0,24,14,93,90,79,67"
72,"92,3,78,48,37,18,60,99,70,6,59,52,65,53,95,77,97,10"
73,"3,98,49,26,10,15,91,31,29,64,27,6,66,41,76,40,34,0"
74,"65,95,70,34,37,62,31,81,8,66,77,99,29,90,6,47,23,45"
75,"24,48,59,83,55,22,29,66,20,72,31,96,4,68,99,14,21,63"
76,"99,73,43,89,38,97,41,66,60,84,31,85,30,62,44,56,10,49"
77,"17,62,9,27,29,43,68,58,72,85,53,54,76,78,47,44,28,74"
78,"76,34,48,29,56,41,11,42,13,96,43,26,65,25,39,70,32,0"
79,"67,92,49,77,56,5,37,2,40,83,35,7,30,76,97,0,63,24"
80,"38,77,85,82,3,96,95,27,44,64,37,78,69,61,21,79,6,91"
81,"0,55,11,72,3,1,84,52,90,2,53,38,5,21,33,39,97,28"
82,"38,47,74,80,88,89,17,32,13,0,58,29,37,60,92,22,16,50"
83,"41,11,2,99,18,70,4,9,1,31,42,89,93,26,92,53,58,56"
84,"33,68,86,77,60,64,51,61,36,83,53,7,58,87,82,80,44,74"
85,"16,82,79,50,26,27,5,2,74,32,60,39,97,69,53,49,25,51"
86,"18,88,95,33,11,24,89,65,76,37,99,98,31,87,44,43,50,97"
87,"84,89,23,34,65,6,68,69,56,51,63,70,30,49,40,27,42,77"
88,"4,75,86,98,91,45,73,56,52,35,48,84,65,67,53,16,69,3"
89,"45,66,40,85,82,43,57,91,38,94,15,14,63,83,16,88,34,25"
